Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"In these next clips, we're going to be talking about acceptance and willingness, and we're going to be focusing on the core competencies in Chapter 2, that include contacting the cost of control when you're unwilling and also looking at the paradox of control. And I'll be working with a client who has a difficult history of trauma, and largely she's been working to avoid the experiences that accompany that trauma.",T,21UTRCWbv20_1,-1,-1,-2,-1,-1,2
"Yeah, that's a really painful memory. I just... yeah, I just would rather not go there at all. I just don't really like to talk about it.",P,21UTRCWbv20_2,,,,,,
"And so when you notice that you don't want to talk about it, what emotional experience shows up with that?",T,21UTRCWbv20_3,0,0,1,1,0,2
"I'm just kind of numb to the experience. Over the years, I've blocked it out, tried to at least. So I just find not dealing with it at all, just not trying to think about it is the way that I've been.",P,21UTRCWbv20_4,,,,,,
One of the things that I'd like to ask you to do at this moment is to just see if you could let yourself contact the experience of numb. Is it there? Do you notice it?,T,21UTRCWbv20_5,0,0,2,1,0,2
Yeah.,P,21UTRCWbv20_6,,,,,,
So let's start there with that particular experience. Where do you notice it in your body?,T,21UTRCWbv20_7,-2,-2,-1,-1,-2,2
"Right here. It just kind of feels like a fist, a little bit, and like I can't really breathe that well.",P,21UTRCWbv20_8,,,,,,
"All right. So just notice that you're having the thought 'can't breathe', that it's shaped like a fist, and just let yourself be present to it for a moment.",T,21UTRCWbv20_9,0,0,2,1,0,2
It's hard.,P,21UTRCWbv20_10,,,,,,
"Yeah, notice that one too. Take your time. And then as you notice this feeling, I want you to think back about when this feeling shows up and you're present in it. You're trying to get away from that painful experience. And when you do that, what's the cost? What happens?",T,21UTRCWbv20_11,0,0,1,1,0,2
I'm forced to relive it.,P,21UTRCWbv20_12,,,,,,
"So it shows up even when you don't want it to be there. So one cost is a kind of this paradox: 'I don't want to feel it, but there it is.' Are there other costs?",T,21UTRCWbv20_13,0,0,1,1,0,2
"I guess it just kind of seems like even when it's not in the forefront of my life at that moment, it's just always there.",P,21UTRCWbv20_14,,,,,,
"So it's almost like it's haunting you. And when it's haunting you, how workable is your life? What's going on in your life?",T,21UTRCWbv20_15,0,0,1,1,0,2
I don't feel like I'm a part of my own life.,P,21UTRCWbv20_16,,,,,,
"One thing that it sounds to me like is happening here is that numbing out and running away actually makes the problem grow, like it's everywhere. Let's just start where you're at in the difficulty of not being able to talk about it.",T,21UTRCWbv20_17,0,0,1,1,0,2
Okay.,P,21UTRCWbv20_18,,,,,,
"In this clip, the client is asked to show up to the moment of what she experiences, to be willing to experience numbness as it is. We're also looking at the costs of the numbness and the avoidance so that we can link up the unworkability of the agenda of control.",T,21UTRCWbv20_19,0,0,1,1,0,2
It's really hard for me to even try to verbalize what happened and I just feel like I'd rather not go there at all.,P,21UTRCWbv20_20,,,,,,
And what emotion shows up with not wanting to go there?,T,21UTRCWbv20_21,0,0,1,1,0,2
Numbness.,P,21UTRCWbv20_22,,,,,,
"Well, I understand that you would feel the experience of numbness, that makes sense to me. It's very difficult to have these kinds of experiences. I think anybody in your shoes would feel that way. Does that help?",T,21UTRCWbv20_23,0,0,1,1,0,2
"Yeah, I mean it's still there but that helps a little bit.",P,21UTRCWbv20_24,,,,,,
"Good, because sometimes these kinds of things can be overwhelming. And when they're overwhelming, it sometimes helps to just back off a little bit. How are you feeling now?",T,21UTRCWbv20_25,2,2,0,2,2,2
I feel a lot better being able to step away from it and not have to go there.,P,21UTRCWbv20_26,,,,,,
"In this clip, although validation may be helpful in small ways, moving in to comfort her probably will not help this client find a place where she can be flexible and more willing in such a way that her values are actively chosen. I allowed her to escape and reinforced the notion of control.",T,21UTRCWbv20_27,0,0,1,1,0,2
"In this next segment, we're going to look at the cost of unwillingness relative to valued life ends. This particular client is struggling with her relationship with her boyfriend; she's feeling rejected and is trying to overcome her emotional experience around that rejection.",T,21UTRCWbv20_28,1,1,0,1,1,2
"I just feel really self-conscious and unattractive around him. I want to be supportive of his career, but I just end up creating this whole anxiety trip around basically sharing my needs and my wants in the relationship.",P,21UTRCWbv20_29,,,,,,
"What happens for you when you begin the process of sharing your needs or wants? I hear anxiety in there, is that what happens?",T,21UTRCWbv20_30,-2,-2,-1,-1,-2,2
"Yeah, anxiety, fear that I'm going to say something stupid or that he's going to disagree with. I just feel like I'm this tiny little speck.",P,21UTRCWbv20_31,,,,,,
"From this place where you're feeling anxious, what happens to your relationship?",T,21UTRCWbv20_32,0,0,2,1,0,2
"I think initially he's open to having the conversation and then just this voice in my head just won't stop talking, and then I just end up shutting out.",P,21UTRCWbv20_33,,,,,,
It sounds to me like it's not going the way you want it to. Is it growing further apart?,T,21UTRCWbv20_34,0,0,1,1,0,2
"Yeah, it feels that way.",P,21UTRCWbv20_35,,,,,,
"So there's this anxiety that's in there, there's this kind of running dialogue in your head about this is going to be stupid. Would you be willing to feel those things if it meant that you got to have a closer relationship with your boyfriend?",T,21UTRCWbv20_36,0,0,1,1,0,2
"Ultimately, yeah. That's what I want.",P,21UTRCWbv20_37,,,,,,
"Part of wanting a good relationship includes feeling the anxiety, letting it be there, and taking steps that are about moving closer. These can be little tiny pieces of willingness; you can move into getting closer and carrying these emotions and thoughts with you.",T,21UTRCWbv20_38,1,1,1,1,1,2
"Yeah, well that's what I want to do but it's hard to feel those things and carry on normally.",P,21UTRCWbv20_39,,,,,,
"Bring that thought too, and take those steps. Would it be worth it to you if you got to have a closer relationship?",T,21UTRCWbv20_40,-1,-1,-2,-1,-2,-1
Yeah.,P,21UTRCWbv20_41,,,,,,
"Essentially, I was working with the client on willingness to experience if it means that she gets to attain valued life goals. For her, it may mean holding the anxiety, being present to it, and choosing a valued path while carrying the emotions with her.",T,21UTRCWbv20_42,0,0,0,0,0,0
