Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"So, good to see you again. Last week we were talking about anxiety. Um, do you have your diary card?",T,BHEDnTntb0I_1,1,1,1,1,0,2
Yeah.,P,BHEDnTntb0I_2,,,,,,
"Okay, let's look at it real quick. Where is it? Over here, huh?",T,BHEDnTntb0I_3,-2,-2,-1,-1,-2,2
Yeah.,P,BHEDnTntb0I_4,,,,,,
"Okay, so anxiety is really high. What happened yesterday? Anxiety is really high. Can you give me a quick summary?",T,BHEDnTntb0I_5,1,1,1,1,1,2
"Anxiety's always really high, but yesterday was the worst. We were driving, my dad was driving and I was in the passenger seat and we were in a lot of traffic. And that, you know, that already makes me nervous because I like to be on time. I don't want to be late because then what if I get in trouble? So I was already kind of on edge. And then we passed the accident that I guess was causing all of the traffic. And there were two cars and they were like mashed together like accordions, and there was a tarp, and I know that under that tarp there was a dead body and the car went right by it.",P,BHEDnTntb0I_6,,,,,,
That's scary.,T,BHEDnTntb0I_7,1,1,1,1,1,2
It was horrible!,P,BHEDnTntb0I_8,,,,,,
"Kind of explains that number, huh?",T,BHEDnTntb0I_9,1,1,0,1,1,2
"Yeah, who wouldn't be anxious? That's like a normal thing because there's a dead body.",P,BHEDnTntb0I_10,,,,,,
"Well, I'd be anxious, of course. And it's kind of scary to see that. And what else did you think when you saw that?",T,BHEDnTntb0I_11,0,0,0,0,0,1
"Who would drive when there's two cars mashed together like accordions and a dead body? That's, it's insane! You have to be insane to drive.",P,BHEDnTntb0I_12,,,,,,
And your family wants you to learn to drive this year because you're 16.,T,BHEDnTntb0I_13,-1,-1,-1,0,0,0
They're insane.,P,BHEDnTntb0I_14,,,,,,
Hmm. And yet you keep complaining how you live in the middle of nowhere and if you had a car you could go see friends more and get out of your lame old town and get to go do fun things.,T,BHEDnTntb0I_15,0,0,0,0,0,0
But I can't see my friends anymore if I'm dead.,P,BHEDnTntb0I_16,,,,,,
"True. That's true. And I won't get to see you anymore because you're dead. You know I don't treat dead people, right? Remember that? All right. Yeah, okay. So, on one hand, I know the idea of driving is completely overwhelming and I know you're anxious like all the time.",T,BHEDnTntb0I_17,-1,-1,-1,-1,-1,-1
"I mean, I get that I have to drive because you're right, it's like the middle of nowhere and I can't just not go places, but...",P,BHEDnTntb0I_18,,,,,,
So I'm wondering if we can bring it back to some of those things we were talking about to help reduce your anxiety. Maybe that's one idea to help you be able to get in the driver's seat. What do you think? So essentially you're practicing getting in the driver's seat by doing this treatment and getting in the driver's seat of your anxiety as opposed to being a passenger and you're letting your anxiety drive your life because that's what you're doing. What do you think?,T,BHEDnTntb0I_19,0,0,0,0,0,0
"I think that was a lot of puns, Jen.",P,BHEDnTntb0I_20,,,,,,
"I'm punning, aren't I?",T,BHEDnTntb0I_21,-1,-1,-1,-1,-1,-1
"So, here's an idea. Let's get on board. We start treating this anxiety, we do it really, really good job at it. We work hard and the idea of driving might not be quite so scary. And let's face it, being an anxious driver increases your risk of accidents.",T,BHEDnTntb0I_22,1,1,1,1,1,2
"Oh, that's helpful. Thanks.",P,BHEDnTntb0I_23,,,,,,
So reducing your anxiety is going to make you a safer driver.,T,BHEDnTntb0I_24,2,2,1,1,1,2
"Yeah, but all these things you keep telling me that I have to do to be less anxious, they involve feeling really anxious.",P,BHEDnTntb0I_25,,,,,,
Mm. True.,T,BHEDnTntb0I_26,1,1,1,1,1,2
There's no way to - like you're supposed to just make it go away. You're not supposed to make it worse to make it better.,P,BHEDnTntb0I_27,,,,,,
"So here's what's interesting. You're really good at being really anxious, so you'll be really good at this. And it will go away. I promise you. Totally promise you.",T,BHEDnTntb0I_28,-1,-1,-1,0,0,0
It's just that's so hard.,P,BHEDnTntb0I_29,,,,,,
"Well, reality is, you know darn well I'm the expert here of treating anxiety and I promise you it will get better. I know everything. I know this. What do you think?",T,BHEDnTntb0I_30,1,1,1,1,1,2
I think it sounds really hard.,P,BHEDnTntb0I_31,,,,,,
"And it is really hard. Oh, I'm not going to lie to you. It's totally, totally hard.",T,BHEDnTntb0I_32,1,1,1,1,1,2
