Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"So Eric, what's on the agenda for today?",T,yALqWoumUw4_1,1,1,1,1,1,2
"Definitely my dad. He's just been on my case all week, being a real jerk. He barges into my room when I'm playing video games or talking to friends, getting on me at dinner, about getting a job and getting my life together. Even first thing in the morning there's an email from him telling me to do stuff I don't want to do. He doesn't get that I'm not feeling good.",P,yALqWoumUw4_2,,,,,,
Let me interrupt for a second to make sure I understand. You're upset about your father getting on you this past week and want to talk about it today. Is there something we could do to help the situation out?,T,yALqWoumUw4_3,1,1,0,1,0,1
"We've got to figure out a way to get him to back off. Maybe we can bring him in here, or write him a letter, or something to get him to leave me alone.",P,yALqWoumUw4_4,,,,,,
"Bringing him in here to get him to back off is an idea, but he's not here now. Maybe there's something you can do to help him calm down or back off the situation?",T,yALqWoumUw4_5,0,0,0,0,0,1
He's the one being a jerk.,P,yALqWoumUw4_6,,,,,,
"That may be, but maybe you could be more assertive to let him know how you're feeling, or to calm things down?",T,yALqWoumUw4_7,0,0,1,0,0,1
"I don't know, if you've got ideas I'll listen, I guess.",P,yALqWoumUw4_8,,,,,,
"Okay, maybe we can put our heads together and come up with strategies to deal with your dad better. Does that sound alright?",T,yALqWoumUw4_9,1,1,1,1,0,2
Sure.,P,yALqWoumUw4_10,,,,,,
Is that something we could put down in the agenda then?,T,yALqWoumUw4_11,0,0,0,0,0,1
"Yeah, I definitely want to talk about that.",P,yALqWoumUw4_12,,,,,,
How should I describe that then?,T,yALqWoumUw4_13,0,0,0,0,0,1
Dealing with my dad.,P,yALqWoumUw4_14,,,,,,
"Okay, dealing with dad.",T,yALqWoumUw4_15,-2,-2,-2,-2,-2,-1
Is there anything else you'd like to put on the agenda?,T,yALqWoumUw4_16,0,0,0,0,0,1
"I've been really tired lately, just sleeping a lot the last week or two.",P,yALqWoumUw4_17,,,,,,
"Okay, so I'll put down tired and sleep. We have dealing with dad and tired/sleep. Which do you want to talk about first?",T,yALqWoumUw4_18,0,0,0,0,0,1
Definitely my dad.,P,yALqWoumUw4_19,,,,,,
"We don't want to forget about the homework, so let's put that on the agenda too.",T,yALqWoumUw4_20,0,0,0,0,0,1
Okay.,P,yALqWoumUw4_21,,,,,,
"So, you want to talk about dealing with your dad or do the homework first?",T,yALqWoumUw4_22,0,0,0,0,0,1
Definitely my dad.,P,yALqWoumUw4_23,,,,,,
Definitely with your dad. We want to make sure we allow enough time for homework since that's important. So tell me what happened this past week with your dad.,T,yALqWoumUw4_24,0,0,0,0,0,1
