Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"So when your dad asked you about that job opportunity, what was going through your mind right then?",T,ZD-QoQ0ivKc_1,-1,-1,-1,2,-1,2
I was pretty pissed off. Just angry with him and wanting him to get out of my room and just stop hassling me.,P,ZD-QoQ0ivKc_2,,,,,,
Were you having any other thoughts at that point?,T,ZD-QoQ0ivKc_3,0,0,0,1,0,2
"Yeah, how do I get him out of the room.",P,ZD-QoQ0ivKc_4,,,,,,
So I want to help you identify some of the thoughts that you were having when you were upset. Right. How are you feeling right now?,T,ZD-QoQ0ivKc_5,0,0,0,1,0,1
"A little angry, I guess, but not like when I was at that point.",P,ZD-QoQ0ivKc_6,,,,,,
I have an idea. Maybe this is something we can do to help you feel a little more angry and notice that change in your mood.,T,ZD-QoQ0ivKc_7,0,0,0,0,0,0
You want me to feel worse?,P,ZD-QoQ0ivKc_8,,,,,,
"Yeah, I think so. Just for purposes of helping you to identify the specific thoughts that you were having at that moment in time. And so one thing I'd like to do is what's called an imagery exercise, where I get you to close your eyes and kind of set the stage, describe the room that was going on and walk me through scene by scene what was happening with your father and kind of get into it a little bit more.",T,ZD-QoQ0ivKc_9,0,0,0,0,0,0
Okay.,P,ZD-QoQ0ivKc_10,,,,,,
Now do you understand the reason why we'd want to do that?,T,ZD-QoQ0ivKc_11,0,0,0,0,0,0
What's the point? You just want me to know how I'm feeling?,P,ZD-QoQ0ivKc_12,,,,,,
"Exactly. Exactly. So I want you to know how you're feeling and when you have that change in mood, then you'd ask yourself what?",T,ZD-QoQ0ivKc_13,0,0,0,0,0,0
Thoughts? What am I thinking?,P,ZD-QoQ0ivKc_14,,,,,,
"What you're thinking. Exactly. That sounds great. So if you agree, I'd like you to close your eyes and kind of describe what was going on. Where were you when this happened?",T,ZD-QoQ0ivKc_15,1,1,1,2,1,2
"I was in my room, sitting on my bed, just playing video games like I usually do and it was in the evening and I heard my dad come home from work. I heard the door open. It wasn't like three minutes later, four minutes later, he barges into my room and he's getting on me, you know, 'you didn't follow up on that lead I gave you, did you?' You know he knows I've been in there playing games all day and sleeping. So I don't know why he's on me about it. Just angry and tense and just want him to get out.",P,ZD-QoQ0ivKc_16,,,,,,
And so what was going through your mind right at that moment?,T,ZD-QoQ0ivKc_17,0,0,0,0,0,0
"You know, what does he want from me? Why is he on my case?",P,ZD-QoQ0ivKc_18,,,,,,
Anything else?,T,ZD-QoQ0ivKc_19,0,0,0,0,0,0
I don't know what he wants from me. There's nothing I can do to get him to back off. There's nothing I can say that'll make him happy or not angry with me.,P,ZD-QoQ0ivKc_20,,,,,,
Have you any other thoughts?,T,ZD-QoQ0ivKc_21,0,0,0,0,0,0
"I just don't feel like I'm good enough. He wants me to get a job, nobody's going to hire me. I'm not going to follow up on his leads and then deal with getting rejected. And it just feels like I'm going to feel like this forever. It's never going to go away and he's just yelling at me about it.",P,ZD-QoQ0ivKc_22,,,,,,
"Okay, that sounds really good. Let's open your eyes and I wrote down some of the thoughts you were having here. Why is he on my case? There's nothing I can do to make him not angry with me. I don't feel I'm good enough. I'll feel like this forever. So of those four thoughts...",T,ZD-QoQ0ivKc_23,1,1,1,2,1,2
"More than I thought, right?",P,ZD-QoQ0ivKc_24,,,,,,
"More than you thought, right? So of those four thoughts, which is the one that's most upsetting to you?",T,ZD-QoQ0ivKc_25,0,0,0,0,0,0
"I think right now there's nothing I can do about it. There's nothing I can say. I mean, it just feels helpless.",P,ZD-QoQ0ivKc_26,,,,,,
So I'm going to put a star next to that thought. And maybe this is something we could talk about in more detail today. We call this identifying the hot thought. So you had a bunch and pick out the one that's most upsetting to you and then focus in on that particular thought. Okay. How does that sound?,T,ZD-QoQ0ivKc_27,1,1,1,2,1,2
That sounds good. So you think there's something we can do about that?,P,ZD-QoQ0ivKc_28,,,,,,
"I think so. Yeah. Before we get into talking about that particular thought, let me ask you what you thought of this exercise in general.",T,ZD-QoQ0ivKc_29,0,0,0,0,0,0
It was good. I guess kind of surprising.,P,ZD-QoQ0ivKc_30,,,,,,
In what way?,T,ZD-QoQ0ivKc_31,1,1,1,2,1,2
"When I was talking about it before, it felt like it happened really fast, and it helped me slow it down a little.",P,ZD-QoQ0ivKc_32,,,,,,
So the exercise helped you slow it down. Yeah. Anything else?,T,ZD-QoQ0ivKc_33,0,0,0,1,0,1
I was having more thoughts than I thought I had.,P,ZD-QoQ0ivKc_34,,,,,,
Okay. Anything else that was helpful?,T,ZD-QoQ0ivKc_35,1,1,1,2,1,2
"I guess, you know, I said I was like pissed off, but I was also feeling kind of sad when we went through it, when I started talking about that stuff.",P,ZD-QoQ0ivKc_36,,,,,,
"Right. So you were more angry and more sad than you thought. Yeah. Right. Remember the purpose of doing the exercise to start with, which was what?",T,ZD-QoQ0ivKc_37,0,0,0,1,0,1
To get these thoughts.,P,ZD-QoQ0ivKc_38,,,,,,
To get the thoughts. Yeah. And how do you know when to ask yourself the question of what's going through your mind?,T,ZD-QoQ0ivKc_39,1,1,1,2,1,2
When my mood's changed.,P,ZD-QoQ0ivKc_40,,,,,,
"Exactly. Perfect. Okay, so let's talk about this particular thought here, okay?",T,ZD-QoQ0ivKc_41,1,1,1,0,0,2
Okay.,P,ZD-QoQ0ivKc_42,,,,,,
