Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Just from what you've told me so far, I'm drawing this map with four quadrants: feelings, thoughts about self, behaviors, and physiology.",T,0Tt1IDjmito_1,1,1,1,2,0,2
Would panic be too strong of a word or just heightened anxiety?,T,0Tt1IDjmito_2,0,0,0,1,0,2
"Mhm, yeah, so high anxiety.",P,0Tt1IDjmito_3,,,,,,
Any other feelings when you're driving in general that come up for you?,T,0Tt1IDjmito_4,0,0,0,1,0,2
Just being really anxious and feeling like I can't do it.,P,0Tt1IDjmito_5,,,,,,
And the thoughts that you have about yourself when you feel that anxiety? One of them is 'I can't do this.' Any others?,T,0Tt1IDjmito_6,0,0,0,1,0,2
"I feel like I could possibly have an accident. Like, I could hit that car or I can kind of imagine hitting someone.",P,0Tt1IDjmito_7,,,,,,
And that affects your behavior in what way?,T,0Tt1IDjmito_8,0,0,0,1,0,2
One time it made me stop what I was doing. It was on a merging lane and I just kind of stopped in the corner because it was running out.,P,0Tt1IDjmito_9,,,,,,
And now it's affecting you in what way? You had that one incident where you actually did stop.,T,0Tt1IDjmito_10,0,0,0,1,0,2
So now I just slow down and try to take notice of who is in which lane and make sure I get over in time.,P,0Tt1IDjmito_11,,,,,,
"So we've looked at feeling anxious, thinking 'I can't do this' or 'I could have an accident,' and the behavior of stopping or being hyper-cautious. What physiological reaction do you experience?",T,0Tt1IDjmito_12,1,0,0,2,1,2
I guess my palms get like sweaty and I just feel kind of nauseous sometimes.,P,0Tt1IDjmito_13,,,,,,
"Sweaty palms and feeling nauseous. We're trying to encapsulate how this all works together. If you were to label this map, what would you call it?",T,0Tt1IDjmito_14,0,0,0,1,0,2
Maybe like 'nervous driving.',P,0Tt1IDjmito_15,,,,,,
"Nervous driving. Now let's look at a goal map for where we want to be when we're done counseling. When you're driving, you'll be feeling what?",T,0Tt1IDjmito_16,-2,-2,-2,-1,-2,2
"Calm, relaxed, confident.",P,0Tt1IDjmito_17,,,,,,
"I'll put 'calmer,' increased confidence, and increased relaxation. If you're feeling that, what kind of thoughts about yourself would you have?",T,0Tt1IDjmito_18,0,0,0,1,0,2
"That I'm a better driver, that I'm able to merge over and to drive in lots of traffic without feeling so nervous.",P,0Tt1IDjmito_19,,,,,,
"So thoughts like, 'I am able to drive in excessive traffic and feel confident to perform.' How is that going to affect your behavior?",T,0Tt1IDjmito_20,0,0,0,1,0,2
I'll be able to keep driving regularly without it affecting me.,P,0Tt1IDjmito_21,,,,,,
So not quite as hyper-cautious. And how would that affect your physiology?,T,0Tt1IDjmito_22,0,0,0,1,0,2
"Not having the nauseous feeling and just being more regular, I guess.",P,0Tt1IDjmito_23,,,,,,
"More comfortable, with less sweaty palms and less nauseousness. What would be a small first step you could take towards this goal before next session?",T,0Tt1IDjmito_24,0,0,0,1,0,2
"Just trying to change my thought patterns, I think.",P,0Tt1IDjmito_25,,,,,,
What would be a first step with that?,T,0Tt1IDjmito_26,0,0,0,1,0,2
I think positive visualization would work well for me.,P,0Tt1IDjmito_27,,,,,,
Even while you're driving? Or before? Or maybe both?,T,0Tt1IDjmito_28,1,1,1,1,0,2
"Yeah, maybe both. Just visualizing myself doing those actions, like moving over in lanes and merging into traffic, and being successful at it.",P,0Tt1IDjmito_29,,,,,,
We could practice some visualization in session along with some quick relaxation techniques. Do you have any types of relaxation that work for you?,T,0Tt1IDjmito_30,0,0,0,1,0,2
Deep breathing and praying.,P,0Tt1IDjmito_31,,,,,,
Those are things we can look at. We can also talk about incidents like your close call. I'll make a copy of this map for you so we know where we're wanting to go.,T,0Tt1IDjmito_32,1,1,1,1,0,2
