Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Yes, you really get where they're coming from. You really understand the suffering involved.",T,Ac0aZgha6Fk_1,-1,0,-2,0,0,2,2.0,2.0,1.0,2.0,2.0,2.0,,So you're not sure if it's the pills or the anxiety.
"Well, let's talk about that. So you're in a position where you have to make some decisions about people's lives. And sometimes those decisions result in people being separated from their family, sometimes they don't.",T,Ac0aZgha6Fk_3,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,"Therapist: Yes, you really get where they're coming from. You really understand the suffering involved.
Patient: Yeah, I guess maybe that's part of where it's so hard for me is like, I know that I'm causing a lot of suffering for people.","Yeah, I can see that. And I know that you're suffering too."
"Are you really the cause? In the larger picture, are you really the cause of these families being broken up?",T,Ac0aZgha6Fk_4,-1,-1,-2,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,"Therapist: Yes, you really get where they're coming from. You really understand the suffering involved.
Patient: Yeah, I guess maybe that's part of where it's so hard for me is like, I know that I'm causing a lot of suffering for people.
Therapist: Well, let's talk about that. So you're in a position where you have to make some decisions about people's lives. And sometimes those decisions result in people being separated from their family, sometimes they don't.",And you're feeling guilty about that.
"Right, you're the immediate cause, kind of at the end of the whole process. But the true cause happened years or months before you got there as people made decisions that maybe weren't the best for their children or for themselves.",T,Ac0aZgha6Fk_6,1,1,1,1,1,2,1.0,1.0,0.0,2.0,1.0,2.0,"Therapist: Yes, you really get where they're coming from. You really understand the suffering involved.
Patient: Yeah, I guess maybe that's part of where it's so hard for me is like, I know that I'm causing a lot of suffering for people.
Therapist: Well, let's talk about that. So you're in a position where you have to make some decisions about people's lives. And sometimes those decisions result in people being separated from their family, sometimes they don't.
Therapist: Are you really the cause? In the larger picture, are you really the cause of these families being broken up?
Patient: I guess not, like it's their actions. If they were doing the right things, even if I did come in, their kids wouldn't be removed. But it is still hard to be the one that pulls that trigger, you know.","So you're not the cause, but you're the person that makes the decision. And that decision can be really painful for you."
"So you're really coming in, to some extent, at the tail end of a long series of behavioral choices.",T,Ac0aZgha6Fk_7,1,1,1,1,1,2,1.0,1.0,0.0,1.0,1.0,2.0,"Therapist: Yes, you really get where they're coming from. You really understand the suffering involved.
Patient: Yeah, I guess maybe that's part of where it's so hard for me is like, I know that I'm causing a lot of suffering for people.
Therapist: Well, let's talk about that. So you're in a position where you have to make some decisions about people's lives. And sometimes those decisions result in people being separated from their family, sometimes they don't.
Therapist: Are you really the cause? In the larger picture, are you really the cause of these families being broken up?
Patient: I guess not, like it's their actions. If they were doing the right things, even if I did come in, their kids wouldn't be removed. But it is still hard to be the one that pulls that trigger, you know.
Therapist: Right, you're the immediate cause, kind of at the end of the whole process. But the true cause happened years or months before you got there as people made decisions that maybe weren't the best for their children or for themselves.","So you're not the cause, but you're the person that makes the decision. And that decision can be really hard to make."
"Ultimately, for this family that you're worried about, looking at it with a long-term lens, do you think the children are better off because they're not with that family right now?",T,Ac0aZgha6Fk_9,1,1,1,1,1,2,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Well, let's talk about that. So you're in a position where you have to make some decisions about people's lives. And sometimes those decisions result in people being separated from their family, sometimes they don't.
Therapist: Are you really the cause? In the larger picture, are you really the cause of these families being broken up?
Patient: I guess not, like it's their actions. If they were doing the right things, even if I did come in, their kids wouldn't be removed. But it is still hard to be the one that pulls that trigger, you know.
Therapist: Right, you're the immediate cause, kind of at the end of the whole process. But the true cause happened years or months before you got there as people made decisions that maybe weren't the best for their children or for themselves.
Therapist: So you're really coming in, to some extent, at the tail end of a long series of behavioral choices.
Patient: Yeah, yeah, that's true.",And you're the one that's going to make the decision to remove the child from that home.
"So immediately there's some pain because you have to break up the family, but in the long run, maybe there's a better result.",T,Ac0aZgha6Fk_11,2,1,-2,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,"Patient: I guess not, like it's their actions. If they were doing the right things, even if I did come in, their kids wouldn't be removed. But it is still hard to be the one that pulls that trigger, you know.
Therapist: Right, you're the immediate cause, kind of at the end of the whole process. But the true cause happened years or months before you got there as people made decisions that maybe weren't the best for their children or for themselves.
Therapist: So you're really coming in, to some extent, at the tail end of a long series of behavioral choices.
Patient: Yeah, yeah, that's true.
Therapist: Ultimately, for this family that you're worried about, looking at it with a long-term lens, do you think the children are better off because they're not with that family right now?
Patient: Probably. I mean, if they get with a good family, which usually they do, it's good for them. You know, maybe it could be a wake-up call for the parents, or if not, at least the kids are getting their needs met. It's probably really hard for the kids, but overall we wouldn't be doing this if we didn't think it would be best for them to go to a place where they're going to be taken care of.",So you're saying that the long-term outcome for the children would be better if they're removed from that home.
"Even with that though, let's talk about the concern you have about making a poor decision. Based on what you're describing, do you believe this was actually a poor decision?",T,Ac0aZgha6Fk_13,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,"Therapist: So you're really coming in, to some extent, at the tail end of a long series of behavioral choices.
Patient: Yeah, yeah, that's true.
Therapist: Ultimately, for this family that you're worried about, looking at it with a long-term lens, do you think the children are better off because they're not with that family right now?
Patient: Probably. I mean, if they get with a good family, which usually they do, it's good for them. You know, maybe it could be a wake-up call for the parents, or if not, at least the kids are getting their needs met. It's probably really hard for the kids, but overall we wouldn't be doing this if we didn't think it would be best for them to go to a place where they're going to be taken care of.
Therapist: So immediately there's some pain because you have to break up the family, but in the long run, maybe there's a better result.
Patient: Yeah, yeah.","So you're saying that you're not sure if you're going to be able to do it, but you're also not sure that it's the best thing for the kids."
"Yeah, it feels like it is, and it was a tough decision.",T,Ac0aZgha6Fk_15,1,1,1,1,1,2,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Ultimately, for this family that you're worried about, looking at it with a long-term lens, do you think the children are better off because they're not with that family right now?
Patient: Probably. I mean, if they get with a good family, which usually they do, it's good for them. You know, maybe it could be a wake-up call for the parents, or if not, at least the kids are getting their needs met. It's probably really hard for the kids, but overall we wouldn't be doing this if we didn't think it would be best for them to go to a place where they're going to be taken care of.
Therapist: So immediately there's some pain because you have to break up the family, but in the long run, maybe there's a better result.
Patient: Yeah, yeah.
Therapist: Even with that though, let's talk about the concern you have about making a poor decision. Based on what you're describing, do you believe this was actually a poor decision?
Patient: I guess not. It just feels like it is.",It just feels like it is.
"But looking at it in the way that the evidence suggests, maybe you can appreciate that you might have had to do the same thing even if you went back in time.",T,Ac0aZgha6Fk_17,-1,0,-2,0,0,1,1.0,1.0,1.0,1.0,1.0,2.0,"Therapist: So immediately there's some pain because you have to break up the family, but in the long run, maybe there's a better result.
Patient: Yeah, yeah.
Therapist: Even with that though, let's talk about the concern you have about making a poor decision. Based on what you're describing, do you believe this was actually a poor decision?
Patient: I guess not. It just feels like it is.
Therapist: Yeah, it feels like it is, and it was a tough decision.
Patient: Mm-hmm.",But you did it.
