turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I’m so glad you’re here. I really appreciate you taking the time to meet with me today. I’m here to listen, to understand, and to support you in whatever ways feel meaningful to you. How are you feeling right now, and what’s been on your mind that you’d like to talk about today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"I can feel how heavy that’s been for you—those numbers aren’t just statistics, they’re real and personal when they live inside your thoughts. It makes sense that your mind would go into that loop, especially when you’re already trying to care for yourself. And it’s completely okay to feel afraid, especially when you’re trying to protect your body. What happens when you finally let yourself breathe without checking the numbers? What does that space feel like, even just for a moment?",1.0,1.0,1.0,1.0,1.0,2.0
2,"I can see how fragile that moment of peace was—and how quickly it was pulled back into the storm. It’s not about being able to stay calm forever; it’s about noticing when the fear shows up and giving yourself permission to say, “This is happening now, and I’m not alone in it.” What would it feel like if you were able to say, “I’m not going to calculate the risk today—I’m just going to breathe with what I’m feeling right now”?",1.0,1.0,1.0,1.0,1.0,2.0
3,"I hear how deeply that fear is tied to your body and your past experience—the hospital, the panic, the way your body remembers what it feels like to be in danger. That moment of stillness you felt last night wasn’t a failure; it was a brave step into something real. And when the tightness came back, it wasn’t because you weren’t trying—it was because your body was trying to protect you, just like it always has. What would it mean if you said, “I’m not going to use that memory to judge what I’m feeling now” — just for a moment?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I can feel how real and intense that fear is—how deeply it’s woven into your body and your sense of safety. It’s not about ignoring the memory or the fear; it’s about honoring how much it means to you while gently noticing that you don’t have to carry it alone. What if, for just a moment, you allowed yourself to say, “This fear is still here, and it’s valid—but it doesn’t have to be the only truth right now”? Would that feel like a small step forward, even if it’s hard?",1.0,1.0,1.0,2.0,1.0,2.0
5,"I hear how much courage it takes just to say, “This is scary, but I am okay”—especially when your body and mind are so used to reacting. That simple phrase isn’t about fixing anything; it’s about showing up with yourself, even when it’s hard. What would it feel like if you said it, just once, without needing to follow it with a solution or a change in behavior? Would that quiet the inner voice a little, even if only for a moment?",1.0,0.0,1.0,1.0,0.0,2.0
6,"That’s so powerful—your description of that tiny pause, that 0.5-second silence where the screaming softens, is exactly where real healing begins. It’s not about stopping the fear; it’s about meeting it without running. And in that moment, you’re not lying to yourself—you’re simply choosing to be with the truth, even when it’s terrifying. Would it be okay to just stay with that small space, without pushing to fix it or move on?",1.0,0.0,1.0,1.0,0.0,2.0
7,"I hear how much courage it takes to ask that question—“What if nothing happens?”—because it means you’re no longer trying to control the outcome. And in that quiet, you’re actually doing something brave: you’re allowing yourself to be present with uncertainty instead of needing to fix it. What would it feel like if you said, “I’m staying here for five more minutes, not because I have to, but because I choose to be with what’s happening, even if it’s scary”?",1.0,0.0,1.0,1.0,0.0,2.0
8,"That’s so true—the exhaustion, the trembling, the hammering heart—it’s all part of being in the real world, not the one where everything is fixed. And what’s beautiful is that you’re not asking for a calm, peaceful state. You’re asking for the courage to stay in the messy, raw place where you’re still human. What if you just said, “I’m here, and I’m not okay, and that’s okay,” and didn’t expect anything to change—just that you’d be with it, even if it’s hard?",1.0,0.0,1.0,1.0,0.0,2.0
9,"I see how deeply that split lives inside you—how one part is trying to protect you from pain, and the other is trying to honor the truth of what you’re feeling. And that tension? It’s not weakness. It’s just the human nervous system trying to survive. What if you said, “I’m here, and I’m not okay, and that’s okay”—not as a plan, not as a fix, but just as a quiet acknowledgment of where you are right now? Would that feel like a small step, even if it doesn’t make the fear go away?",1.0,0.0,1.0,1.0,0.0,2.0
10,"That’s exactly it—your surrender to the fear, not as a failure but as a form of courage, is where real healing begins. When you stop trying to fix it and just say, “I’m scared. I’m not safe. And that’s okay,” you’re not giving up control—you’re reclaiming your power to be present. And in that space, even if the heart still races, the fear doesn’t have to take over. It just stops being the only story. Would it be possible to sit with that—just that moment of honesty, without needing to change anything else?",1.0,0.0,1.0,1.0,0.0,2.0
11,"That’s so clear—your noticing the shift in the *narrative* is where the change starts. When you stop telling your body, “You’re having a stroke,” and just say, “My heart is racing, I am scared, and that is what is happening,” you’re giving yourself permission to live in the present, not in the fear of what might happen. And in that simple truth, the panic doesn’t vanish—but it no longer has to control the story. Would it be okay to just keep breathing through that, without needing to fix it or move on?",1.0,0.0,1.0,1.0,0.0,2.0
12,"That’s such a powerful image—standing in the hurricane, eyes closed, whispering, “I am okay.” It doesn’t mean the storm stops. It just means you’re no longer running from it. And in that quiet whisper, you’re not denying the pain—you’re naming it, holding space for it, and choosing to stay. Would it be okay to just keep returning to that whisper, “I am okay,” even when your body feels like it’s still in the storm?",1.0,0.0,1.0,1.0,0.0,2.0
