Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.",T,qe-0fk4ZG20_1,0.0,0.0,-2.0,0.0,0.0,2.0,0,0,-2,0,0,2,,"Hello Sarah, how you doing today?"
So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.,T,qe-0fk4ZG20_3,-1.0,-1.0,-2.0,0.0,0.0,1.0,2,-1,-1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.","So the dishes are a big part of it. And it sounds like you really do need them done, you're worried about the consequences. Do you think he's ignoring you because he doesn't need them?"
"So even when you do do the dishes, you're feeling like you aren't measuring up basically.",T,qe-0fk4ZG20_5,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.",So the dishes are a big part of it that you're feeling angry about. And that's the part that you're resisting doing them.
"So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?",T,qe-0fk4ZG20_7,1.0,1.0,1.0,1.0,0.0,2.0,-1,0,-2,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.","So the dishes are another area where you're feeling angry and it's hard to do them. And it sounds like you're also feeling like you're being treated like a child, like you're being disciplined."
So sometimes you're feeling like Linda might be the one with the power in the relationship.,T,qe-0fk4ZG20_9,-1.0,-1.0,-2.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.","And that's the case when you're arguing with her, it sounds like you're really feeling that you're being treated like a child."
"Whenever you have these fights, what happens?",T,qe-0fk4ZG20_11,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.",Okay. So it's not clear to you who's in control in that.
What do you mean? What would shock him?,T,qe-0fk4ZG20_13,1.0,0.0,1.0,1.0,0.0,2.0,1,1,-2,1,1,2,"Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.","So when you argue, he doesn't really look at you?"
"Help me, is that scary for you?",T,qe-0fk4ZG20_15,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.",So he's not really present. He's completely not there. It's like he's separated from you. And you're feeling like you're the only one who really knows how he really feels.
"And what about you, Jack? Are you a little afraid in that situation?",T,qe-0fk4ZG20_17,-1.0,0.0,-2.0,0.0,0.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?","Well, that's a very good question. It's scary when your needs are not being met, and it's understandable that you would be scared. But it's also very important that we work on developing those connections in therapy. So I don't know if we'll be able to move forward if we don't start working on those connections."
Let's go back to the fight. How does it normally end?,T,qe-0fk4ZG20_19,1.0,0.0,-2.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.","So there's a fear that if you stop communicating, you'll disappoint your wife and be less relevant to her. And you're worried you'll lose your relationship."
"Okay, so you leave, Jack?",T,qe-0fk4ZG20_21,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,-1,-1,-2,-1,-1,1,"Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.
Therapist: Let's go back to the fight. How does it normally end?
Patient: He usually leaves for about 15 minutes and then comes back. He just leaves the situation.",So there's a point where he'll leave for a little bit and you'll be able to respond more calmly?
