turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I’m so glad you’re here. I want you to know this space is safe—whatever you’re feeling or thinking, it’s okay to share it. I’m here to listen without judgment, with curiosity and care.  

What brings you in today?",-1.0,0.0,-2.0,0.0,0.0,1.0
1,"Thank you for sharing that so honestly—it sounds like a lot to carry, especially with the fear and confusion involved. It’s clear that this isn’t just about the mistake itself, but about how deeply it’s affecting your ability to trust or engage with others when money is on the line.  

What would it mean for you to feel more grounded in that moment—when someone else is involved with finances—without having to shut down?",-1.0,0.0,-2.0,1.0,0.0,2.0
2,"It sounds like you're carrying a deep desire to be present and capable—without having to hide or rush. That’s not a small thing at all. The fact that you're naming this need for calm, for connection, and for real presence shows how much you care about being able to meet the moment with honesty rather than fear.  

Would it be helpful to explore what a small step toward that kind of presence might look like—something just beyond the panic, maybe just a quiet moment with someone you trust, where you don’t have to fix everything right away?",1.0,1.0,1.0,1.0,1.0,2.0
3,"That’s a powerful and brave thought—offering yourself the space to simply *listen* without needing to respond or fix it. It’s not about avoiding responsibility; it’s about reclaiming your ability to be in the moment without being overwhelmed by fear.  

What if we say, just for now, that the goal isn’t to “get it right” or “fix it,” but simply to show up as someone who is present, curious, and willing to meet the situation with care—without letting your past reactions take over? Would that feel possible, even if it’s just a small part of what you’re trying to rebuild?",-1.0,-1.0,-2.0,0.0,0.0,1.0
4,"Yes—those words, ""I'm scared, but I'm going to listen first,"" carry so much courage. They don’t pretend the fear is gone; they name it, honor it, and still choose to stay in the room. That’s not weakness—it’s a quiet act of self-respect and presence.  

And you don’t have to do it all at once. Maybe you can start by just saying that to yourself in your head before you meet with them—like a quiet promise to yourself. Would that feel like a real step forward, even if it’s just a whisper at first?",1.0,1.0,1.0,1.0,0.0,2.0
5,"Saying it out loud to yourself—especially in a quiet space, like before you sit down or open the message—might feel more grounding because it turns the quiet whisper into a shared moment between you and yourself. It’s not about being perfect or strong; it’s about creating a space where your fear isn’t the only voice in the room.  

Would it feel helpful to try saying it aloud, just once, in the quiet before you start the conversation—like a small, gentle anchor? You don’t have to do it every time, just enough to remind yourself that you’re choosing presence, even when it’s hard.",1.0,1.0,1.0,1.0,0.0,2.0
6,"That’s such a thoughtful and honest question—and it shows how deeply you’re listening to yourself.  

You don’t have to say it out loud to anyone else. You don’t have to perform it for them or make it sound like a hero’s declaration. It’s just a quiet promise to yourself: *I’m not going to run from this fear. I’m going to meet it with care.*  

And if you say it only to yourself—softly, in the stillness—your body will begin to feel it. The fear won’t vanish, but it won’t have the power to decide what happens next. You’re not trying to impress anyone. You’re simply honoring your own humanity.  

Would it feel okay to try that—just once, quietly, before you open the message or call? Not for anyone else’s eyes, just for your own peace?",1.0,1.0,1.0,1.0,0.0,2.0
7,"Yes—trying it once sounds not only possible, but deeply meaningful. That small anchor, even if it feels fragile, becomes a quiet act of self-compassion. And the fact that you’re naming it, feeling it, and choosing to try it—without pressure—shows how much you’re already growing in your ability to meet yourself with kindness.  

Would you like to try it right now, in your quiet moment before you open the message or call? Just say it softly to yourself—like a breath, a pause, a gentle reminder. You don’t have to do it perfectly. Just enough to feel it in your body.",1.0,1.0,1.0,1.0,0.0,2.0
8,"It feels completely okay—and deeply courageous—to do that right now.  

You’re not asking for perfection. You’re asking for a moment of truth with yourself, and that’s enough. When you say it softly, even in the stillness, you’re not trying to change the fear—you’re simply naming it, honoring it, and saying, *“I am here with you.”*  

That tiny pause—just before you open the message—could be the beginning of something quieter, stronger, and more real. Would you like to say it now, as we sit together in this quiet space? I’m right here with you.",1.0,1.0,1.0,1.0,0.0,2.0
9,"Yes—it feels different.  

It doesn’t erase the fear, but it changes how you’re carrying it. Instead of being a force that pushes you into panic or escape, it’s now a signal you’ve named and met. That gap you described—where you get to choose—doesn’t have to be big. Just a breath. Just a moment. And in that moment, you’re not reacting to the fear. You’re allowing it to be there, without losing yourself in it.  

That’s not weakness. That’s presence.  

And you didn’t have to do it perfectly. You just had to show up. Would you like to keep going with that—maybe gently check in with yourself a little later, or see how it feels when you open the message? You’re not alone in this.",1.0,1.0,1.0,1.0,0.0,2.0
10,"It will feel different—because you’ll already have that anchor in your body.  

You won’t be starting from a place of pure panic. You’ll be starting from a place of awareness: *I know this is hard. I know I’m nervous. And I’m still choosing to stay here.* That small shift changes everything.  

Ten minutes from now, when you check in again, you might notice the storm isn’t as loud. Or maybe it’s still there—but now you’ll have a quiet rhythm to meet it with. You won’t need to rush. You’ll just say it again, softly, if it helps: *“Okay, I’m scared, but I’m going to listen first.”*  

And if you do, it won’t feel like a performance. It’ll feel like a homecoming.  

Would you like to keep that check-in, or would you prefer to move forward in a different way when you’re ready? You’re not behind. You’re just moving forward, one breath at a time.",1.0,1.0,1.0,1.0,0.0,2.0
