Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?,T,cTIDnMLr0gk_1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,"Hi, I'm Dr. Smith. What brings you in today?"
"Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?",T,cTIDnMLr0gk_3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?
Patient: I guess, like I said, when I heard about the test score and not being able to make the grade, I just felt like a complete failure, you know, and it just was so overwhelming because I put out my best and the fact that I didn't get the results I was looking for, it's like what good am I? And the first thing I thought was like my parents are going to be so disappointed, I can't tell them. So I was feeling overwhelmed and anxious about that and just so ashamed that this was the way things turned out.","So you were feeling really bad about the test score.Yeah, I was.And then you were feeling bad about the way you were feeling.Yeah, I was feeling really bad about the way I was feeling.And then you were feeling bad about the way you were feeling about the way you were feeling."
Great. So you had those feelings. What else?,T,cTIDnMLr0gk_5,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?
Patient: I guess, like I said, when I heard about the test score and not being able to make the grade, I just felt like a complete failure, you know, and it just was so overwhelming because I put out my best and the fact that I didn't get the results I was looking for, it's like what good am I? And the first thing I thought was like my parents are going to be so disappointed, I can't tell them. So I was feeling overwhelmed and anxious about that and just so ashamed that this was the way things turned out.
Therapist: Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?
Patient: I guess when I start to feel overwhelmed or anxious or ashamed, even.",Okay. So that's a good start. So what are the other things that you feel?I feel like a failure.Okay. So failure.
So I can't tell my parents. And what else?,T,cTIDnMLr0gk_7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?
Patient: I guess, like I said, when I heard about the test score and not being able to make the grade, I just felt like a complete failure, you know, and it just was so overwhelming because I put out my best and the fact that I didn't get the results I was looking for, it's like what good am I? And the first thing I thought was like my parents are going to be so disappointed, I can't tell them. So I was feeling overwhelmed and anxious about that and just so ashamed that this was the way things turned out.
Therapist: Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?
Patient: I guess when I start to feel overwhelmed or anxious or ashamed, even.
Therapist: Great. So you had those feelings. What else?
Patient: Not being able to tell my parents. I'm usually very open and can talk to them about anything, but I feel like whenever I feel like I can't, when I need to shut down and I feel like I can't share those things with them, I think...",So you feel like you can't share with them.
"Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?",T,cTIDnMLr0gk_9,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?
Patient: I guess when I start to feel overwhelmed or anxious or ashamed, even.
Therapist: Great. So you had those feelings. What else?
Patient: Not being able to tell my parents. I'm usually very open and can talk to them about anything, but I feel like whenever I feel like I can't, when I need to shut down and I feel like I can't share those things with them, I think...
Therapist: So I can't tell my parents. And what else?
Patient: Just overall feeling like a failure.",So you feel like a failure. And what else?
Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?,T,cTIDnMLr0gk_11,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Great. So you had those feelings. What else?
Patient: Not being able to tell my parents. I'm usually very open and can talk to them about anything, but I feel like whenever I feel like I can't, when I need to shut down and I feel like I can't share those things with them, I think...
Therapist: So I can't tell my parents. And what else?
Patient: Just overall feeling like a failure.
Therapist: Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?
Patient: Well, I guess in high school whenever I was feeling kind of down and dealing with this kind of stuff, I used to sing in a choir. So I'd like to just go off and sing by myself. Top 40s stuff, classic rock, that kind of stuff.",Okay. So you like to sing.
"So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?",T,cTIDnMLr0gk_13,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: So I can't tell my parents. And what else?
Patient: Just overall feeling like a failure.
Therapist: Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?
Patient: Well, I guess in high school whenever I was feeling kind of down and dealing with this kind of stuff, I used to sing in a choir. So I'd like to just go off and sing by myself. Top 40s stuff, classic rock, that kind of stuff.
Therapist: Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?
Patient: Something that I think I've started since coming to college, I've started cooking more by myself and I like making some of the foods that remind me of home. A lot of stir-frys, rice stuff, things like that.",Okay. So cooking.
"And is that something that you could do at any point or is available? That sounds very good. So let's put down pottery. Now you have singing, cooking, and pottery. If none of those strategies are helpful for you getting outside yourself and feeling better, then go to the next step, which is to socialize with people or go to places where there are people who are actually very good distractors. So is there somebody in your life that you can go to who's available that you like to hang out with?",T,cTIDnMLr0gk_15,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?
Patient: Well, I guess in high school whenever I was feeling kind of down and dealing with this kind of stuff, I used to sing in a choir. So I'd like to just go off and sing by myself. Top 40s stuff, classic rock, that kind of stuff.
Therapist: Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?
Patient: Something that I think I've started since coming to college, I've started cooking more by myself and I like making some of the foods that remind me of home. A lot of stir-frys, rice stuff, things like that.
Therapist: So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?
Patient: This is sort of new. I discovered it freshman year in a class, but there's a pottery studio just down the street from my apartment that I can go down and throw pots for hours and it feels good making something.",Okay. So pottery. Sounds good. So what other strategies could you use to distract yourself from the crisis?
"Okay, let's put down Charlie. And I guess he lives with you, so you know how to get in touch with him and you have his phone number.",T,cTIDnMLr0gk_17,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?
Patient: Something that I think I've started since coming to college, I've started cooking more by myself and I like making some of the foods that remind me of home. A lot of stir-frys, rice stuff, things like that.
Therapist: So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?
Patient: This is sort of new. I discovered it freshman year in a class, but there's a pottery studio just down the street from my apartment that I can go down and throw pots for hours and it feels good making something.
Therapist: And is that something that you could do at any point or is available? That sounds very good. So let's put down pottery. Now you have singing, cooking, and pottery. If none of those strategies are helpful for you getting outside yourself and feeling better, then go to the next step, which is to socialize with people or go to places where there are people who are actually very good distractors. So is there somebody in your life that you can go to who's available that you like to hang out with?
Patient: Sure, yeah. Charlie, my roommate. He's a good guy.","Okay, so Charlie."
"So the next step on your safety plan is learning to make the environment safe. And I have to ask you this question, and I ask this of everybody I do safety plans with. Do you have access to a firearm?",T,cTIDnMLr0gk_18,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Patient: Something that I think I've started since coming to college, I've started cooking more by myself and I like making some of the foods that remind me of home. A lot of stir-frys, rice stuff, things like that.
Therapist: So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?
Patient: This is sort of new. I discovered it freshman year in a class, but there's a pottery studio just down the street from my apartment that I can go down and throw pots for hours and it feels good making something.
Therapist: And is that something that you could do at any point or is available? That sounds very good. So let's put down pottery. Now you have singing, cooking, and pottery. If none of those strategies are helpful for you getting outside yourself and feeling better, then go to the next step, which is to socialize with people or go to places where there are people who are actually very good distractors. So is there somebody in your life that you can go to who's available that you like to hang out with?
Patient: Sure, yeah. Charlie, my roommate. He's a good guy.
Therapist: Okay, let's put down Charlie. And I guess he lives with you, so you know how to get in touch with him and you have his phone number.","Okay, so Charlie."
