Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Hi Lisa, how you doing today?",T,L1vluZ9uHMY_1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,,"Hi, I'm Dr. Smith. What brings you in today?"
"I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?",T,L1vluZ9uHMY_3,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,"Therapist: Hi Lisa, how you doing today?
Patient: I'm well. How are you?","I'm doing well, thanks for asking. I understand you've been having some problems with your memory?Yeah, I have.Can you tell me a little bit about that?Well, I was at work and I was trying to remember what I was going to do, and I just couldn't. I was just standing there and I couldn't remember what I was going to do.Okay, so you were at work and you were having trouble remembering what you were going to do."
All right. So were you ordered by a court or...?,T,L1vluZ9uHMY_5,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Hi Lisa, how you doing today?
Patient: I'm well. How are you?
Therapist: I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?
Patient: Um, well, I am here now because I was caught stealing money, and now I have to pay the price, I guess.","Okay, so you were caught stealing money?"
And how long ago did the crime occur?,T,L1vluZ9uHMY_7,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,"Therapist: Hi Lisa, how you doing today?
Patient: I'm well. How are you?
Therapist: I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?
Patient: Um, well, I am here now because I was caught stealing money, and now I have to pay the price, I guess.
Therapist: All right. So were you ordered by a court or...?
Patient: Yeah.",Okay. So tell me a little bit about what happened.
"All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.",T,L1vluZ9uHMY_9,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,"Therapist: I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?
Patient: Um, well, I am here now because I was caught stealing money, and now I have to pay the price, I guess.
Therapist: All right. So were you ordered by a court or...?
Patient: Yeah.
Therapist: And how long ago did the crime occur?
Patient: About a month ago.",And what was the crime?
Like diagnosing. Is that okay with you?,T,L1vluZ9uHMY_11,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,"Therapist: All right. So were you ordered by a court or...?
Patient: Yeah.
Therapist: And how long ago did the crime occur?
Patient: About a month ago.
Therapist: All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.
Patient: Like diagnosing?","Yeah, diagnosing."
All right. So how old are you now?,T,L1vluZ9uHMY_13,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,"Therapist: And how long ago did the crime occur?
Patient: About a month ago.
Therapist: All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.
Patient: Like diagnosing?
Therapist: Like diagnosing. Is that okay with you?
Patient: Sure.",Okay. So I want to start with your medical history. Do you have any medical conditions?
All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?,T,L1vluZ9uHMY_15,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,"Therapist: All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.
Patient: Like diagnosing?
Therapist: Like diagnosing. Is that okay with you?
Patient: Sure.
Therapist: All right. So how old are you now?
Patient: 25.",25. All right. So how old were you when you first started to notice that you were having these symptoms?
And this was a friend of yours?,T,L1vluZ9uHMY_17,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,"Therapist: Like diagnosing. Is that okay with you?
Patient: Sure.
Therapist: All right. So how old are you now?
Patient: 25.
Therapist: All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?
Patient: Um, well, I stole money from a friend of mine and, you know, I just needed the money. They had more money than me, so I took it.",All right. So you took money from a friend.
How do things stand between you and your friend now?,T,L1vluZ9uHMY_19,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,"Therapist: All right. So how old are you now?
Patient: 25.
Therapist: All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?
Patient: Um, well, I stole money from a friend of mine and, you know, I just needed the money. They had more money than me, so I took it.
Therapist: And this was a friend of yours?
Patient: Yeah.",And how much money did you take?
