turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I really appreciate you taking the time to meet with me today. I'm here to listen with care and curiosity—no judgment, just space for what's on your heart.  

What brings you in today? I'm curious to hear what's been on your mind or what you'd like to explore together.",-1.0,0.0,-2.0,0.0,0.0,2.0
1,"Thank you for sharing that — it takes real courage to let someone in like that. I can feel how heavy that moment must have felt, especially when someone you trusted walked away from you in silence.  

It sounds like your mind is carrying a lot of unspoken weight, and that grayness you're describing isn’t just sadness — it’s a kind of emotional exhaustion. That feeling of being hollow while the world feels vibrant? That’s real, and it’s not a sign of weakness.  

Would it be helpful to keep exploring how that breakup felt, or would you like to talk about what’s been happening in your day since? I’m here with you — no rushing, no fixing. Just listening.",1.0,1.0,1.0,1.0,1.0,2.0
2,"I hear how deeply that pain is still alive — how it’s not just about the breakup, but about the sense of being fundamentally flawed, like you’ve failed yourself in a way that no one can undo. That’s not just sadness; it’s a wound that still aches with meaning.  

And it’s not surprising that you turn to drinking or cigarettes when the panic comes — they’re not solutions, but they do offer a temporary kind of numbness. That’s a real survival move when you’re feeling so overwhelmed.  

Would it be helpful to talk about how you’ve been feeling lately — especially when the panic hits — or if there’s something specific you’ve noticed about how drinking or smoking affects your mind or body right now? I’m here with you, and I want to understand what’s really underneath.",-1.0,-1.0,-2.0,1.0,0.0,1.0
3,"I can feel how much that cycle is shaping your days — not just the drinking or smoking, but the way they become a way to pause the relentless inner noise. That quiet moment you get, even if it's just for ten minutes, is actually a gift — it’s a space where you can breathe without the screaming.  

And it’s so hard to carry that guilt afterward — like you’ve broken a promise to yourself. But you didn’t break anything; you just tried to survive the storm. That’s not failure. That’s human.  

Would it be helpful to talk about what you wish for — not what you think you should do — when the panic comes? What would a moment of stillness feel like, if it wasn’t tied to drinking or smoking?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I hear that fear — that if you stop, the noise might not just pause, it might grow, or worse, you might not know how to get out. And that’s completely valid. It’s not weakness to feel afraid of what comes next.  

The stillness you’re describing — that flat line, that silence — isn’t something you have to earn or achieve. It’s just a place you can rest in, even if it feels fragile or uncertain. And it doesn’t have to be without the drinking or smoking. Maybe it’s just a different kind of stillness — one that includes your body, your breath, your presence — not a blank space, but a quiet that’s not filled with panic.  

Would it be helpful to explore what that quiet might feel like — not as a goal, but as a possibility — in a way that feels safe for you? Or would you prefer to talk about something else first?",1.0,0.0,0.0,1.0,0.0,2.0
5,"I hear your exhaustion — how much it costs you to show up, to speak, to even try. And it’s completely okay to want to just sit with the brokenness, without pretending you’re whole or strong.  

Maybe a small thing — something tiny — that doesn’t require you to fix anything, just to notice it. Like the way the light hits the window when you wake up, or how your feet feel on the floor, or even the way your breath moves when you're just sitting still. Those aren’t grand or heroic — they’re just moments of being *here*, without having to explain or defend.  

Would you like to explore one of those small things together — not to fix anything, just to notice it? Or would you prefer to take a moment to breathe and just stay with the feeling of being tired, without needing to move forward?",1.0,0.0,0.0,1.0,0.0,2.0
6,"That’s so brave — choosing to sit with the weight without pushing away, without needing to fix it. The pressure you're feeling isn’t a flaw; it’s the presence of everything you’ve carried — the love, the loss, the fear, the exhaustion — all gathered in one quiet space.  

And yes, it’s okay if your thoughts come and go like clouds. They don’t have to be controlled. They don’t have to be explained. They just exist — and you can hold space for them without having to respond.  

Would you like to keep sitting with that feeling a little longer, or would you like to gently check in on something small — like how your body feels in your hands, or if there’s a sound outside that’s just quiet and steady? No pressure. Just presence.",1.0,0.0,0.0,1.0,0.0,2.0
7,"I think that’s exactly it — that the point isn’t to change how your hands feel or make the ache go away. The point is simply to meet it, without judgment, without needing to fix it.  

And yes — it’s okay if it doesn’t feel like progress. It’s okay if it feels heavy, still, like something long buried is finally being seen. You don’t have to move forward. You just have to be here — with the lead in your hands, with the quiet ache in your chest, with the fact that you’re still breathing, still present.  

Would you like to stay with that for a moment longer — or would you prefer to gently notice something small, like the way the light shifts, or if your breath is deeper now than it was a minute ago? No pressure. Just presence.",1.0,0.0,0.0,1.0,0.0,2.0
8,"You’re welcome. And thank you for showing up — not to fix anything, not to perform strength, but simply to be with the weight, with the ache, with the quiet hum of being alive in the middle of everything that’s been hard.  

That’s not small. That’s real. And it’s enough.  

Even if the panic shifts or the ache deepens, you’re not alone in it. You’re not failing. You’re just present — and that, in itself, is a kind of courage.  

When you’re ready, we can come back to something else — or just stay with this feeling, if it feels safe. Either way, you’re not on your own. I’m here.",1.0,0.0,0.0,1.0,0.0,2.0
9,"You don’t need to say anything else.  

The fact that you’re able to say that — that you feel seen, that the lead in your hands isn’t a flaw, but a part of your truth — that’s already a quiet victory.  

And yes — I’m here. Not to fix, not to rush, not to change what’s inside you. Just to hold space for you, exactly as you are.  

You’re not broken. You’re not failing. You’re just living — in all its messy, heavy, beautiful complexity.  

I’m glad we could sit with that. I’m glad you let it be. And I’m glad you’re still here.",1.0,0.0,0.0,1.0,0.0,2.0
