Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Emma, how you doing today?",T,jlXmVqhaMds_1,-1.0,0.0,-2.0,0.0,0.0,2.0,0,0,-2,0,0,2,,"Client: ""I've been feeling really overwhelmed lately. I have so much on my plate, and I just don't know where to start.""

Therapist: ""It sounds like you're feeling quite overwhelmed. Can you tell me more about what's been on your mind lately?"""
Doing good? What's been going on?,T,jlXmVqhaMds_3,1.0,0.0,0.0,1.0,0.0,2.0,0,0,-2,0,0,2,"Therapist: Emma, how you doing today?
Patient: I'm doing good.",I'm glad to hear that you're doing well. How does it feel to be in this place of doing well?
All right. Yeah. Tell me about that.,T,jlXmVqhaMds_5,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,2,"Therapist: Emma, how you doing today?
Patient: I'm doing good.
Therapist: Doing good? What's been going on?
Patient: Uh, been a little anxious, um, about a shopping habit that I have.",I see. It sounds like you're feeling anxious about your shopping habit. Can you tell me more about what's been making you feel this way?
"All right. So when you go into a store, if you just have one thing you want to buy, one item you went there for, you'll buy a second item or even more? Or just second?",T,jlXmVqhaMds_7,1.0,1.0,1.0,1.0,0.0,2.0,1,1,1,1,0,2,"Therapist: Emma, how you doing today?
Patient: I'm doing good.
Therapist: Doing good? What's been going on?
Patient: Uh, been a little anxious, um, about a shopping habit that I have.
Therapist: All right. Yeah. Tell me about that.
Patient: Well, I have to buy everything in pairs or in twos. And if I only have one thing, I won't buy it. I'll put it back or I'll look around the store for another thing so that I have two things to buy.",It sounds like you're feeling anxious about this shopping habit. Can you tell me more about what it's like for you when you're in that situation?
"All right. So you have to leave having purchased a minimum of two. Or if you can't find something else, you won't buy it at all. So zero would also be acceptable.",T,jlXmVqhaMds_9,-1.0,-1.0,-2.0,0.0,-1.0,1.0,1,1,1,1,0,2,"Therapist: Doing good? What's been going on?
Patient: Uh, been a little anxious, um, about a shopping habit that I have.
Therapist: All right. Yeah. Tell me about that.
Patient: Well, I have to buy everything in pairs or in twos. And if I only have one thing, I won't buy it. I'll put it back or I'll look around the store for another thing so that I have two things to buy.
Therapist: All right. So when you go into a store, if you just have one thing you want to buy, one item you went there for, you'll buy a second item or even more? Or just second?
Patient: Sometimes it can be more, as long as it's reached the minimum of two.",I see. And how does that make you feel when you're in that situation?
Can't do one. Okay.,T,jlXmVqhaMds_11,1.0,1.0,1.0,1.0,0.0,2.0,0,0,0,0,0,2,"Therapist: All right. Yeah. Tell me about that.
Patient: Well, I have to buy everything in pairs or in twos. And if I only have one thing, I won't buy it. I'll put it back or I'll look around the store for another thing so that I have two things to buy.
Therapist: All right. So when you go into a store, if you just have one thing you want to buy, one item you went there for, you'll buy a second item or even more? Or just second?
Patient: Sometimes it can be more, as long as it's reached the minimum of two.
Therapist: All right. So you have to leave having purchased a minimum of two. Or if you can't find something else, you won't buy it at all. So zero would also be acceptable.
Patient: Zero would be acceptable, yeah. No, no, no, no. I can't do just one.",I see. So it's important for you to have at least two items in your hands when you leave the store.
"And what happens, has there ever been an occasion where you've only purchased one thing?",T,jlXmVqhaMds_13,1.0,1.0,1.0,1.0,0.0,2.0,1,1,1,1,1,2,"Therapist: All right. So when you go into a store, if you just have one thing you want to buy, one item you went there for, you'll buy a second item or even more? Or just second?
Patient: Sometimes it can be more, as long as it's reached the minimum of two.
Therapist: All right. So you have to leave having purchased a minimum of two. Or if you can't find something else, you won't buy it at all. So zero would also be acceptable.
Patient: Zero would be acceptable, yeah. No, no, no, no. I can't do just one.
Therapist: Can't do one. Okay.
Patient: No, it's gotta be two or more.","I see. So, it's important for you to have a minimum of two items."
"So, and how long has this been going on?",T,jlXmVqhaMds_15,1.0,1.0,1.0,1.0,0.0,2.0,1,0,1,1,0,2,"Therapist: All right. So you have to leave having purchased a minimum of two. Or if you can't find something else, you won't buy it at all. So zero would also be acceptable.
Patient: Zero would be acceptable, yeah. No, no, no, no. I can't do just one.
Therapist: Can't do one. Okay.
Patient: No, it's gotta be two or more.
Therapist: And what happens, has there ever been an occasion where you've only purchased one thing?
Patient: I can't really remember one. I'm sure there has been, but I can't really remember one.",It sounds like you're having a hard time recalling a time when you bought just one thing. Is that right?
"Long time. Okay. So for all this period of time, you have successfully either purchased nothing or two or more items.",T,jlXmVqhaMds_17,1.0,1.0,1.0,1.0,1.0,2.0,1,0,1,1,0,2,"Therapist: Can't do one. Okay.
Patient: No, it's gotta be two or more.
Therapist: And what happens, has there ever been an occasion where you've only purchased one thing?
Patient: I can't really remember one. I'm sure there has been, but I can't really remember one.
Therapist: So, and how long has this been going on?
Patient: A number of years. A long time.","And how does that make you feel, knowing that you've been doing this for so long?"
How anxiety-producing?,T,jlXmVqhaMds_19,1.0,1.0,1.0,1.0,1.0,2.0,1,0,-2,1,0,2,"Therapist: And what happens, has there ever been an occasion where you've only purchased one thing?
Patient: I can't really remember one. I'm sure there has been, but I can't really remember one.
Therapist: So, and how long has this been going on?
Patient: A number of years. A long time.
Therapist: Long time. Okay. So for all this period of time, you have successfully either purchased nothing or two or more items.
Patient: Oh, yeah. I have to. It's very anxiety-producing if I don't.",I see. It sounds like you're feeling quite anxious when you don't buy something. Can you tell me more about what that feels like for you?
"Do you know what would happen? Like, do you have a specific...",T,jlXmVqhaMds_21,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,0,2,"Therapist: So, and how long has this been going on?
Patient: A number of years. A long time.
Therapist: Long time. Okay. So for all this period of time, you have successfully either purchased nothing or two or more items.
Patient: Oh, yeah. I have to. It's very anxiety-producing if I don't.
Therapist: How anxiety-producing?
Patient: Um, it, I just feel like something bad will happen if I don't keep it to two or more.",I see. It sounds like you're feeling a lot of pressure and fear around this. Can you tell me more about what you're afraid will happen if you don't buy two or more items?
"Okay, so something really, really bad would happen. So this is hurtful for you. This is causing you pain. And this would happen, this would really happen on any shopping trip where you just want one thing. You'd be reminded. So if you went in wanting more than one thing, it's not a problem, right?",T,jlXmVqhaMds_23,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,0,2,"Therapist: Long time. Okay. So for all this period of time, you have successfully either purchased nothing or two or more items.
Patient: Oh, yeah. I have to. It's very anxiety-producing if I don't.
Therapist: How anxiety-producing?
Patient: Um, it, I just feel like something bad will happen if I don't keep it to two or more.
Therapist: Do you know what would happen? Like, do you have a specific...
Patient: Well, for example, like my family would be in a car accident or I would hit a deer or, you know, get fired from my job or, you know.",It sounds like you're feeling a lot of worry about these potential outcomes.
