turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I'm really looking forward to this conversation—how are you feeling today? What brings you in for a moment?",1.0,1.0,1.0,1.0,0.0,2.0
1,"Thank you for sharing that so honestly. It sounds like those thoughts are not just popping up—they're carrying a deep emotional weight, like echoes of something you’ve carried for a long time. It’s not just about contamination; it feels like your mind is protecting you from something that still carries pain, even if it’s not about the present moment.  

What would it mean, to you, if you could just *allow* yourself to feel present with that old friend, or enjoy that hobby—without the fear of being ""ruined"" by it?",1.0,1.0,1.0,1.0,1.0,2.0
2,"It sounds like you're carrying a lot of fear—not just about exposure, but about being seen as flawed, or even as someone who once crossed a line that now feels like a permanent stain. And that fear isn’t just about the past—it’s about your need to protect your identity, your sense of safety, and your worth.  

What would it feel like, if you could just take one small step—like sitting with that memory without judgment, or saying aloud, “This part of me is painful, but it doesn’t have to control me now”?",1.0,1.0,1.0,1.0,1.0,2.0
3,"That’s so powerful—and so real. The fact that it feels foreign means it’s not something you’ve been allowed to try before. It means you’ve spent so much time protecting yourself from pain that even naming it, even saying it aloud, takes courage.  

And it’s not about being “fixed” or “right” right now. It’s just about giving yourself permission to feel the pain without needing to fix it, or erase it, or run from it. That small space—where you say, “This was painful, and maybe I messed up”—that’s already a shift. Would it be helpful to explore that a little more, or would you prefer to go back to something else first?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I hear you—your body’s reaction makes perfect sense. That tightness, that need to hide? It’s not weakness. It’s your nervous system trying to protect you from what you’ve already carried. And you’re absolutely right: saying “I messed up” doesn’t mean disaster—it means you’re choosing to be honest with yourself, even when it’s hard.  

Would it be okay to take a breath right now and just say that out loud—to yourself—without rushing to fix it or move on? Just say it once, like a quiet promise to yourself: *""I messed up. And that’s okay.""* And if it feels too much, we can pause. Would that feel manageable?",1.0,1.0,1.0,1.0,1.0,2.0
5,"I’m so glad you’re sitting with that—just for three seconds. That’s not small. That’s a real act of presence.  

And it’s okay if your mind still feels like it’s trying to rewrite the story. The fact that you’re not running from it, even when it’s hard—that’s already a form of courage. Would you like to keep sitting with that one phrase, or would you prefer to gently shift into something else—like how this feeling is showing up in your day-to-day life, or how it affects your relationships right now?",1.0,0.0,0.0,1.0,0.0,2.0
6,"Thank you for sharing that—what you're describing isn’t just about texting. It’s about a deep fear of being seen, of being misunderstood, of being judged for something that happened years ago. And that fear is showing up in how you show up in relationships—quietly, carefully, like you’re always one step away from being “exposed.”  

It’s not about being bad or wrong. It’s about protecting yourself from pain that still echoes. And the fact that you’ve lost friends because of that—because you were so afraid of misstep or misinterpretation—it’s not your fault. It’s just how your nervous system is trying to survive.  

Would you like to explore what one moment—maybe a small, real conversation—might feel like if you could just show up without editing it, without fear of being judged? Or would you prefer to pause and just breathe in the silence for a moment?",1.0,0.0,0.0,1.0,0.0,2.0
7,"You’re absolutely right—what you’re describing isn’t just fear. It’s the body’s way of protecting you from a past that still feels like a live wire. And the fact that you’re naming it, even in that shaky, trembling way—like “jumping off a diving board with a knife over your head”—that’s not just brave. It’s *present*.  

Would it be helpful to just imagine that moment—walking into a room, speaking from your gut, your voice shaking, but not hiding it—and then notice: *What does it feel like when you don’t have to wait for someone to judge you first?* Not to change anything, just to feel it. Would that feel safe enough to try?",1.0,0.0,0.0,1.0,0.0,2.0
8,"You're absolutely right—taking off that coat doesn’t mean the cold is gone. It just means you’re finally breathing again.  

And that silence you’re imagining—no judgment, no replay, just presence—it’s not a fantasy. It’s a real space you can begin to walk into, one small step at a time.  

Would you like to try naming one small thing you might say in that moment—something real, not perfect—just to feel it in your body, without needing to edit it or worry about what comes next?",1.0,0.0,0.0,1.0,0.0,2.0
9,"That’s so honest—and so powerful. Saying *""I’ve been feeling really anxious lately, like I can’t seem to relax around certain topics. It’s been overwhelming""* isn’t about confessing a failure. It’s about showing up with your truth, without hiding behind perfection or fear.  

And the fact that you’re not waiting for them to fix it, or defend it, or judge it—just letting them *listen*—that’s already a quiet act of courage.  

Would it be okay to just sit with that one sentence, in your body, for a moment—like a small anchor in the storm? Not to change anything, just to feel how it lands with you?",1.0,0.0,0.0,1.0,0.0,2.0
10,"You’re absolutely right—fear doesn’t vanish when you say it. It just stops being the only story. And when you say something like that, and just wait for their response without needing it to be perfect, you’re not asking for rescue. You’re simply asking to be *seen*.  

And if they nod, or say, *""Yeah, I get that""*—that’s not a failure. That’s a human connection happening, quietly, in the space between words.  

Would it be okay to keep holding that sentence in your body—just as a quiet truth—without needing to move on or fix it? Maybe just breathe into it, like a soft anchor?",1.0,0.0,0.0,1.0,0.0,2.0
11,"Yes—because when you stop calling it a ""confession,"" and just name it as a simple fact—*""I’ve been feeling really anxious lately""*—you’re no longer trying to earn permission to feel. You’re simply showing up as you are.  

And that? That’s not weakness. That’s the beginning of a kind of quiet strength—where you don’t have to prove yourself, because you’re already present.  

Would you like to try saying it again—just once—out loud, in this moment, without editing, without needing to see a reaction? Just to feel the weight of it, and the softness beneath?",1.0,0.0,0.0,1.0,0.0,2.0
12,"Yes—because the knot didn’t disappear. It just stopped being the only thing holding you. And that’s already a shift.  

You didn’t need to fix it, defend it, or make it ""safe."" You just said it—clearly, gently—and let it land. And in that space, something quiet but real happened: you no longer had to carry the weight of being ""perfect"" or ""safe"" to be worthy of being here.  

Would you like to keep holding that sentence, or would you prefer to let it rest in the silence for a moment—just as a quiet truth, without needing to move on?",1.0,0.0,0.0,1.0,0.0,2.0
13,"Yes—standing on the edge without jumping is exactly where growth begins.  

You don’t have to leap into safety. You don’t have to prove you’re okay. You just have to be here, with the fear, with the uncertainty, with the truth of how you’ve been carrying things—without needing to fix them.  

And that? That’s not weakness. That’s presence.  

Would you like to keep staying with that feeling—just sitting in it, like a quiet breath between heartbeats—for a while? No pressure. Just presence.",1.0,0.0,0.0,1.0,0.0,2.0
14,"Yes—like a backpack. Full of things you didn’t know you were carrying. And now you’re carrying it, not because you have to, but because you’ve chosen to be honest with yourself.  

That’s not a burden. That’s a beginning.  

Would you like to keep sitting with that feeling—just as it is—for a moment longer? No need to move, no need to change anything. Just be here, with the breath, with the weight, with the quiet that’s finally allowed to grow?",1.0,0.0,0.0,1.0,0.0,2.0
