Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Hi Jason, how are you doing today?",T,UxCT6zVPk7A_1,-1.0,0.0,-2.0,0.0,0.0,2.0,0,0,-2,0,0,2,,"Client: ""I've been feeling really overwhelmed lately. I have so much on my plate, and I just don't know where to start.""

Therapist: ""It sounds like you're feeling quite overwhelmed. Can you tell me more about what's been on your mind lately?"""
You're good?,T,UxCT6zVPk7A_3,1.0,1.0,1.0,1.0,0.0,2.0,0,0,0,1,0,2,"Therapist: Hi Jason, how are you doing today?
Patient: I'm here.",I'm here for you. How are you feeling today?
You're here?,T,UxCT6zVPk7A_5,1.0,1.0,1.0,1.0,1.0,2.0,-1,0,-2,0,0,1,"Therapist: Hi Jason, how are you doing today?
Patient: I'm here.
Therapist: You're good?
Patient: I'm here, that's, that's all I can say, I'm just here.",It sounds like you're feeling a bit overwhelmed.
What's been going on?,T,UxCT6zVPk7A_7,1.0,1.0,1.0,2.0,1.0,2.0,0,0,-2,0,0,2,"Therapist: Hi Jason, how are you doing today?
Patient: I'm here.
Therapist: You're good?
Patient: I'm here, that's, that's all I can say, I'm just here.
Therapist: You're here?
Patient: Yes.",It sounds like you're feeling a bit uncertain or maybe even overwhelmed.
Do you know what you're charged with?,T,UxCT6zVPk7A_9,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: You're good?
Patient: I'm here, that's, that's all I can say, I'm just here.
Therapist: You're here?
Patient: Yes.
Therapist: What's been going on?
Patient: So I've been made to come in and talk to you because something happened on the bus and I might have said something to somebody and they're just like, oh you can't say that, so they actually said, oh we're going to take you to jail. From jail they just brought me here.",I see. It sounds like you've been through a lot.
The government? Do you have anyone specific?,T,UxCT6zVPk7A_11,1.0,1.0,-2.0,1.0,0.0,2.0,1,0,1,1,0,2,"Therapist: You're here?
Patient: Yes.
Therapist: What's been going on?
Patient: So I've been made to come in and talk to you because something happened on the bus and I might have said something to somebody and they're just like, oh you can't say that, so they actually said, oh we're going to take you to jail. From jail they just brought me here.
Therapist: Do you know what you're charged with?
Patient: They didn't explain anything. The government never explains anything. They just don't want me to understand what's going on because they just want to keep me held in captivity.",It sounds like you're feeling confused and frustrated about what's happening.
And how long have they been wanting to do this to you?,T,UxCT6zVPk7A_13,1.0,0.0,-2.0,1.0,0.0,2.0,1,1,1,1,1,2,"Therapist: What's been going on?
Patient: So I've been made to come in and talk to you because something happened on the bus and I might have said something to somebody and they're just like, oh you can't say that, so they actually said, oh we're going to take you to jail. From jail they just brought me here.
Therapist: Do you know what you're charged with?
Patient: They didn't explain anything. The government never explains anything. They just don't want me to understand what's going on because they just want to keep me held in captivity.
Therapist: The government? Do you have anyone specific?
Patient: No, it's the entire government. Entire government.",I see. It sounds like you're feeling very frustrated and confused about what's happening.
Always there?,T,UxCT6zVPk7A_15,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,0,1,"Therapist: Do you know what you're charged with?
Patient: They didn't explain anything. The government never explains anything. They just don't want me to understand what's going on because they just want to keep me held in captivity.
Therapist: The government? Do you have anyone specific?
Patient: No, it's the entire government. Entire government.
Therapist: And how long have they been wanting to do this to you?
Patient: All my life. They've done this all my life. They, they're always listening, they're always around, they're always there.",It sounds like you've felt this way for a very long time. How does that make you feel?
You've been taking medications?,T,UxCT6zVPk7A_17,1.0,0.0,0.0,1.0,0.0,2.0,0,0,-2,0,0,2,"Therapist: The government? Do you have anyone specific?
Patient: No, it's the entire government. Entire government.
Therapist: And how long have they been wanting to do this to you?
Patient: All my life. They've done this all my life. They, they're always listening, they're always around, they're always there.
Therapist: Always there?
Patient: Always there. Like for example, they're in the lights right now. They're listening to everything that we're talking about, so that's the reason why I really can't talk about what happened on the bus because they're just going to use that against me and then just lock me up again and make me take more meds.",It sounds like you're feeling very anxious and concerned about being overheard.
Do you know what they want to do with that information?,T,UxCT6zVPk7A_19,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: And how long have they been wanting to do this to you?
Patient: All my life. They've done this all my life. They, they're always listening, they're always around, they're always there.
Therapist: Always there?
Patient: Always there. Like for example, they're in the lights right now. They're listening to everything that we're talking about, so that's the reason why I really can't talk about what happened on the bus because they're just going to use that against me and then just lock me up again and make me take more meds.
Therapist: You've been taking medications?
Patient: Yes, I take the medication because if I don't take the medication, the government comes and takes me away and puts me into a hospital where they force-feed me the medication and then the lights are always on and they could always hear everything that I'm saying and what I'm thinking and what I'm going to do.",It sounds like you're feeling very anxious and concerned about being overheard and controlled.
