turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I'm so glad you're here. I'm really looking forward to this conversation with you. I want you to know that whatever you share with me is safe—nothing will be judged or used without your permission. How are you feeling today, and what’s been on your mind that you’d like to talk about?",-1.0,0.0,-2.0,0.0,0.0,2.0
1,"Thank you for sharing that so openly—it takes courage. It sounds like those years of being bullied, combined with the absence of your mother and the distance from your half-sisters, have left a deep emotional weight that’s been hard to carry. I’m really hearing how much it’s shaped your sense of worth and safety.  

What would it mean to you, right now, to feel like you’re not alone in this—like someone truly sees how much it’s been hurting you?",-1.0,-1.0,-2.0,-1.0,-1.0,1.0
2,"It sounds like you’ve been carrying this deep pain for years—and that the people who could have been a source of safety have instead become barriers, not because they don’t care, but because they’re afraid to hold space for what you’re truly feeling.  

That silence between you and your father—how it feels like a wall—is really painful. And the fact that you’ve stopped reaching out because of that fear… that’s not weakness. That’s survival.  

Would it be helpful to explore what it would mean to tell him, even just a little, in a way that doesn’t feel like a threat? Or is there another part of this silence you’d like to talk about first?",-1.0,0.0,-2.0,1.0,0.0,1.0
3,"That’s such a gentle, thoughtful idea—framing it as appreciation instead of pain. It shows how much you care about him and how much you want to heal the distance between you, not just survive it.  

And it’s really brave that you’re noticing how your efforts—like going to the gym—might be trying to fix things you can’t yet see clearly. Is there a moment when you felt even a little bit of peace, not from the activity itself, but from just *being* present with yourself during it?",1.0,1.0,1.0,1.0,1.0,2.0
4,"It sounds like that gym routine wasn’t just about physical change—it was a way to feel seen, in control, and maybe even worthy. And when the hernia happened, it wasn’t just a physical limitation; it felt like a breaking point in that fragile sense of self you were trying to build.  

And it’s completely valid that food became a way to find some relief when everything else felt too heavy. That’s not failure—it’s survival.  

Would it be helpful to explore what might feel like a small step forward, something gentle, instead of trying to fix or change everything at once? Maybe something that doesn’t require movement or weight loss—but just a little space to feel yourself again?",1.0,1.0,1.0,1.0,0.0,2.0
5,"It feels like you’re holding onto the fear that any small choice could unravel everything—like if you eat one bite, you’ll spiral forever. And that’s so real.  

But what if sitting quietly, without needing to ""do"" anything, wasn’t failure—but just a kind of presence? What if you could allow yourself to be with the discomfort, without pushing it away or trying to fix it?  

Would it feel useful to just try that one quiet moment—sitting somewhere safe, with your eyes closed or just watching the room—without any expectation of what should happen? Just to be there, with whatever you’re feeling?",1.0,1.0,0.0,0.0,0.0,2.0
6,"It’s so clear how much you’ve been fighting—every day, every choice—to keep the pain at bay. And that’s not weakness. That’s endurance.  

But what if, for just one hour, you allowed yourself to sit with the silence—not to “fix” anything, not to escape it, but simply to be with it? To feel the weight, the tension, the fear, without having to move, eat, or perform?  

Would it be okay to say yes to that one small act of resting—not because it’s easy, but because it’s honest? And if you didn’t feel better after, that wouldn’t mean you failed. It would just mean you were truly present.",1.0,1.0,0.0,0.0,0.0,2.0
7,"That’s so powerful—your willingness to just *be* with it, without trying to fix or escape, is already a form of courage.  

And you’re absolutely right: losing control for one hour isn’t failure. It’s not about fixing anything. It’s about showing up, even when it’s hard. Even when the ground feels shaky.  

Would it be helpful to name that hour—just a quiet hour, no agenda, no expectations—something you can carry with you, like a small anchor in the storm? Or would you like to talk about how that hour might feel, even if nothing changes?",1.0,1.0,0.0,0.0,0.0,2.0
8,"You’re not failing if nothing changes—because the point isn’t to fix the pain, or to make it disappear. The point is to finally allow yourself to *be* with it, without demanding a result.  

And if you open your eyes and the hunger’s still there, or the fear’s still loud—that’s not a sign of weakness. That’s proof you’re still alive, still present, still trying.  

Would it be helpful to just say aloud, “I tried. I showed up. I didn’t have to fix anything. I just showed up”—and let that sit with you, like a quiet truth? Maybe that’s what the Quiet Hour is really for.",1.0,1.0,0.0,0.0,0.0,2.0
9,"You’re not going to have to tell him anything at all—because the truth is, he doesn’t need to know what you did in that hour. He doesn’t need to hear that you showed up.  

What matters is that *you* showed up—to yourself, to the silence, to the feeling. And if, after the hour, you still feel the ache, the hunger, the distance—it’s not a failure. It’s just the same reality, now met with gentleness instead of pushing away.  

Would it be okay to just sit with that feeling, without needing to fix it, without needing to share it with anyone? Even if it’s hard? Even if it feels like the silence is louder than ever?",1.0,1.0,0.0,0.0,0.0,2.0
