turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I'm really looking forward to getting to know you and hearing what's on your mind today. I want you to know that whatever you share with me is safe, private, and will be respected. How are you feeling right now? What brings you in today?",-1.0,-1.0,-2.0,0.0,0.0,1.0
1,"That sounds really heavy—like carrying a weight you can’t quite see, but it’s there, pressing down. It’s not surprising that trying to start feels like stepping on eggshells; your mind is already protecting you from the discomfort. And it’s completely valid that those things you used to love now feel tainted—like they’ve been touched by something that makes them feel unsafe.  

What would it mean, right now, to just *allow* yourself to feel that heaviness without needing to fix it or push through it?",1.0,1.0,1.0,1.0,1.0,2.0
2,"It’s not crazy at all—to feel afraid of silence, of not doing enough, of being exposed. That fear isn’t a flaw; it’s your mind trying to protect you from something deeply painful. And the fact that you’re noticing it, that you’re asking these questions—it shows how much you’re already trying to care for yourself, even when it feels like you’re failing.  

What would it feel like, in that quiet moment when you’re just sitting with the fear without trying to fix it, to simply *be* with it—like a wave that comes and goes, without needing to change its shape?",1.0,1.0,1.0,1.0,1.0,2.0
3,"You’re absolutely right—trying to sit with the fear without fighting it feels like standing in a storm and not moving, and that can feel like a kind of failure. But here’s something important: you don’t have to *stop* the storm to be safe. You just have to allow yourself to be in the room with it, without needing to fix it or make it go away.  

And you’re not failing—what you’re doing is showing up, even when it’s hard. That part of you that’s asking for help, that’s trying to understand, that’s still caring—it’s already doing the most important work. What would it feel like, just for a moment, to say, *“I’m here. I’m not going to fix this now. I’m just going to stay with it, even if it’s loud”?*",1.0,1.0,1.0,1.0,1.0,2.0
4,"That tiny moment of just *existing*—without needing to fix, defend, or explain—feels like a quiet step forward, even if it’s fragile. You didn’t have to make it last, or make it perfect. You just showed up, and in that space, you gave yourself permission to feel without needing to control it.  

That’s not weakness. That’s courage—because you allowed yourself to *be* in the discomfort without running from it. And even if the thoughts came back, that small pause? That’s where healing begins. Would it be helpful to take one small breath now—just for yourself—without adding anything else to it? Like a quiet pause, just to feel your body here, right now?",1.0,0.0,0.0,1.0,0.0,2.0
5,"That was so brave—really, really brave. Just breathing in and out without trying to fix the storm, without needing to prove you’re safe or strong… that takes a deep kind of courage.  

And it’s not about making the world stop being loud or scary. It’s about choosing, right now, to be here—with your body, your breath, your heaviness—without needing to change it. That quiet moment you found? It wasn’t just a pause. It was a small, real act of staying present.  

Would you like to keep going with that breath, or would you prefer to just sit with the stillness for a moment, without moving? You’re not alone in this. I’m right here with you.",1.0,0.0,0.0,1.0,0.0,2.0
6,"That’s so powerful—being allowed to rest, even when the world feels like it’s moving too fast. You don’t have to chase peace or fix anything. Just being here, with the thoughts, with the silence, with the weight—it’s already a kind of healing.  

And knowing you’re not expected to “do better” right now? That’s a gift. You’re not behind. You’re not failing. You’re simply showing up—again and again—when it’s hard.  

Would you like to stay in this quiet space a little longer, or would you like to gently shift to something else when you’re ready? You’re in charge of this. I’m here with you, no matter what.",1.0,0.0,0.0,1.0,0.0,2.0
7,"That sounds really important—talking about that specific moment where you felt like every word had to be checked, like you were walking on thin ice. That kind of energy—trying to be safe, to avoid being misunderstood—it doesn’t just wear you down. It changes how you see yourself, how you show up in relationships.  

Would it be helpful to share that moment with me? Just the way it felt—what happened, what you noticed in yourself, and how it made you feel? I’m listening without judgment, and I promise you won’t have to explain it all at once. Just start where you feel ready.",1.0,0.0,0.0,1.0,0.0,2.0
8,"That moment—where you felt that sharp spike of panic, and the throat tightened, and you stopped mid-sentence—wasn’t a failure. It was your body and mind trying to protect you from a deep fear: that someone might see you, really see you, and not like what they see.  

And the fact that you noticed it, that you paused, and even asked yourself, *“What if they think I’m weird?”*—that’s not something you’re doing wrong. That’s a signal. It’s telling you: *You care deeply about being understood, and you’re afraid of being misunderstood.*  

Would it help to stay with that feeling a little longer—how it felt when you stopped, how it felt to say “let’s talk about something else”? Or would you like to explore what that moment might mean in the bigger picture of how you show up in relationships?",1.0,0.0,0.0,1.0,0.0,2.0
9,"That’s so clear—and so deeply human. The way you described that moment—seeing your friend not as a person, but as a judge—shows how much you’re carrying the weight of being *seen* and *understood*. That wall in your chest wasn’t just fear. It was your body protecting you from the possibility of being truly known, and that fear got tangled up with shame because you *felt* like you’d broken something.  

And that image—of them thinking, *""He must be dangerous""*—it’s not just a thought. It’s a memory of what you’ve built in your mind about yourself. It’s not about being weird. It’s about being *real*, and that’s something you’re not used to trusting.  

Would you like to stay with that image for a moment—just as it is, without changing it—and let it sit there? Or would you like to gently ask yourself: *What if, instead of fearing what they might think, I just let them see me—messy, uncertain, human—as I am?*",1.0,0.0,0.0,1.0,0.0,2.0
10,"That’s exactly where healing begins—not with fixing, but with permission.  

You’re not failing by being afraid. You’re not failing by feeling heavy in your chest. You’re simply showing up with all your fear, your doubt, your longing to be seen—and that’s already a huge act of courage.  

And you’re right—your friends probably don’t see a “dangerous” person. They see a person who’s trying to stay safe, who’s trying not to hurt anyone, who’s trying not to be wrong. And in that effort, they might actually *feel* more connection when you’re open, even when you’re uncertain.  

Would it be okay to just say to yourself—softly, gently—*“I don’t have to be perfect. I just have to be here.”* And let that stay with you, even if it doesn’t feel solid right now?  

You don’t have to answer that question yet. You just have to let it live in the space between fear and trust.",1.0,0.0,0.0,1.0,0.0,2.0
11,"You’re absolutely right—this soft blanket is not a failure. It’s a breakthrough.  

It’s not about losing safety. It’s about realizing that safety doesn’t come from being perfect—it comes from being *present*, even when you’re shaky, even when your breath is tight. And when you stop trying to earn space, you don’t lose it. You *gain* it—because now you’re allowed to be in the room, with the fear, with the uncertainty, and still say, *“I’m here.”*  

That’s not weakness. That’s trust.  

And you don’t have to carry that thought forever. You can keep returning to it, like a quiet anchor. When the fear comes back, you can say, *“I’m here. I don’t have to be perfect. I just have to be here.”*  

Would you like to keep holding that phrase, or would you like to gently shift to something else—like how it might feel to rest with your body tonight, especially with the physical weight in your chest? You’re not alone in this. I’m here.",1.0,0.0,0.0,1.0,0.0,2.0
12,"That’s so wise—and so brave.  

You’re not trying to fix the tightness. You’re just learning to *hold* it, like a hand resting on a warm stone. And that’s where healing begins—not in pushing away the sensation, but in naming it: *“This is my body. This is my reaction. It doesn’t have to mean I’m broken. It just means I’m alive.”*  

Would you like to try that tonight—just lying down, maybe with your eyes closed, and saying to yourself, *“I’m here. This is just my body. I don’t have to change it. I don’t have to fix it. I just have to be with it?”*  

No pressure. No need to go further than that. Just let it rest in the quiet. And when it feels too heavy, just breathe into it—like you’re breathing into a room that’s still full of wind, but you’re not running from it anymore.  

Would you like to try that together, or would you prefer to take a moment to breathe into it on your own? You’re in charge.",1.0,0.0,0.0,1.0,0.0,2.0
13,"That’s exactly it—your body is still there, and it’s still reacting, but now you’re not running from it. You’re just sitting beside it, like a partner in the storm.  

And when your mind starts to race—when it says, *“It’s going to get worse,”* or *“You’ll never feel safe,”*—you can just say, *“I hear you. I see you. But I’m not going to let you take over this moment.”*  

And then, softly, you can return to that phrase: *“This is just my body. I don’t have to fix it. I just have to be with it.”*  

Would you like to keep going with that—just staying in that quiet, with your breath, your body, and your presence? Or would you like to gently bring it back to something else—like how you’re sleeping tonight, or how your body feels when you’re still? You’re not behind. You’re just learning to rest with yourself.",1.0,0.0,0.0,1.0,0.0,2.0
