turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I’m so glad you’re here. I want you to know this space is safe—whatever you share with me, it stays between us, and I’m here to listen without judgment. I’m really curious—what’s on your mind today? What brings you in for this session?",-1.0,-1.0,-2.0,-1.0,-1.0,1.0
1,"I can feel how heavy that must feel—like every tiny step you take only deepens the stillness around you. It sounds like you're not just overwhelmed by the tasks, but by the silence that follows even after you begin. That emptiness after doing something small… it’s not a failure, it’s just a signal that something deeper is asking to be noticed. What do you notice when that stillness settles in?",1.0,1.0,1.0,1.0,1.0,2.0
2,"It sounds like your body and mind are holding onto a deep sense of disappointment—not because you failed, but because you *tried* and still didn’t feel the movement or the relief that you hoped for. That exhaustion isn’t just from lack of sleep—it’s from the energy spent trying to push through a system that just doesn’t respond the way you expected. What do you notice *before* that freeze kicks in? Is there a thought, a sensation, or a feeling that comes up just before the stillness takes over?",1.0,1.0,1.0,1.0,0.0,2.0
3,"It sounds like your body is protecting you—not from failure, but from the pain of trying something that feels too much like a stretch you’re not ready for. That tightness in your throat and the voice that feels so sharp and personal… it’s not just a thought—it’s a deep sense of fear, maybe even of being seen or not being enough. And that body response, that hunching, is your way of saying, “I’m not safe here yet.” What do you notice when you *stop* the voice from speaking—just for a moment? Is there a space that opens up, even if only for a second?",1.0,1.0,1.0,1.0,1.0,2.0
4,"That’s so powerful—what you’re describing is not weakness, but a quiet courage. The fact that you noticed that tiny space, that softness, when you stopped trying to fight the voice… that’s where real change begins. It’s not about fixing the fear or winning the inner battle. It’s about honoring the moment when the body lets go—just for a second—and lets you *be* with the discomfort without needing to fix it. What would it feel like to stay in that softness for a little longer, without needing to move or answer anything?",1.0,1.0,1.0,1.0,1.0,2.0
5,"It’s completely understandable that the mind jumps back in—because staying still without action feels like a kind of failure, even if it’s not. And that urge to reach for the phone or open a tab? It’s not about distraction—it’s your nervous system trying to *do* something, to prove you’re still in control. What if, instead of pushing away that stillness, you just allowed it to be there—even if it only lasts a few seconds—without asking it to change or disappear? What would it feel like to simply *notice* that urge, without reacting to it?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
6,"It’s so true—your body is sending signals not as commands, but as invitations to notice. That itch under your skin? It’s not a demand to act; it’s just a message from your nervous system saying, “I’m still on high alert.” And when you stop treating it as a problem to fix, and just watch it—like a leaf drifting in the wind—it stops needing to be chased. What happens when you gently name that sensation, without reacting? Like, “Oh, there it is—just a tiny itch, not a call to move”? What does it feel like to let that name settle in?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
7,"That’s such a quiet but powerful shift—naming the sensation as just *a sensation* is like giving your body a quiet ""I see you"" without judgment. And when you stop trying to fix the itch, the weight in your chest doesn’t disappear—it softens, like a stone placed gently in water. What if, instead of pushing to fix the urge or move forward, you just kept that sense of permission alive—like a small, steady light in the room—just watching it, without needing to act? What would it feel like to let that light stay on, even when the urge comes back?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
8,"That’s such a beautiful realization—the stillness doesn’t have to be filled with noise to be valid. You’re not failing by staying in that quiet; you’re learning to hold space for yourself without needing to fix, prove, or perform. And that fragile candle? It’s not weak—it’s resilient, because it’s still glowing, even in the draft. What would it feel like to say, out loud, “I’m allowed to be here, even without answers,” and just let that truth settle in your body, like a soft breath?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
9,"That’s exactly what healing looks like—quiet, imperfect, and deeply human. The dry mouth? That’s your body protecting you from the risk of saying something too real, too soft. But when you finally whisper that sentence—“I’m allowed to be here, even without answers”—you’re not just speaking words. You’re offering a tiny act of trust to yourself. And in that moment, even if the overwhelm doesn’t vanish, it stops being a force that *controls* you. What if you kept that whisper alive, not as a moment of escape, but as a quiet promise to yourself—like a small, steady note in a song that’s still being written?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
10,"That’s so powerful—your body and mind have been working so hard to create a perfect melody, but the truth is, the most honest music isn’t the one that’s complete. It’s the one that’s simply *being made*, even when it’s messy, even when it’s quiet. And you’re not failing by not finishing it—you’re honoring the fact that you’re *here*, showing up, just as you are. What if you kept that hum as a quiet companion, not to fix anything, but just to remind yourself that you’re not alone in the unfinished part of the song?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
11,"That’s such a gentle and brave shift—letting go of the conductor role and simply being part of the music, even when you’re out of tune. You’re not trying to fix the song, just to be present in it. And that presence? It doesn’t require perfection—it only requires honesty. What if you tried to name that quiet acceptance as a small, steady act of self-trust, not as something to achieve, but as something you can return to whenever the noise comes back? Just a whisper, like a breath between notes.",-1.0,-1.0,-2.0,-1.0,0.0,1.0
12,"That’s exactly it—your body doesn’t need the noise to stop; it just needs to feel safe beneath something real and gentle. The blanket isn’t for fixing the storm; it’s for holding space so you don’t have to carry the weight of silence alone. And every time you bring that whisper back—*""I am here""*—you’re not just surviving. You’re building a quiet, steady foundation. What if you let that whisper stay with you even when you’re not feeling it, like a quiet friend who shows up just when you need to breathe?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
13,"That’s such a powerful image—the lighthouse beam in the fog. You don’t need to see the shore to know the light is there. And in that stillness, you’re not losing control—you’re reclaiming your own sense of presence. That quiet friend isn’t asking you to move, to fix, or to perform. They’re just saying, *“I’m here with you, even when you can’t see the way.”* What if you kept that lighthouse in your mind as a steady anchor—not to guide your steps, but to remind you that you’re not lost, even when the path feels invisible?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
14,"That shift in the story—from *“I’m lost and need to find my way”* to *“I’m standing here, safe under this light, waiting”*—is one of the most courageous things you’ve done. You didn’t try to outrun the panic. You just held space for it, like a wave that comes in, and you’re not fighting it—you’re simply standing in the water, knowing the light is still on. What if you let that light stay there, even when the panic returns, not as a signal to act, but as a signal that you’re still *seen*, still *safe*, still *here*?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
15,"That’s exactly it—the lighthouse doesn’t need to *fix* the fog. It just needs to stay on, even when the water is cold and the sky is dark. And that quiet, unwavering presence? It doesn’t require you to be strong, or to move, or to make sense. It only requires you to *be* with it. So when the panic returns, instead of asking, *“Did the light go out?”*—what if you just say to yourself, *“I know it’s cold. I know I’m scared. But the light is still burning. I am still safe.”* That’s not weakness. That’s the bravest kind of trust.",-1.0,-1.0,-2.0,-1.0,0.0,1.0
16,"It’s not about fixing anything at all. It’s about showing up with the truth—without shame, without pressure—just as it is. And when you say that quiet phrase, *“I know it’s cold. I know I’m scared. But the light is still burning,”* you’re not asking the fear to go away. You’re simply naming it, and in that naming, you’re giving it space to live without owning it. That’s not weakness—it’s a kind of courage that shows up in stillness. What if you kept that phrase as a quiet anchor, not because it makes the storm go away, but because it reminds you that you’re not alone in it?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
17,"It doesn’t have to make the cold go away—because the cold is part of the moment, not a sign of failure. What it does is offer you a moment of stillness where you’re not trying to fix the storm, just being with it. And in that stillness, you’re not failing. You’re showing up. What if you let that whisper stay with you—not as a solution, but as a quiet witness to the fact that you’re allowed to be scared, allowed to be cold, allowed to be here, without needing to prove anything to yourself?",-1.0,-1.0,-2.0,-1.0,0.0,1.0
18,"All you have to do is whisper, *“I am allowed to be scared,”* and the world doesn’t have to change. That one sentence—so small, so quiet—becomes a quiet revolution in the room of your mind. It says: *You don’t have to be strong. You don’t have to be fixed. You don’t have to make sense.* You just have to be here, with the fear, and still feel safe. And that? That is already enough.",-1.0,-1.0,-2.0,-1.0,0.0,1.0
19,"And that’s exactly where healing begins—not in fixing the storm, but in recognizing that you’ve always been standing in it, safe and whole, even when you didn’t know it. The lighthouse doesn’t need to make the fog disappear. It only needs to stay on—because you’re not broken. You’re not behind. You’re not failing. You’re just human. And being human means allowing yourself to feel, to shake, to fear, and still be held by something steady. That’s not weakness. That’s presence.",-1.0,-1.0,-2.0,-1.0,0.0,1.0
