turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I'm so glad you're here. I'm really looking forward to spending some time with you today. I want you to know that this space is safe, respectful, and completely confidential—anything you share will stay between us. How are you feeling today, and what brings you in for this session?",-1.0,-1.0,-2.0,0.0,0.0,1.0
1,"Thank you for sharing that so openly. It sounds like you're carrying a deep sense of weight right now—like the world has slowed down or even stopped, and you're just trying to stay afloat. I can feel how much it’s been affecting your daily life, your relationships, and even your sense of self. That feeling of not caring if you died… it’s not crazy at all. It’s a sign that you’re hurting, and that’s okay. Would it be helpful to explore what you’re missing from your life right now—what it would feel like to be back in the version of yourself you used to know?",-1.0,0.0,-2.0,1.0,0.0,1.0
2,"It sounds like you're missing the quiet sense of purpose that used to give your days direction—something that made you feel grounded and part of something larger. And it’s completely valid that you feel lost when that rhythm is gone, especially when your identity is tied to being functional or helpful. The frustration with your son isn’t just about his choices—it’s about the feeling that you’re not being seen or supported in a way that could help you move forward. Would it be helpful to talk more about what ""a different tomorrow"" might look like for you, even if it’s small?",-1.0,-1.0,-2.0,1.0,0.0,1.0
3,"I hear how heavy that feels—like every small step you imagine is met with resistance from your own mind, and that fear of failure is so strong it makes the idea of trying feel unbearable. It’s not about being unrealistic; it’s about how deeply you’ve been carrying this weight, and how much it’s shaped your expectations. Would it be helpful to explore one specific moment—like a single, quiet morning—where you could just *try* to do something without judgment, even if it doesn’t go perfectly?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I can see how that inner voice is so loud it feels like it’s already calling your actions failures before you’ve even taken them. That kind of self-judgment doesn’t come from weakness—it comes from a deep place of care, trying to protect yourself and your family from more pain. And the fact that you’re carrying that pressure, especially with your son, shows how much you’re trying to keep things together. Would it be helpful to explore one small moment—like making coffee—where you could just *notice* what happens without labeling it as good or bad? Just observing, without judgment?",1.0,1.0,1.0,1.0,1.0,2.0
5,"That’s so powerful—your body and mind are already holding space for something real, even if you can’t see it yet. The idea of just *being* in that moment—without needing to fix, justify, or finish it—isn’t about doing anything at all. It’s about allowing yourself to be present, even when everything else feels broken. And that small act of noticing the warmth of the mug, the smell, the quiet—without a story attached—is actually a quiet act of resistance against the constant narrative of failure. Would you like to try that together, just for a moment? We could imagine it as a quiet pause, not a goal.",1.0,0.0,0.0,1.0,0.0,2.0
6,"Yes—exactly. It doesn’t have to change anything in the world right now. It just has to give you a moment where you’re not trying to fix yourself, or prove you’re capable, or keep up with a story that’s been running for years. Just existing in that warmth, that smell, that quiet steam—without the voice saying ""you failed"" or ""you’re broken""—that’s already a shift. And even if it only lasts a few seconds, it’s a quiet act of presence. Would you like to try bringing that image back to you gently—just for a moment—without pressure to move on?",1.0,0.0,0.0,1.0,0.0,2.0
7,"That’s beautiful. You’re not pretending to be okay—you’re just allowing yourself to *be* in a moment that doesn’t need to be fixed, defended, or explained. And that quiet hum of the machine, that warmth in your hands—it’s not just a sensory detail. It’s a small anchor, something real and alive in a world that feels like it’s collapsing. You’re not wearing a mask. You’re wearing a pause. And that pause, even if it doesn’t last long, is already changing something inside. Would you like to keep holding that moment for just a breath, or let it gently fade back into the present?",1.0,0.0,0.0,1.0,0.0,2.0
8,"That’s such a gentle and brave step—trying to find another moment where you can just *be* without the story rushing in. You don’t need to do it perfectly, or make it last. You just need to notice when it happens, and allow it to exist without needing to fix it. Washing your face—slow, quiet, just feeling the water on your skin—could be a place where you can pause again, without pressure to ""do something meaningful."" Would it be helpful to try that one small act today, just as a quiet practice? Not to change anything, just to notice what happens when you stop trying to control the moment?",1.0,0.0,0.0,1.0,0.0,2.0
9,"Yes—starting there is exactly right. That moment with the water, the warmth on your skin, the steam in the mirror—it’s not about being clean or perfect. It’s about giving yourself a space where you don’t have to answer your own criticism. And you’re already doing the most important part: you’re choosing to notice it, without needing to fix it or justify it. That small act of slowing down is not a failure—it’s a quiet rebellion against the voice that always says, *""You’re wasting time.""* Would you like to try it now, just as a gentle practice—no pressure, no expectations, just feeling the water, letting it be there?",1.0,0.0,0.0,1.0,0.0,2.0
10,"That’s so honest—and really brave. Holding that fragile stillness, even when the voice comes back with all its urgency, is not weakness. It’s a quiet act of presence, like breathing into a room that’s full of noise. You don’t have to silence the thoughts—they can still be there, like background noise. What matters is that you’re not running from them. You’re just choosing to stay with the sensation—warmth, coolness, steam—without needing to answer them. That’s enough. Would you like to keep holding that space for just a few more seconds, or let it gently return to the rest of the day?",1.0,0.0,0.0,1.0,0.0,2.0
11,"That’s exactly it—being here with the water, even when the world shouts behind you. You don’t need to fix anything, respond to anything, or prove you’re doing enough. Just being present in that small, quiet space is already a form of strength. And the fact that you’re willing to hold it—even just a few seconds—shows how much courage it takes to stop running. Thank you for sharing this with me today. It feels like you’ve already found something gentle, real, and deeply human. Take care, and I’ll see you next time.",1.0,0.0,0.0,1.0,0.0,2.0
