turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"You're doing really well? I'm doing well, thanks for asking. I've been having a tough time with my relationship lately, but I'm glad to hear about how you're doing. I know that you've been struggling with panic attacks and the fear of reliving the trauma from those attacks, and I feel like you've made a lot of progress. I'm glad to hear that.",1.0,1.0,1.0,1.0,0.0,2.0
2,"Well, I do have a lot of anxiety in my relationship right now. I'm really concerned about my job performance because I'm constantly panicking during presentations. It's been affecting my ability to focus and pay attention in class, and I'm starting to worry it's all around me, including in my relationship with my fiancé. I feel like I'm failing at everything and it's affecting my relationships. I feel like I'm losing all control.",1.0,1.0,1.0,1.0,1.0,2.0
3,"Yeah, my fiancé has been incredibly supportive, but he's starting to notice the way I'm acting in class. I feel like I'm failing in front of everyone, and that's very intimidating. I'm starting to wonder if the fear of public failure is spilling over into my personal life and affecting my relationship.",1.0,1.0,1.0,2.0,1.0,2.0
4,"Yeah, I feel like I'm being judged by everyone in the classroom and in my personal life. I'm failing in front of the whole class during presentations, and I'm feeling like my performance is being judged by my fiancé. It's very overwhelming.",1.0,1.0,1.0,2.0,1.0,2.0
5,"I feel like I'm failing at everything and I'm being judged by everyone. I'm so scared that if I can't control my anxiety, it will spill over into my personal life and affect my relationship. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,1.0,2.0,1.0,2.0
6,"Well, I mean, I know that's terrifying. I've been feeling really bad about the whole situation, and I feel like I'm losing control of my anxiety. I'm constantly panicking, and I feel like it's affecting everything I do. I'm so scared that if I can't control my anxiety, it will affect my personal life and relationship.",1.0,1.0,0.0,1.0,0.0,2.0
7,"I mean, I do feel guilty about that. I know that I'm supposed to be able to control the panic, but when it happens, it's hard to focus on anything but the physical sensations. I know it's affecting me, but I feel like I'm being pulled out of the moment and I can't help it.",1.0,1.0,0.0,1.0,0.0,2.0
8,"Well, I mean, I know it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
9,"Well, I mean, I know that's terrifying. I've been feeling really bad about the whole situation, and I feel like I'm losing control of my anxiety. I'm constantly panicking, and I feel like it's affecting everything I do. I'm so scared that if I can't control my anxiety, it will affect my personal life and relationship.",1.0,1.0,0.0,1.0,0.0,2.0
10,"Yeah, I know. I'm so scared that if I can't control it, it will affect my personal life. I'm starting to feel like the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
11,"Yeah, I know that. I know that it's really hard to focus on the relationship when you're shaking and panicking, but I know it feels so isolating. I know that it's affecting me, but I feel like I'm being pulled out of the moment and I can't help it.",1.0,1.0,0.0,1.0,0.0,2.0
12,"Well, I mean, I know it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
13,"Well, I mean, I know that's terrifying. I've been feeling really bad about the whole situation, and I feel like I'm losing control of my anxiety. I'm constantly panicking, and I feel like it's affecting everything I do. I'm so scared that if I can't control my anxiety, it will affect my personal life and relationship.",1.0,1.0,0.0,1.0,0.0,2.0
14,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
15,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
16,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
17,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
18,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
19,"Yeah, I know. I know that it's really hard to control it, but I know it's affecting me a lot. I feel like I'm failing in front of the whole class during presentations, and I'm feeling judged by my fiancé. It's becoming a double bind where I feel like I'm being judged by everyone and I can't control my anxiety. I'm starting to wonder if the fear of public failure is spilling over into my relationship.",1.0,1.0,0.0,1.0,0.0,2.0
