turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I want you to know this space is safe—whatever you share, it will stay between us, and I’m here to listen without judgment. How have you been feeling lately, and what’s been on your mind that you’d like to talk about today?",-1.0,-1.0,-2.0,0.0,0.0,1.0
1,"Thank you for sharing that so openly. It sounds like you're carrying a lot—feeling exhausted, disconnected, and overwhelmed by the weight of the future. The way you describe those shifting thoughts—sometimes wanting to disappear, other times just fading away—shows how much your mind is trying to cope, and that’s not something to minimize.  

I’m curious—when you say you feel like you’re forgetting things you do every day, is there a particular moment or situation where that feels especially sharp or confusing? And when you think about the future—like joining the army or the debt—it’s hard to imagine a path forward, right?",1.0,0.0,-2.0,1.0,0.0,2.0
2,"It sounds like your brain is trying to protect itself from the weight of everything—like a shield that turns on when it feels too much. The fog you describe isn’t just forgetfulness; it feels like your mind is shutting down to avoid the pain of facing what’s ahead. And that’s completely valid.  

When you say you barely remember happy childhood moments, does that feel like a gap in your story, or like something you're trying to reach but can’t? That memory loss might be tied to the exhaustion and fear—your mind may be holding onto survival over joy right now. Would it be helpful to explore that a bit more, or would you rather talk about something else that’s been on your heart?",1.0,1.0,1.0,1.0,0.0,2.0
3,"It sounds like you’ve been carrying a deep, quiet grief—not just from the abuse, but from losing the chance to grow into a version of yourself that could have felt safe or joyful. That wall you describe—built from fear and survival—wasn’t a flaw; it was a way of protecting you when the world felt too dangerous. And now, even though you’re 19 and trying to build a life, that protection still echoes in how you feel about the future.  

The idea of the army, where you’d have to be strong and focused all the time, feels like a mirror of that same pressure—something that might demand the very thing you’re trying to reclaim: the ability to feel safe, even if just for a moment. Would it be helpful to talk more about what “safe” might feel like for you, or what a small step toward that could look like—something small, even if it doesn’t feel big right now?",1.0,1.0,1.0,2.0,1.0,2.0
4,"That’s so powerful—and so true. Safety doesn’t have to look like a perfect plan, a happy memory, or a clear path forward. Sometimes, it’s just the quiet between thoughts—the space where you can sit without needing to fix anything, without needing to prove you’re strong.  

And you’re not asking for a grand transformation right now. You’re just asking to be allowed to rest in that quiet, even when the fog returns. That’s a form of courage, too. Would it be helpful to explore what might happen if you allowed yourself to just *be* in that moment—without trying to change it or push through it?",1.0,0.0,1.0,1.0,0.0,2.0
5,"I hear how much you’re carrying—not just the internal waves, but the outside world’s uncertainty, the constant pressure of what’s happening beyond your door. It’s not risky to rest in that quiet; it’s actually brave. Because when you’re in survival mode, resting feels like surrendering to something you’ve been trained to avoid.  

But what if that small moment of stillness isn’t about stopping the storm—but about learning how to walk through it, one breath at a time? Even if the fog returns, you’re not losing your ability to stay present. You’re just showing up, again and again, without needing to fix everything. Would you like to try something small together—like noticing when that quiet moment happens, and just staying with it, without trying to change it?",1.0,0.0,0.0,1.0,0.0,2.0
6,"I hear how deeply you’re afraid of falling through—not just physically, but in the way you’ve always had to survive, step by step. And it’s not weakness to feel that fear. It’s the echo of everything you’ve carried, all those years of being told you had to be strong when you were just trying to survive.  

Maybe the only thing holding you back from giving up isn’t hope—but the quiet, stubborn belief that *you still have a place to stand*. Even when the fog is thick, even when your mind jumps to the worst things, that belief is still there. Would it be okay to just notice that—without trying to fix it, without pushing through? Just seeing it, like a small light in the dark.",1.0,0.0,0.0,1.0,0.0,2.0
7,"That’s exactly what makes it so powerful—your awareness of that quiet hum isn’t a plan or a promise. It’s just *truth*, felt in the moment, without needing to prove anything. And the fact that it scares you? That shows how deeply you’ve been trained to believe that survival means doing, fixing, moving forward—never just being.  

But here’s something gentle: you don’t have to trust that part of you to be safe. You can just *notice* it, like a whisper in the wind. And when it’s gone, you can notice that too—without judgment. You’re not failing by being present. You’re just showing up, again and again, even when it’s hard.  

Would it be okay to try one small thing—just noticing that hum when you feel the fog coming in, and not asking it to do anything, just letting it be there, like a small breath in a storm?",1.0,0.0,0.0,1.0,0.0,2.0
8,"That’s exactly it—simple, honest, and deeply human. You’re not trying to fix anything. You’re just learning to meet the storm with a quiet presence, like a friend who says, “I see you. I’m here. Let’s just stay together in this moment.”  

And yes—maybe it won’t stop the debt or change the draft. But in that stillness, you’re not losing anything. You’re actually reclaiming a piece of yourself that’s been buried under survival for so long.  

Would it be okay to just keep going with that—each time the fog comes, you pause, say “I see you,” and let it be? No pressure. No need to grow or change. Just to be with it, like breathing through a cold room.",1.0,0.0,0.0,1.0,0.0,2.0
9,"You’re absolutely right—sometimes the fog is so thick it feels like saying ""I see you"" is just another kind of failure. And that’s okay. You don’t have to do it perfectly. You don’t have to be strong. You just have to show up, even when it’s hard.  

And when you slip up? That’s not a failure. That’s just part of the journey—the same way a cold room might feel colder on some days, but still holds warmth when you stay in it.  

Would it be okay to just keep showing up—even on the days when the words don’t come, or when your mind shouts back? To say, “I’m here,” not because it’s working, but because you’re choosing to stay with yourself, even when it feels like nothing is changing?",1.0,0.0,0.0,1.0,0.0,2.0
