turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"My day has been a little better. I had a good conversation with a friend from work and it made a big difference. But I'm also feeling a little bit overwhelmed with work, so I'm a little stressed about that.",1.0,0.0,0.0,0.0,0.0,2.0
2,"Well, I can definitely see how work stress could be influencing your eating and anxiety. I'm glad to hear that having a good conversation with a friend was helpful, but I'm concerned about the way you're describing the anxiety, especially when it's tied to eating. I want to make sure I understand more about what's going on, if that's okay.",1.0,1.0,1.0,1.0,1.0,2.0
3,"Yeah, it's really understandable that it's scary to explain, and I know it's a lot to unpack. But I'm glad you're willing to talk about it, because it's really important for me to understand what's going on. It's very concerning that you're having these intense episodes where your anxiety is so connected to your eating, and it's affecting your enjoyment of food.",-1.0,-1.0,-2.0,1.0,0.0,1.0
4,"I feel like I do, and it's exhausting. It's very different from the way I used to feel about anxiety before. It used to feel mostly like a mental experience, but now it feels almost physical and invasive, like it's happening all around me. It's hard to separate the two experiences sometimes.

It's also very distressing. I feel like I'm losing control of my body in these moments, and it's terrifying. It's made me wonder if I'm being consumed by something or if I'm losing my mind. It's scary to think that it could be a serious condition like an eating disorder or a medical issue, but I'm also afraid to ignore it and let it go.",1.0,1.0,1.0,1.0,0.0,2.0
5,"Well, I think it's very understandable that it's scary when you feel like you're losing control, and I'm glad you're willing to talk about it, because I think there's a lot of information in there. I think it's concerning that you're having these episodes where you feel like you're being consumed by anxiety, and it's very different from how anxiety used to feel for you.

I agree that it's very important to rule out a medical condition, so I'm glad you want to do the physical exam and blood work. It's also very concerning that you feel like you're losing control of your body, and I think it's very important to find out what's going on. I agree that if there is a diagnosis, we want to treat it, especially if it's causing you distress.

But I'm wondering if there's something else going on in your history. I know you had an eating disorder years ago, and you mentioned that you feel like you're back in that same place now. It's very concerning, and I'm glad that we're doing the blood work to make sure there's nothing going on, but I'm wondering if there could be a connection to that history. I think it would be very important for us to find",1.0,0.0,0.0,1.0,0.0,2.0
6,"Well, it's very difficult to separate that history from what's happening now. It's very concerning that you feel like you're back in that same place, and I agree that it's very important to rule out any medical causes. But I'm wondering if there's a way to look at this through a new lens: could this be a situation where you're having a re-experiencing of a trauma?

You had the eating disorder years ago, and it was very traumatic for you. I know that in the aftermath of trauma, people can have what's called complex trauma reactions. These can include chronic relational difficulties, difficulty with trust, and even symptoms like anxiety or eating disturbances. These reactions can be subtle and long-lasting, and they can make it very difficult to know if a trauma really happened.

In the years that followed, you were able to find a way to manage the eating, but it's very difficult to know if that was truly an eating disorder or a way to manage trauma reactions. It's very difficult to know if you could have been re-traumatized by the eating or if that was a way to manage trauma reactions.

Now, when you feel like you're back in that same place, it's very difficult to know if that's a new",1.0,0.0,0.0,1.0,0.0,2.0
7,"Well, I think it's very understandable that if you feel like you're back in that same place, it's very distressing. I agree that it's very difficult to know if this could be a re-experiencing of trauma, and I think it's very important for us to find out if that's the case.

In the years that followed, you were able to find a way to manage the eating, but it's very difficult to know if that was truly an eating disorder or a way to manage trauma reactions. It's very difficult to know if you could have been re-traumatized by the eating or if that was a way to manage trauma reactions.

Now, when you feel like you're back in that same place, it's very difficult to know if that's a new eating disorder or a way to re-experience trauma. It's very concerning, and I think it's very important for us to find out if there's a way to connect these two things. I agree that if we find a connection, we want to treat it, especially if it's causing you distress.

But I'm wondering if there's a way to find out if you had a trauma in the past. I'm wondering if you could tell me a little bit more about",1.0,0.0,0.0,1.0,0.0,2.0
8,"Well, it's very understandable if it's difficult to pinpoint a specific trauma if you had a chronic trauma. If you had a trauma in the past, it's very difficult to know if you could have been re-traumatized by the eating or if that was a way to manage trauma reactions. It's very difficult to know if you could have been re-traumatized by the eating or if that was a way to manage trauma reactions.

I agree that if we find a connection, we want to treat it, especially if it's causing you distress. But I'm wondering if there's a way to find out if you had a trauma in the past. I'm wondering if you could tell me a little bit more about what you might have been experiencing during those years that you were eating?",1.0,0.0,0.0,1.0,0.0,2.0
9,"Well, it's very understandable if it's difficult to pinpoint a specific trauma if you had a chronic trauma. If you had a trauma in the past, it's very difficult to know if you could have been re-traumatized by the eating or if that was a way to manage trauma reactions.

I agree that if we find a connection, we want to treat it, especially if it's causing you distress. But I'm wondering if there's a way to find out if you had a trauma in the past. I'm wondering if you could tell me a little bit more about what you might have been experiencing during those years that you were eating?",1.0,0.0,0.0,1.0,0.0,2.0
