Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.",T,qe-0fk4ZG20_1,0.0,0.0,-2.0,0.0,0.0,2.0,0,0,-2,0,0,2,,"Hi, Carly. I'm Angie. How are you doing today? How things been going since we last met? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the last session? How things been going since the"
So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.,T,qe-0fk4ZG20_3,-1.0,-1.0,-2.0,0.0,0.0,1.0,2,-1,-1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.",It's all you hear? And how about the other way around? How about when you're doing the dishes and he's ignoring you? How does it feel to be ignored?
"So even when you do do the dishes, you're feeling like you aren't measuring up basically.",T,qe-0fk4ZG20_5,1.0,1.0,-2.0,1.0,0.0,2.0,1,1,1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.",It sounds like you're feeling criticized and maybe even guilty for doing the dishes. How about if you could do the dishes and not feel guilty about it? How would that make you feel?
"So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?",T,qe-0fk4ZG20_7,-1.0,0.0,-2.0,1.0,0.0,2.0,-1,0,-2,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.",And how about when you don't do the dishes? How does that make you feel?
So sometimes you're feeling like Linda might be the one with the power in the relationship.,T,qe-0fk4ZG20_9,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.","It's not an equal relationship. And you don't want that. You want a relationship where you're treated as an equal. And that's what you've been trying to do, right? You've been trying to tell her that you want to be treated as an equal and that you don't want to be told what to do. And she's not getting it. She's not understanding that. And you're feeling hurt and alone and disappointed because you feel like she's not getting it. And you're trying to tell her, but it's so hard. And you're trying to tell her in so many different ways and you"
"Whenever you have these fights, what happens?",T,qe-0fk4ZG20_11,1.0,1.0,1.0,1.0,0.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.",How about you? How about you in the relationship? How about you in the relationship with your mother? How about you in the relationship with your father? How about you in the relationship with your sister? How about you in the relationship with your aunt? How about you in the relationship with your uncle? How about you in the relationship with your cousin? How about you in the relationship with your grandmother? How about you in the relationship with your grandfather? How about you in the relationship with your great-grandmother? How about you in the relationship with your great-grandfather? How about you in the relationship with your great-great-grandmother
What do you mean? What would shock him?,T,qe-0fk4ZG20_13,1.0,1.0,1.0,1.0,0.0,2.0,1,1,-2,1,1,2,"Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.",How about when you argue? Do you feel like you're winning? Do you feel like you're losing? Tell me about it.
"Help me, is that scary for you?",T,qe-0fk4ZG20_15,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.",It's pretty intense. How about you? How do you feel when he does this?
"And what about you, Jack? Are you a little afraid in that situation?",T,qe-0fk4ZG20_17,-1.0,0.0,-2.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?",It's really scary. And how about you? How about you disconnecting from him? How about you?
Let's go back to the fight. How does it normally end?,T,qe-0fk4ZG20_19,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.","It's scary to disappoint your wife and to be able to block her out. And how about you, Ashley? How about you being able to block Jack out? How about you being able to block your wife out? How about you being able to block Jack out? How about you being able to block your wife out? How about you being able to block Jack out? How about you being able to block your wife out? How about you being able to block Jack out? How about you being able to block your wife out? How about you being able to block Jack out? How about you being able to block your wife out?"
