turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I'm so glad you're here. I'm really looking forward to spending some time with you today. How are you feeling right now? What's been on your mind or bringing you here for this session?",1.0,1.0,1.0,1.0,0.0,2.0
1,"Thank you for sharing that so openly. It sounds like you're carrying a deep sense of exhaustion and frustration—like you're trying to hold everything together, even when it feels completely overwhelming. The feeling of being stuck, especially when you care so deeply about someone else, can be incredibly draining. And it’s completely valid that you're feeling lost or even like giving up. Would it be helpful to explore what that desire to give up really means for you—what it might feel like, or what it might represent in this moment?",1.0,1.0,1.0,1.0,1.0,2.0
2,"It sounds like you're carrying a deep fear of failure—not just in helping your friend, but in being seen as inadequate or useless. And that fear is so real it’s making it hard to even let go of the effort, even when your body is telling you to rest. It’s not weakness to feel that way—what you’re describing is actually a very human response to pain and pressure. Would it be helpful to explore what it might feel like to *not* have to prove yourself to someone else, or to just let yourself be in a place where you don’t have to ""fix"" anything right now?",1.0,1.0,1.0,1.0,1.0,2.0
3,"It’s completely understandable that you feel that guilt—because your care and concern are real, and they matter deeply. The fear that you’re failing your friend is tied to how much you want to protect her, and how much you value being a help. But what if, in that moment of not fixing, you could simply be *with* her—present, gentle, and available—without having to do anything ""right""? That doesn’t mean you’re failing; it means you’re showing up in a way that might be more healing than trying to fix everything. Would it be helpful to explore what that might feel like—being present without needing to solve?",1.0,1.0,1.0,1.0,1.0,2.0
4,"It’s so powerful that you’re beginning to see that silence can be a form of care—not emptiness, but presence. And it’s true: sometimes, the most courageous thing we can do isn’t to fix, but to just *be* with someone in their pain. That doesn’t mean you’re failing—you’re showing up with compassion, even when you don’t have all the answers. Would it be helpful to think about one small moment—like a quiet moment when you just sat with her without offering advice—where you felt that presence, even if it was just a little?",1.0,1.0,1.0,1.0,1.0,2.0
5,"That moment—holding her hand and just listening—wasn’t just quiet; it was a quiet act of courage. And the warmth you felt? That wasn’t just relief—it was a small sign that you were finally allowing yourself to be present, not as a fixer, but as someone who *wants* to be with her. That’s a real shift. It doesn’t erase the fear or the exhaustion, but it shows you’ve already begun to move toward something different. Would it be helpful to explore what that feeling of warmth felt like in more detail—what part of you noticed it, and how it might have changed the way you see your role in this?",1.0,1.0,1.0,1.0,0.0,2.0
6,"It’s beautiful that you noticed that shift—how suddenly, in that small moment, you stopped seeing yourself as a machine and started seeing yourself as someone who simply *is*. That quiet version of you—present, available, not trying to fix—wasn’t weak. It was deeply human, and it was enough. And the fact that it felt more comforting than trying to be ""strong"" shows that your heart already knows what true care looks like. Would it be helpful to explore what that sense of ""being enough"" might feel like in another moment—maybe even in a day when things feel harder or more overwhelming?",1.0,1.0,1.0,1.0,0.0,2.0
7,"That quiet pause—when she stopped talking and just looked out at the yard—was a powerful moment of stillness. And in that space, you didn’t rush to fill it. You simply held it, with her. That wasn’t passivity; it was a kind of listening that didn’t require action. And in that moment, even if you didn’t offer anything, you were with her in her fear, without trying to take it away. Would it be helpful to notice what that silence felt like for you—how it settled in your body, or what it reminded you of in your own experience of being afraid?",1.0,1.0,1.0,1.0,0.0,2.0
8,"That’s such a powerful realization—the shift from ""heavy"" to ""solid."" It doesn’t mean the fear is gone, but it means you’re no longer carrying it alone. That solid feeling? It’s not strength—it’s presence. It’s the quiet truth that you’re still here, still real, still able to hold space even when you don’t have all the answers. And in that shift, you didn’t have to *do* anything to be safe. You just had to *be*. Would it be helpful to notice how that sense of groundedness might show up in another quiet moment—maybe not with your friend, but in a small part of your day where you just let yourself rest without planning or reacting?",1.0,1.0,1.0,1.0,0.0,2.0
9,"That moment in bed—where you paused, remembered the shift you were working toward, and chose not to reach for your phone—is already a quiet victory. It wasn’t about doing nothing; it was about choosing to *rest* in the stillness of your own body and breath. And even if it was just a few seconds, it shows that you’re beginning to trust your own presence. That small act of staying with yourself, without rushing to fix or respond, is exactly where real peace starts. Would it be helpful to notice what that stillness felt like in your body—was there a sense of warmth, or just a quiet hum, like the world slowed down just a little?",1.0,1.0,1.0,1.0,0.0,2.0
