turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi, Jessica. How you doing today?",1.0,1.0,1.0,1.0,0.0,2.0
1,That's a really powerful question. Do you think joining a group would help you?,1.0,1.0,1.0,1.0,1.0,2.0
2,So it feels overwhelming?,1.0,1.0,1.0,1.0,1.0,2.0
3,You feel like you're the only one who feels this way?,1.0,1.0,1.0,1.0,1.0,2.0
4,So you'd have a community of people who understood?,1.0,1.0,1.0,1.0,1.0,2.0
5,And you felt like they didn't understand?,1.0,1.0,1.0,1.0,1.0,2.0
6,So you'd feel validated and supported.,1.0,1.0,1.0,1.0,1.0,2.0
7,So you'd check in daily?,1.0,0.0,0.0,1.0,0.0,2.0
8,That sounds incredibly powerful.,1.0,0.0,0.0,1.0,0.0,2.0
9,So you'd end up feeling guilty for not having more wins?,1.0,0.0,0.0,1.0,0.0,2.0
10,So you'd feel judged?,1.0,0.0,0.0,1.0,0.0,2.0
11,What would that mean to you?,1.0,0.0,0.0,1.0,0.0,2.0
12,"So it sounds like your sense of failure and inadequacy is tied up with this idea that if you share your struggles with the group, they'll judge you, and that judgment will make you feel worse.",1.0,0.0,0.0,1.0,0.0,2.0
13,"So it sounds like there's a fear that if you share your struggles, you're going to be met with judgment and that judgment is going to make it feel even worse. And that's what's motivating you to keep your struggles to yourself.",1.0,0.0,0.0,1.0,0.0,2.0
14,"You're not quite there yet, but I can feel the pull towards the idea of a ""perfect person"" and the judgmental lens.",1.0,0.0,0.0,1.0,0.0,2.0
15,"So it's not about the income or the job, it's about the *struggle*.",1.0,0.0,0.0,1.0,0.0,2.0
16,That's the person you're trying to reach.,1.0,0.0,0.0,1.0,0.0,2.0
17,"Maybe it's not to be perfect, but to be human.",1.0,0.0,0.0,1.0,0.0,2.0
18,Just being present.,1.0,0.0,0.0,1.0,0.0,2.0
19,The moment where the group turns around and starts judging you.,1.0,0.0,0.0,1.0,0.0,2.0
