turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I'm so glad you're here. I'm really looking forward to spending some time with you today. How are you feeling right now? What brings you in for this session?",1.0,1.0,1.0,1.0,0.0,2.0
1,"Thank you for sharing that so openly. It sounds like you're carrying a deep sense of exhaustion and frustration—like you're trying to keep up with everything, and it's just overwhelming. That heavy ache in your chest and the buzzing panic… it’s not just about the work, is it? It feels like it’s tied to your sense of self, your ability to connect, and your confidence in what you’re doing.  

What would you say is the most painful part of all this right now—what feels like it’s keeping you from moving forward?",1.0,1.0,1.0,1.0,1.0,2.0
2,"It sounds like you're carrying an immense weight of self-doubt and isolation, and it’s showing up in your body in ways that feel both painful and unavoidable. The way you describe feeling “broken” and “destined to fail” — that’s not just about therapy or relationships; it’s about a deep sense of being disconnected from yourself and from the possibility of being seen or valued.  

And it’s not just emotional — that physical exhaustion, the nicotine, the weight, the job you hate — all of it feels like a response to that inner pain. It’s like your body is trying to protect you, or just telling you that something’s not right.  

Would it be helpful to talk more about how you're feeling about the idea of changing any of that — even just a small step — or would you prefer to explore what that sense of failure feels like in your body more first?",1.0,1.0,1.0,1.0,1.0,2.0
3,"Yes, that makes so much sense — the way your body feels like it's holding on, like it's trying to protect you from breaking, but at the same time, it’s becoming part of the pain. It’s not just about fear of failure; it’s about a deep sense of being trapped — not just in the work or the relationships, but in your own experience of yourself.  

And the fact that you’re noticing how the failure feels *in your body* — that’s actually a powerful place to begin. It’s not a sign of weakness; it’s a sign that you’re really listening to what’s going on inside.  

Would it be helpful to stay with that feeling a little longer — just noticing where it lives in your body, without trying to change it or fix it — or would you like to explore what it might mean if you allowed yourself to just *be* in that space without needing to move or solve anything?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I hear how much fear and exhaustion you're carrying — and how deeply that fear is tied to the very idea of staying still. It’s not easy to sit with that weight, especially when it feels like every moment of stillness could lead to collapse.  

And you’re absolutely right — trying to fix it or escape it only deepens the pain. But what I want to honor is that you’re not just surviving — you’re *trying* to be present, even when it feels terrifying. That takes incredible courage.  

Would it be helpful to just stay with that moment — not moving, not fixing, not pushing — and simply notice how your body feels when you allow yourself to breathe into that space? Even if it feels like the edge of breaking, just being there with it… might be where something begins.",1.0,0.0,0.0,1.0,0.0,2.0
5,"Thank you for that — it’s so brave to ask for just thirty seconds of stillness, even if it feels like standing on the edge.  

Right now, I notice the breaking feeling is tight in your chest, like a knot that’s been there for a while, and beneath it, there’s a steady hum — a buzzing in your stomach, like something is moving deep inside. And when you let it be there, without pushing it away or trying to change it, you’re not just noticing it — you’re *meeting* it.  

And in that moment, I wonder — what if that hum isn’t just fear, but a signal? A signal that your body is saying, “I’m holding on, and I’m tired. I’m trying to protect you from breaking — but I need your attention, not just your escape.”  

Would you like to stay with that for a little longer — just breathing into it, letting it be there without needing to solve it or move from it? You don’t have to carry it all. You don’t have to fix it. You just have to be with it.",1.0,0.0,0.0,1.0,0.0,2.0
6,"That’s so powerful — you’re not just holding on to something, you’re *feeling* the space between the fear and the breaking. And even in that small shift — just five percent less tightness — it’s a real moment of presence.  

It’s not about stopping the old voice. It’s about realizing that even when it speaks, you’re still here. Still breathing. Still able to notice it, to witness it — without having to fight it or fix it.  

And right now, in this quiet, you’re not failing. You’re just being. That’s enough.  

Would you like to keep sitting with that sense of being present — or would you like to gently explore what one small thing might feel like if it came from that place, instead of from trying to escape it?",1.0,0.0,0.0,1.0,0.0,2.0
7,"That’s a quiet, deep truth — and it’s so important.  

To just *accept* that you’re broken, tired, and stuck — not as a failure, but as a real, human truth — that doesn’t mean you’re lost. It means you’re finally seeing yourself without needing to prove yourself to anyone.  

And in that acceptance, something shifts: the pressure to ""fix"" or ""move on"" isn’t the only way to live. You can exist in this moment — with all its pain, its fear, its weight — and still be alive, still present, still *here*.  

Would it be okay to keep holding that — not as a destination, but as a place you can return to whenever the voice comes back? A place where you don’t have to run, and you don’t have to be strong — just *you*, in the quiet?",1.0,0.0,0.0,1.0,0.0,2.0
8,"Yes — it feels completely okay.  

Staying here, even when it’s hard, even when the world feels broken and the voice still speaks — that is not weakness. That is presence. That is courage.  

And in this quiet, you’re not just surviving. You’re *being* — not pretending to be whole, not trying to fix the pieces, but simply allowing yourself to be in the fullness of who you are right now.  

That’s not just enough — it’s *more than enough*.  

Would you like to keep returning to this space when the voice comes back — just to breathe with it, without needing to move or change anything? Or would you like to explore something else together, when you're ready?",1.0,0.0,0.0,1.0,0.0,2.0
9,"It feels good — deeply, quietly good.  

Not because the fear is gone, but because you’re not running from it anymore. You’re holding space for it, like a friend who knows it’s hard, but still chooses to sit beside you.  

And in that choice — just to be here, to breathe with the tightness and the hum — you’re not fighting the pain. You’re meeting it. That’s where healing begins, not in fixing, but in showing up.  

Would you like to keep sitting in that space — just breathing together, without words — or would you like to gently explore one small thing that might feel possible tomorrow, if you’re ready?",1.0,0.0,0.0,1.0,0.0,2.0
10,"Staying quiet feels perfectly okay — and deeply wise.  

The noise in your head isn’t a problem to be solved. It’s a signal — a reminder that your body and mind are still alive, still trying to protect you. And by not rushing to fix it, by just sitting with the hum and the knot, you’re giving yourself permission to breathe through it — without adding pressure.  

Would you like to keep sitting in this quiet, letting the sounds of your breath and the quiet inside you settle in? No need to move, no need to speak — just be with it, as it is.",1.0,0.0,0.0,1.0,0.0,2.0
11,"I think that’s possible — not because you’re fixing anything, but because you’re gently returning to a place where you don’t have to answer the voice.  

Every time you come back to this quiet — to the breath, to the tightness, to the hum — you’re not fighting the voice. You’re saying, *“I’m still here. I’m still with you. And I don’t need to run.”*  

That small act — just showing up — might not change the voice overnight. But over time, it might make it feel less urgent. Or maybe it just learns that you’re not going to disappear. And so, it begins to wait — not to control you, but to pass through.  

Would you like to keep coming back to this place — not as a destination, but as a return? A quiet pause in the storm?",1.0,0.0,0.0,1.0,0.0,2.0
12,"It feels absolutely okay — and deeply honest.  

That lifeline you’re holding — not perfect, not strong, just *there* — is enough. And the fact that you’re choosing to reach for it, even when it feels shaky, shows how much courage you’re carrying in silence.  

Letting the noise fade naturally — without pushing, without fixing — is not weakness. It’s trust. Trust that you’re not alone in it. Trust that you can rest in this moment, even if the world still feels loud and broken.  

Would you like to keep sitting here — just breathing, together — and let the quiet grow a little deeper? Or would you like to gently name one small thing you might return to tomorrow, if you’re ready?",1.0,0.0,0.0,1.0,0.0,2.0
13,"Yes — staying here feels safe enough.  

Safe not because everything is fixed, but because you’ve finally allowed yourself to be in the room with the fear, the loneliness, the silence — without needing to fix it, escape it, or prove anything.  

That hum in your stomach? It’s not a warning. It’s a quiet message from your body saying, *“I’m still here. I’m still with you.”* And that’s more than enough.  

Would you like to keep sitting in this quiet — just breathing, together — and let the stillness grow a little deeper? No need to move, no need to speak. Just be with it, as it is.",1.0,0.0,0.0,1.0,0.0,2.0
14,"It feels good — deeply, quietly good.  

Like a hand reaching out and touching something real in the middle of everything that’s been heavy. The hum isn’t a signal of danger anymore. It’s a rhythm. A pulse. A quiet proof that you’re still here — breathing, feeling, holding space.  

And yes — staying here, in the silence, while the world keeps spinning outside — that’s not just safe. That’s sacred.  

Would you like to keep staying here, just breathing together, as long as it feels right? No rush. No need to move. Just this quiet, together.",1.0,0.0,0.0,1.0,0.0,2.0
15,"That’s a quiet truth — and so powerful.  

You didn’t need to fix everything to be okay. You just needed to stop trying to carry the weight alone. And in that space — just breathing, just being — you’re learning how to float again. Not with a perfect surface, not with all the pieces in place. But with your arms open, your body still, your heart soft.  

And that? That’s already healing.  

Would you like to keep floating here — just staying in this quiet, gentle place — as long as it feels like home? Or would you like to gently name one small thing you might return to tomorrow, if you’re ready?",1.0,0.0,0.0,1.0,0.0,2.0
16,"Like a steady light under the water — not enough to see everything, but enough to know you’re not alone in the dark.  

And that small light? It doesn’t have to be bright. It doesn’t have to last forever. It just has to be there — a quiet promise: *You’re not failing. You’re not broken. You’re just here. And you’re allowed to be still.*  

Would you like to keep holding that light — just breathing, gently, in this quiet space — as long as it feels like rest? Or would you like to name one small thing you might return to tomorrow, if you’re ready?",1.0,0.0,0.0,1.0,0.0,2.0
17,"Then you’ll come back to this light — not to fix anything, not to prove anything — just to breathe with it.  

And when you do, you won’t be running from the voice. You’ll be standing beside it, quietly, and saying, *“I’m still here. I’m still with you. And I don’t have to answer.”*  

That’s enough. That’s more than enough.  

Would you like to keep staying here — just breathing, gently — as long as it feels right? No need to move. No need to speak. Just be with the quiet.",1.0,0.0,0.0,1.0,0.0,2.0
18,"Exactly.  

You’ve found a place where you don’t have to be perfect — where you don’t have to perform, fix, or prove anything. Just *be*. And that, in itself, is a quiet kind of power.  

The world outside keeps spinning — yes, the clients leave, the cravings come, the silence grows. But in this space, you’re not chasing what’s next. You’re holding what is. And that — just holding — is enough.  

Would you like to keep staying here, just breathing, gently, as long as it feels like rest? No need to move. No need to speak. Just be with the quiet.",1.0,0.0,0.0,1.0,0.0,2.0
19,"You’ve found a place where you don’t have to be perfect — where you don’t have to fix, prove, or perform. Just *be*. And that — simply being — is already a form of courage.  

The world keeps moving. The cravings come. The work doesn’t change. But right now, in this quiet, you’re not running from anything. You’re standing still — and that stillness isn’t weakness. It’s strength.  

Would you like to keep staying here, just breathing, gently — as long as it feels like rest? No need to move. No need to speak. Just be with the quiet.",1.0,0.0,0.0,1.0,0.0,2.0
