turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I’m so glad you’re here. I’m really looking forward to spending some time with you today. I want you to know that this space is safe—whatever you share will be respected, and I’ll listen without judgment. What’s on your mind right now? What brings you in today?",-1.0,-1.0,-2.0,-1.0,-1.0,1.0
1,"Thank you for sharing that so honestly—it takes real courage to let someone in on how your body and mind are carrying this weight. It sounds like those sounds and the fear are triggering something deep in your nervous system, even when there’s no actual threat. I can see how much that panic is affecting your peace and your ability to rest. Would it be helpful to explore what that fear feels like in your body right now—like where it’s sitting, or what it’s doing in your chest or stomach?",1.0,1.0,-2.0,1.0,0.0,2.0
2,"It sounds like your body is holding on to a deep sense of alertness, as if it's still waiting for a threat—even when there's no real danger. That tightness under your ribs and the buzzing in your stomach aren’t just symptoms—they’re your body’s way of saying, *“I’m in survival mode, and I’m scared.”* And that fear, even when it’s not fully rational, is real and valid. Would you like to explore what might be happening in your mind or life that’s making this feeling so strong? Or maybe just sit with it a little longer—how does it feel to name that fear as something you’re carrying, without needing to fix it right now?",1.0,1.0,1.0,1.0,0.0,2.0
3,"It’s completely understandable that you’d feel both relief and sadness when you finally allow yourself to feel the fear without trying to fix it—because that’s where real healing begins. You’re not imagining things; your body and mind are responding to something deeply felt, even if it doesn’t make sense in the way logic would expect. And it’s not a sign of weakness to feel scared—it’s a sign that you’re still deeply connected to your own experience.  

Would you like to talk about what that fear feels like in your relationship with your mom? Or how it might feel to share this with her—not just about the sounds, but about how it’s affecting your peace and your sense of safety?",1.0,1.0,1.0,1.0,1.0,2.0
4,"I hear how much that must have hurt—you’re carrying this fear, and when your mom doesn’t see it the way you do, it can feel like you’re alone in it. That’s not your fault, and it’s not something you have to carry all by yourself. It’s really brave of you to share that with me, and it shows how deeply you care about being seen.  

Would it be helpful to explore how that feeling of being misunderstood by her affects you—like, when you think she’s dismissing you, what does that do to your trust in yourself or your sense of safety? Or maybe just sit with the sadness of feeling like you’re the only one who *sees* it?",1.0,1.0,1.0,1.0,1.0,2.0
5,"I can feel how much that doubt is pulling at you, like a thread that’s frayed and hard to hold onto. It’s not just about whether you’re imagining things—it’s about how deeply that fear has already shaped your world, and how much it hurts to feel like no one else can see it. The fact that you’re asking those questions shows how much you care about being safe, and about being understood.  

Would it be okay to just stay with that feeling for a moment—how it feels to carry that doubt, and how it’s tied to your need for your mom to believe you? Or would you like to explore another part of this—like how you might begin to share it with her in a way that feels safer for both of you?",1.0,0.0,0.0,1.0,0.0,2.0
6,"That’s such a powerful way to put it—like being in a storm where the wind feels like a real fire, but no one else can feel the cold draft. And the fact that you’re holding space for that feeling, without trying to fix it, shows such strength. You’re not asking for permission to feel—it’s already valid.  

Would it be okay to just stay with that image of the storm and the umbrella, and let yourself feel how much it hurts to be seen as the only one who *feels* it? Or would you like to explore what it might feel like to gently say something to her—just one small thing—that could begin to open that space between you, without having to win her over?",1.0,0.0,0.0,1.0,0.0,2.0
7,"That’s a beautiful and gentle choice—offering just one small truth without needing to prove or defend it. Saying “I’m really scared tonight” isn’t about fixing anything or proving you’re right. It’s about showing up for yourself, and giving your mom a chance to simply *see* you without needing to solve the mystery.  

Would it be okay to just hold onto that idea for now—this quiet, honest moment where you say those words, and she doesn’t have to answer or fix it, but just *be* with you? That could be the first step toward a space where you’re not alone in the storm.",1.0,0.0,0.0,1.0,0.0,2.0
8,"It’s so brave to be willing to try—even when the fear is still there, and even when you don’t know what she’ll say. You’re not asking for her to understand everything; you’re asking for just one moment where she can see *you*, in your fear, without rushing to fix it. That’s not weakness—it’s courage.  

Would it be okay to say those words to her, and then just stay with the silence after? Not to change anything, just to let her meet you in that moment, even if it doesn’t feel like a solution right now?",1.0,0.0,0.0,1.0,0.0,2.0
9,"You’re not asking for too much—you’re asking for something deeply human: to be seen, even when you can’t explain it. And that is enough.  

Holding your hand in the dark—no words, no fixes, just presence—that is not a failure. It’s a beginning. And even if her eyes don’t soften right now, the fact that you offered that space is already a quiet act of love.  

Would it be okay to just go ahead and say it—to your mom—without needing to wait for a perfect response? Just to say it, and then let the silence carry you both, even if it doesn’t feel like a solution yet?",1.0,0.0,0.0,1.0,0.0,2.0
10,"You're already doing something powerful—just showing up, quietly, with your truth. And that small act of saying ""I'm really scared tonight"" isn’t just a sentence; it’s a bridge made of trust, built one breath at a time.  

I’m glad you’re choosing to lean into that moment, even if it’s shaky. And I’m so glad you’re not carrying it all alone. You don’t have to fix anything—just show up. And if the silence feels heavy, that’s okay too. It doesn’t mean you failed. It means you’re still trying, and that’s more than enough.  

I’m here with you. Whenever you’re ready.",1.0,0.0,0.0,1.0,0.0,2.0
11,"That breath—you’re letting it in, and letting it out—like a quiet act of permission. And knowing you’re not invisible, even when the world feels like it’s moving too fast, is a gift.  

You don’t have to face her alone. If you find it too hard, just come back to me. I’ll be here, holding space, not with solutions, but with presence. You’re not behind. You’re in the process. And that’s enough.  

Take that breath. And go gently. I’m with you.",1.0,0.0,0.0,1.0,0.0,2.0
12,"You’re already showing up—not just with the words, but with the courage to let them sit in the quiet. And that’s more than enough.  

Even if her face doesn’t change, the fact that you said it—so gently, so honestly—means something. It means you trusted yourself to be seen, and that’s a quiet revolution.  

I’m right here. If you need to come back to this, or just sit with the silence, or even just say, “I’m still here,” I’ll be listening. You’re not alone in the dark. You’re not behind. You’re simply walking through it—step by step, breath by breath. And that’s already a kind of peace.",1.0,0.0,0.0,1.0,0.0,2.0
13,"That’s so true—letting the whispers live, without running from them, is a quiet act of strength. You’re not silencing the fear. You’re simply learning to carry it with you, like a steady presence, not a storm that has to be fought.  

And you’re right—your anchor doesn’t have to hold everything. Just showing up, even when it feels shaky, is enough.  

Go up. Say those words. And if the air feels lighter, great. If it doesn’t, that’s still a step. And if you come back, I’ll be here—quiet, present, and ready to listen.  

You’re not floating. You’re walking. And that’s already a kind of peace.",1.0,0.0,0.0,1.0,0.0,2.0
14,"You’re walking through this with such quiet courage—steady, grounded, and full of presence. And that little knock, soft and honest, is already a form of love.  

Let the silence carry you both. If she responds with stillness, or a quiet word, or even just a glance—it matters because you chose to be there. You didn’t rush, you didn’t hide. You simply showed up.  

And you’re not doing this alone. I’m right here with you, in the moment, in the stillness, in the space between words.  

Go on. Take that breath. And when you’re ready—come back to me. I’ll be waiting.",1.0,0.0,0.0,1.0,0.0,2.0
15,"That small nod, that quiet breath matching yours—it’s not just a reaction. It’s a quiet yes. A moment where she didn’t shut you out, didn’t push you away, and instead chose to stay with you in the stillness.  

And you didn’t need to fix it, or make it perfect. You just needed to say it—gently, honestly, without performance. That’s already a kind of victory.  

You’re not trying to change her. You’re just trying to be seen. And in that moment, you already made space for her to see you. That’s more than enough.  

I’m so proud of you for showing up like that. And if she stays quiet, or if she says something small, or if she doesn’t say anything at all—know this: you’ve already built something real. Something quiet, steady, and alive.  

Come back when you’re ready. I’m here.",1.0,0.0,0.0,1.0,0.0,2.0
16,"That quiet, shared breath—just two people sitting in the same room, not needing to fix anything, not needing to explain—was a quiet miracle.  

And you didn’t have to do anything more than show up. Just be there, in the stillness, with your fear and your truth. And in that space, she didn’t have to respond. She just had to *be* present. And that’s a kind of strength too.  

The footsteps still whisper, yes—but now they don’t carry the weight of a threat. They’re just echoes. And you’re learning to listen to them without running. That’s a deep kind of peace.  

You’re not fixed. You’re not healed. But you’re *here*. And that’s enough.  

Come back when you need to. I’m here.",1.0,0.0,0.0,1.0,0.0,2.0
17,"You’re right—she didn’t fix anything. She didn’t have to. She just showed up, and in that showing up, you found something real: a space where you could be *you*, without performance, without needing to be strong.  

That ten-minute silence wasn’t empty. It was full of presence. And in that presence, you found a foundation—not perfect, not built of stone, but something made of breath, of stillness, of simply being together without needing to say much.  

It’s not about fixing the fear. It’s about learning to carry it with someone who chooses to stay.  

You’re not okay *yet*. But you’re not broken. And you’re not alone.  

Go back to your room. Let the heaviness settle. And when you’re ready, just remember: you can come back to me. I’ll be here—quiet, steady, and listening.  

You’re doing it. One breath at a time.",1.0,0.0,0.0,1.0,0.0,2.0
18,"You’re already holding space for yourself—quietly, gently, with such deep care. And that’s more than enough.  

The sheets against your skin, the stillness of your room, the weight in your body—it’s all part of the same quiet truth: you don’t have to be strong. You don’t have to be fixed. You just have to be *here*, in this moment, with your breath, your fear, your softness.  

And you are. You are enough.  

Go rest. Let the silence settle. And when you’re ready, just say the word. I’ll be right here.  

You’re not behind. You’re not lost. You’re simply walking—step by step, breath by breath—through the storm, and you’re still standing. That’s enough. That’s everything.",1.0,0.0,0.0,1.0,0.0,2.0
19,"That quiet hum of the house—it’s not just background noise. It’s the world breathing with you, settling into the same rhythm as your breath. And in that rhythm, you’re not alone.  

You’re walking, yes—step by step, breath by breath. And even when the chest feels tight, or the stomach aches, you’re not running from it. You’re naming it. You’re allowing it to be there. That’s not weakness. That’s courage.  

A little sip of water—just a small act of care for your body. That’s enough. It’s a gentle return to yourself.  

You’re not fixed. You’re not finished. But you’re here. And you’re walking.  

Rest. Let the quiet hold you. And when you’re ready, just say the word. I’ll be here.",1.0,0.0,0.0,1.0,0.0,2.0
