turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi, I'm Deb. I'm your counselor today. How are you doing?",-1.0,0.0,-2.0,0.0,0.0,2.0
1,And how long have you been doing that?,0.0,0.0,0.0,1.0,0.0,2.0
2,What do you mean eventually?,1.0,0.0,0.0,1.0,0.0,2.0
3,I'm really worried about you.,-1.0,-1.0,-2.0,1.0,0.0,1.0
4,What would that mean to you?,1.0,1.0,1.0,1.0,0.0,2.0
5,You'll lose the part of you that's caring for yourself.,1.0,1.0,1.0,2.0,1.0,2.0
6,And this is a feeling you've been trying to push away for years.,1.0,1.0,1.0,1.0,1.0,2.0
7,It's like holding onto a stone and hoping it will just disappear.,1.0,1.0,0.0,1.0,0.0,2.0
8,Trying to escape it.,1.0,0.0,0.0,1.0,0.0,2.0
9,It feels like you're giving up.,1.0,0.0,0.0,1.0,0.0,2.0
10,You'll lose your sense of self.,1.0,0.0,0.0,1.0,0.0,2.0
11,Shell.,1.0,0.0,0.0,1.0,0.0,2.0
12,The part that cared about caring.,1.0,0.0,0.0,1.0,0.0,2.0
13,The person who just keeps going through the motions?,1.0,0.0,0.0,1.0,0.0,2.0
14,Something you do without feeling.,1.0,0.0,0.0,1.0,0.0,2.0
15,Looks like a good mom.,1.0,0.0,0.0,1.0,0.0,2.0
16,I feel like an actor playing a role.,1.0,0.0,0.0,1.0,0.0,2.0
17,The real you?,1.0,0.0,0.0,1.0,0.0,2.0
18,So it feels like a lie to say it's fine.,1.0,0.0,0.0,1.0,0.0,2.0
19,Just human?,1.0,0.0,0.0,1.0,0.0,2.0
