turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi, Ann. How you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"I'm doing well, thanks for asking. I'm not sure that I'm seeing the same thing that you're seeing though. I'm really struggling to believe that it's all gone to hell. It sounds to me like you're in a place where you're feeling helpless and stuck, and I'm wondering if that's really what's going on for you.",1.0,1.0,1.0,1.0,0.0,2.0
2,So you're really struggling with a lack of confidence in your own abilities to make things better.,1.0,1.0,1.0,2.0,1.0,2.0
3,"It sounds like you're stuck in a place where you're trying to do everything and you're trying to do it the way you think is right, but it's not working.",1.0,1.0,1.0,1.0,1.0,2.0
4,"So you're stuck in this place where you're trying to make her happy and you're trying to fix the problem, but it's not working the way you think it should.",1.0,1.0,1.0,2.0,1.0,2.0
5,And it's making you feel guilty because it sounds like you're also not happy with yourself for being the one who's pushing her away.,1.0,1.0,1.0,1.0,1.0,2.0
6,"So you're feeling stuck and stuck in the headspace of trying to fix things, but it's not working.",1.0,1.0,1.0,1.0,1.0,2.0
7,So you're stuck in a place where you're feeling guilty no matter what you do.,1.0,0.0,0.0,1.0,0.0,2.0
8,"And it's making you feel angry too, that you're feeling guilty and helpless and useless.",1.0,0.0,0.0,1.0,0.0,2.0
9,So you're angry at yourself for not being able to fix it.,1.0,0.0,0.0,1.0,0.0,2.0
10,So you're angry at yourself for failing to fix the problem and then angry at her for being in the same situation as you.,1.0,0.0,0.0,1.0,0.0,2.0
11,It never breaks?,1.0,0.0,0.0,1.0,0.0,2.0
12,What's the worst-case scenario?,1.0,0.0,0.0,1.0,0.0,2.0
13,I'm not sure where to go from here.,1.0,0.0,0.0,1.0,0.0,2.0
14,What's the worst that could happen?,1.0,0.0,0.0,1.0,0.0,2.0
15,The only reason you feel connected to her.,1.0,0.0,0.0,1.0,0.0,2.0
16,You're afraid that you're too selfish.,1.0,0.0,0.0,1.0,0.0,2.0
17,The guilt is there and I'm not getting anywhere.,1.0,0.0,0.0,1.0,0.0,2.0
18,You just need to stop trying to fix it altogether.,1.0,0.0,0.0,1.0,0.0,2.0
19,Maybe you're right.,1.0,0.0,0.0,1.0,0.0,2.0
