turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Well, I've had a few experiences with feeling really heavy, so I can understand that. I mean, I don't know if I've ever felt like I was drowning, but I've had a few times where it's been really hard to breathe and it's been really scary. I can definitely understand how that must feel.

I can understand how you would feel very isolated in a situation like that, and it must be hard to find someone who can understand. I mean, I think that's very difficult to have a feeling like that and to not know if anyone else understands how heavy you can feel.",1.0,1.0,1.0,1.0,1.0,2.0
2,"Yeah, I mean, I know it's really hard to just sit with the feelings when they're so strong, especially when they're so heavy. I can definitely understand that. I mean, I've had times where I just feel like I can't breathe and I can't seem to get out of it, and it's really scary.

It is really hard to just sit with it when it's so loud and it's so intense. I know that I've had times where I've just wanted to pull away completely. I mean, I know it's very difficult to just let those feelings be, especially when they're so strong and so heavy.

But I think that there's a way to just be with it, and I think that it's very important to try to just be with the feeling. I mean, I know it's very difficult, but I think that it's very important to try to just let the feeling be, even if it's very difficult to just let it",1.0,1.0,1.0,1.0,1.0,2.0
3,"Well, I mean, I think that it's very difficult to just sit with the feeling, especially when it's so heavy. I mean, I know it's very difficult for me to try to just let the feeling be, especially when it's so loud and intense. I know that sometimes when I try to do that, I can feel like I'm panicking even more, and I know that's very scary.

I mean, I think it's very difficult to know if you're really just sitting with the feeling or if you're just getting more panicky about it. But I think that it's very important to try to just be with the feeling, even if it's very difficult to do that, because I think that it's very important to understand what the feeling is telling us.

I mean, I think that there's a way to just be with the feeling, and I think that it's very important to try to understand what the feeling is trying to tell us, even",1.0,1.0,1.0,1.0,1.0,2.0
4,"Well, I mean, it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think that it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's very important to try to understand, and I think it's",1.0,1.0,1.0,1.0,1.0,2.0
5,"Yeah, I mean, it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling, even if it's very difficult to try to understand. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's very important",1.0,0.0,1.0,1.0,1.0,2.0
6,"Well, I mean, it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling, even if it's very difficult to try to understand. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's very important",1.0,0.0,1.0,1.0,1.0,2.0
7,"Well, I mean, I think it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling, even if it's very difficult to try to understand. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's",1.0,0.0,1.0,1.0,1.0,2.0
8,"Well, I mean, it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling, even if it's very difficult to try to understand. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's very important",1.0,0.0,1.0,1.0,1.0,2.0
9,"Well, I mean, it's very difficult to try to understand the feeling, and it's very scary when it feels like everything falls apart. I mean, I know that's very scary, and I know it's very difficult to try to understand what's going on when it feels like everything is falling apart.

But I think that if we try to understand the feeling, it might help us to figure out how to get out of the feeling, even if it's very difficult to try to understand. I mean, I know it's very difficult to try to understand, but I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult.

But I think it's very important to try to understand the feeling, and I think that if we try to understand, it might help us to figure out how to get out of the feeling, even if it's very difficult. But I think it's very important",1.0,0.0,1.0,1.0,1.0,2.0
