turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"I feel really stuck in that way of thinking, too. It's hard when you feel helpless, hopeless, and completely stuck in a situation. I know that's what you're feeling, and I want to try to find some ways to help you, but I can't seem to make any progress.

I know it's frustrating when you feel that way. I think it's helpful to try to find some way to break out of that feeling, if only for a moment. It's difficult, but I wonder if there's a way to help you break free from that cycle a little bit, just for a moment.",1.0,1.0,1.0,1.0,1.0,2.0
2,"You're right, I think it's hard to try to fix everything, and that is exhausting. I know that it's so difficult to feel like you can't help your friend, and it's hard to know how to hold on to hope in that way.

I wonder if for us to be able to help you both, it might be useful if we could try to break out of that cycle and just take a look at it from a different angle, even if just for a moment.",-1.0,-1.0,-2.0,1.0,-1.0,1.0
3,"It's very hard to know. I know it's difficult to imagine a way to take a step back from trying to fix everything and still make it useful. But I know that if we can find a way to make a small shift in perspective, it could be useful for both of you.

I wonder if it might be helpful to just try to step out of that hero narrative for a moment and see if we can make a shift toward just being present with your friend, just sitting with her in the struggle. I wonder if that could be useful for her, and if that could be useful for you as well.",1.0,1.0,1.0,1.0,1.0,2.0
4,"It does sound risky, but it's something that we have to try to see if it could be useful. I wonder if it might be worth trying to experiment with just being present, just sitting with her in the way that she is, and see if that could be useful for her. I wonder if it might even be useful for you as well.",1.0,1.0,1.0,1.0,0.0,2.0
5,"Yeah, I think that would be helpful to try. I think if you could just experiment with just being present with her for a moment, just sitting with the fact that she's in the pain, it could be very useful for both of you.

I wonder if you could just try to do that with her today, just for a moment, and see if that could be useful for you. I think it would be very helpful to try to experiment with not trying to fix things, just being present in the way that she is.

I know it's very difficult, but I wonder if it might be useful to try to just experiment with that. I think it would be very useful for you to try to just sit with her in the way that she is.",1.0,1.0,1.0,1.0,0.0,2.0
6,"Just try to stay with the idea that you're going to just experiment with being present with her for a moment, just sitting with the way that she is in the pain. Just try to do that.",1.0,1.0,1.0,1.0,0.0,2.0
7,You think you could try to just experiment with being present with her for a moment?,1.0,1.0,1.0,1.0,0.0,2.0
8,"It does sound like something that's worth trying. I think it would be very useful to try to experiment with just being present with your friend for a moment and see if that could be useful for both of you.

It's very difficult to try to do that when you're already so consumed with trying to fix things, but I wonder if it might be useful to just try to experiment with just being present. Just sitting in the way that she is in the pain, without trying to fix it.

It's scary, but I think it might be useful to try. I think that would be a very useful experiment.",1.0,1.0,1.0,1.0,0.0,2.0
9,"It's very scary to leave the wheel in neutral. But I think it might be worth trying to just experiment with being present with her for a moment, just sitting with the way that she is in the pain, without trying to fix it or solve it.

I think it would be very useful to try to experiment with just being present. I know it's very difficult, but I wonder if it might be useful for you to try to just sit with her in the way that she is, without trying to fix it or solve it.

Maybe just being present with her, just sitting with her in the way that she is in the pain, could be enough for her to feel safe and to breathe again. I think it would be very useful to try that.",1.0,1.0,1.0,1.0,0.0,2.0
10,"It does feel counterintuitive. But I wonder if it might be useful to try to experiment with just being present with her for a moment, just sitting with her in the way that she is in the pain, without trying to fix it or solve it.

Maybe just being present with her, just sitting with her in the way that she is in the pain, could be enough for her to feel safe and to breathe again. I think it would be very useful to try that.",1.0,1.0,1.0,1.0,0.0,2.0
11,Just sit with the idea for a moment.,1.0,1.0,1.0,1.0,0.0,2.0
12,"It feels strange to let it be there. It does feel heavy. I don't want to let go, but it does feel strange to just let it be there.

It does feel strange to let it be there. I feel like I have to keep pushing to try to make something happen, but it does feel strange to just let that pressure sit there without me trying to fix it.

It's strange to just let it be there, but it does feel strange to keep pushing and trying to fix it, and it does feel like I'm being held back by it. I feel like I have to keep pushing to try to make something happen, but it does feel strange to just let it be there.

It's strange to just let it be there, but it does feel strange to keep pushing and trying to fix it, and it does feel like I'm being held back by it.",1.0,1.0,1.0,1.0,0.0,2.0
13,"It's strange to just let it be there, but it does feel strange to keep pushing and trying to fix it, and it does feel like I'm being held back by it.",1.0,1.0,1.0,1.0,0.0,2.0
14,"I don't know if I'll be able to let go of the need to fix things completely, but maybe if I just try to be present for a moment, just sitting with the way that she is in the pain, without trying to fix it or solve it. I don't know if it's enough, but I don't know if I can try it.",1.0,1.0,1.0,1.0,0.0,2.0
15,"Maybe it's not about controlling the spill or heating the tea up. Maybe it's just about holding the cup gently, feeling the warmth of the tea, and knowing that if it does spill, you can just pick it up and try again.",1.0,1.0,1.0,1.0,0.0,2.0
16,"Okay, so I can see that there's still a part of you that's terrified that if you just try to hold the cup gently, it's going to spill anyway. And if it does spill, you're going to feel awful, right?",1.0,1.0,1.0,1.0,0.0,2.0
17,"Maybe the act of holding it gently, of just being there with her, is what keeps the cup from spilling in the first place.",1.0,1.0,1.0,1.0,0.0,2.0
18,A little less scary now?,1.0,1.0,1.0,1.0,0.0,2.0
19,"Yeah, it makes sense that if I'm trying to solve problems, I would worry that she would abandon me if I'm not useful, if I'm not being productive. But it's very possible that if I'm there just being a person who can tolerate her pain, that's exactly what she needs.

It's not a useful way to be if I'm trying to fix problems, but it is useful if I'm just being a human being who can sit with her suffering. If I'm just being a human being, then I'm already useful. I'm already valuable to her.",1.0,1.0,1.0,1.0,0.0,2.0
