turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Hi Carly, how are you doing today?",0.0,0.0,0.0,0.0,0.0,2.0
2,"Hi Carly, how are you doing today?",0.0,0.0,0.0,0.0,0.0,2.0
3,"Hi Carly, how are you doing today?",1.0,1.0,1.0,1.0,0.0,2.0
4,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,1.0,0.0,2.0
5,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
6,"I've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
7,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
8,"I've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
9,"I've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
10,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
11,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
12,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
13,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
14,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
15,"You've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
16,"You've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
17,"You've been having a really tough time lately. I've been feeling very depressed and hopeless. I'm having trouble sleeping and I'm in a lot of pain. My legs are constantly sore and I feel dizzy all the time. I'm not sure what's going on, but it's very distressing.",1.0,1.0,1.0,0.0,0.0,2.0
18,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
19,"Hi, I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
