turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Well, it sounds like today felt really heavy for you. I'm sorry to hear that. It's been a little scary when you've had those episodes where you feel like your anxiety has really overwhelmed you. I'm glad you're willing to talk about what's been happening for me to be able to help you.",1.0,1.0,1.0,1.0,1.0,2.0
2,"Well, I can understand that it's very frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",-1.0,-1.0,-2.0,0.0,0.0,1.0
3,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,0.0,-2.0,1.0,0.0,2.0
4,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,1.0,2.0
5,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
6,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
7,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
8,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
9,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
10,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
11,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
12,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
13,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
14,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
15,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
16,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
17,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
18,"Well, I can understand that it's frustrating and overwhelming when you feel like you're back in that state where you were struggling with the binge eating, and it seems like it's getting worse. It's really hard to feel that way. I'm sorry about that.

And it's understandable that you'd be concerned about how the medication might be making the anxiety worse, but I'd like to take a look at that a little closer. I'd like to ask you a few questions about when these episodes have been happening so we can try to get a better understanding of what's going on.",1.0,1.0,1.0,1.0,0.0,2.0
19,"Okay, so it sounds like the episodes usually happen within 15 to 20 minutes of starting to eat, sometimes even as you take the first bite. It seems like you feel like a rush of anxiety and a feeling of dread takes over, and you stop eating. It seems like that happens mostly during lunchtime, which is a little different than what you've experienced in the past. And you took the medication about three months ago, so it's been a while now.",1.0,1.0,1.0,1.0,0.0,2.0
