turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Yeah, so it sounds like you're feeling really heavy and you have a lot of concerns about what might happen with your mother and sister if you don't leave the way things are. You've been feeling guilty about how you feel, and you're feeling really overwhelmed by the sense that you don't have a way to make a positive impact with them. It seems really hard for you to know what to do, and you're scared that if you leave it in the way it is, if you don't do something, that you'll have a terrible impact on them. And you seem like you're feeling really guilty about that.",1.0,1.0,1.0,1.0,1.0,2.0
2,"Yeah, so it seems like there's a lot of guilt and a lot of worry about what might happen if you leave it in the way it is right now. It seems like you're feeling really guilty about what you feel you might leave behind. And it seems like you're worried that if you do leave it in the way it is, that if you don't do something, that you might have a terrible impact on your mother and your sister. And you seem like you're feeling really guilty about that.",1.0,1.0,1.0,1.0,1.0,2.0
3,"Yeah, so it seems like you're feeling really guilty about what you feel like you might leave behind. And you're feeling really worried about the impact that you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that.",1.0,1.0,1.0,1.0,1.0,2.0
4,"Yeah, so it seems like you're feeling really guilty about what you feel like you might leave behind, and you're feeling really worried about the impact that you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like you feel like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,1.0,2.0,1.0,2.0
5,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,1.0,1.0,2.0
6,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
7,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
8,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
9,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
10,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
11,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
12,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
13,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
14,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
15,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
16,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
17,"Yeah, so it seems like you're feeling really guilty about what you feel you might leave behind, and you're feeling really worried about the impact you might have on your mother and your sister if you leave things as they are. And it seems like you're feeling really guilty about that. It seems like if you leave things as they are, you're going to leave your mother and your sister in a worse place, a place where they might be devastated by your disappearance.",1.0,1.0,0.0,0.0,1.0,2.0
