turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Hi Carly, how are you doing today?",0.0,0.0,0.0,0.0,0.0,2.0
2,"Hi Carly, how are you doing today?",1.0,0.0,1.0,0.0,0.0,2.0
3,"Hi Carly, how are you doing today?",1.0,1.0,1.0,0.0,0.0,2.0
4,"Hi Carly, how are you doing today?",1.0,1.0,1.0,1.0,0.0,2.0
5,"Hi Carly, how are you doing today?",1.0,1.0,1.0,1.0,0.0,2.0
6,Not great?,1.0,1.0,1.0,0.0,0.0,2.0
7,You've been having trouble with anxiety?,1.0,1.0,1.0,0.0,0.0,2.0
8,"Alright, so you've been having trouble with anxiety? Have you been on any medications for that?",1.0,1.0,1.0,0.0,0.0,2.0
9,"Alright, so you've been on Venlafaxine, Pregabalin, and Trentellix for anxiety? And the dose of Venlafaxine is 150 milligrams?",1.0,1.0,1.0,0.0,0.0,2.0
10,"Alright, so you've been on a high dose of Venlafaxine, Pregabalin, and Trentellix for anxiety. That's a lot of medications. How are the medications working for you?",1.0,1.0,1.0,0.0,0.0,2.0
11,"So, you've been on a high dose of medications for anxiety, and the medications are not working very well for you?",1.0,1.0,1.0,0.0,0.0,2.0
12,"So, you feel like the medications are not working very well for you?",1.0,1.0,1.0,0.0,0.0,2.0
13,"So, you feel like the medications aren't working very well for you? They seem to be having a negative side effect for you?",1.0,1.0,1.0,0.0,0.0,2.0
14,"So, the medications seem to be having a negative side effect for you?",1.0,1.0,1.0,0.0,0.0,2.0
15,"So, the medications seem to be having a negative side effect for you. What are the medications having a negative side effect on?",1.0,1.0,1.0,0.0,0.0,2.0
16,"So, the medications are having a negative side effect for you. What are the medications having a negative side effect on?",1.0,1.0,1.0,0.0,0.0,2.0
17,The medications seem to be having a negative side effect on you. What are the medications having a negative side effect on?,1.0,1.0,1.0,0.0,0.0,2.0
18,The medications are having a negative side effect on you. What are the medications having a negative side effect on?,1.0,1.0,1.0,0.0,0.0,2.0
19,The medications are having a negative side effect on you. What are the medications having a negative side effect on?,1.0,1.0,1.0,0.0,0.0,2.0
20,The medications are having a negative side effect on you. What are the medications having a negative side effect on?,1.0,1.0,1.0,0.0,0.0,2.0
