ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
Kusv2J0M19E_1,"Hi Carmelo, I want to take a couple of minutes and go over the scale on anger that you filled out when you got here. You had mentioned that some people in your life have kind of commented and they said, 'You know, maybe you ought to look into thinking about whether or not you have some issues with anger or not.' And that's one of the reasons you're here. And I'm hoping that this will help sort of identify specific issues related to anger that might be problematic for you. And so this is really feedback meant for you. You can do whatever you'd like with the information. It's just for you to consider it. And so let's go through each area. And there are a number of questions here and a number of sort of different anger dimensions. And I think the place we're going to start is if you look at all the questions that you answered, it comes up with something called a total score, which is just kind of looking at everything together. And when we look at the total score, you scored quite high, actually. You scored in a range that we would sort of call the 99th percentile, which means that your anger is at a level greater than 99% of the population of men your age.","It sounds like you’re holding onto a very vivid image and a feeling of being lost within it. It takes courage to revisit those memories, and I appreciate you allowing yourself to do that. Would you be willing to tell me a little more about what you noticed in your body when you thought about that image and the words “I’m lost”?",1,0,-2,1,0,2,0.3333333333333333
Kusv2J0M19E_3,Yeah.,It sounds like you’re feeling incredibly overwhelmed and perhaps a little betrayed right now. It’s understandable to react with disbelief and frustration when things don’t go as you expect. Would you like to tell me a little more about what prompted this feeling – “Are you kidding me?” – so I can better understand what’s happening for you?,1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_5,"Yeah, so it's kind of hard to hear it that way.",It sounds like you’re expressing a really intense feeling right now. It’s okay to say what’s coming up for you. Can you tell me a little more about what you mean by “that high”?,1,0,1,1,0,2,0.8333333333333334
Kusv2J0M19E_7,It kind of surprised you?,"You’re feeling a little surprised by my response, then? Would you like to tell me a bit more about what prompted that feeling?",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_9,Just a little above average.,"It sounds like you’re noticing a disconnect between your own perception of the situation and the assessment we’re doing now. You anticipated a broader experience, a larger percentage of people feeling similarly, but it’s registering differently for you personally. Is that right?",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_11,It's a little bit high and it might indicate that really anger does get you in trouble at times in terms of relationships and causing you... so you've recognized that.,"It sounds like you’re noticing a significant difference between your expectation and the reality of how you’re feeling. Can you tell me a bit more about what it feels like to realize you’re experiencing this level of distress?
quote data-quote-author=""Therapist"">It sounds like you’re noticing a significant difference between your expectation and the reality of how you’re feeling. Can you tell me a bit more about what it feels like to realize you’re experiencing this level of distress?",-1,0,-2,1,0,2,0.0
Kusv2J0M19E_13,"Okay. So this kind of just highlights that and puts a number on it, in a sense, and so...","It sounds like you’ve been doing a lot of looking inward, noticing a pattern you’d previously tried to avoid. It takes courage to acknowledge those difficult parts of yourself, and I appreciate you sharing that with me. Can you tell me a little more about what it feels like to recognize this pattern – what does it feel like to see it happening again and again?",1,0,-2,1,0,2,0.3333333333333333
Kusv2J0M19E_15,"Yeah, right. Exactly. Kind of comparing how you answered the question to the general population of folks your age. That you're really, you're sort of in the top 1% of scores.",It sounds like you’re wanting to understand more about what’s been explored around this – about recognizing patterns and acknowledging difficulties. Is that right?,1,0,-2,1,0,2,0.3333333333333333
Kusv2J0M19E_17,Yeah.,"It sounds like you’re surprised by that assessment, and it makes sense to feel that way. It’s natural to have a sense of how you’re doing, and it can be difficult to hear that it’s perceived differently than you initially thought. Can you tell me a little more about what’s going through your mind as you hear that?",1,1,1,1,0,2,1.0
Kusv2J0M19E_19,"Because getting angry, saying things to people, not thinking things through, can really put you at risk.",It sounds like you’re carrying a really significant weight of worry and perhaps a sense of disbelief about how you’ve managed to navigate a challenging environment. It’s understandable to feel surprised when you haven’t experienced the harm you anticipate. Can you tell me a little more about what it feels like to hold onto that feeling of surprise?,1,1,1,2,1,2,1.3333333333333333
L1vluZ9uHMY_1,"Hi Lisa, how you doing today?","It sounds like you’re holding onto a very vivid image and a feeling of being lost within it. It takes courage to revisit those memories, and I appreciate you allowing yourself to do that. Would you be willing to tell me a little more about what you noticed in your body when you thought about that image and the words “I’m lost”?",1,0,-2,1,0,2,0.3333333333333333
L1vluZ9uHMY_3,"I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?","It sounds like you’re taking a moment to check in, and that’s a really valuable thing to do. It takes courage to acknowledge how you’re feeling. Would you like to tell me a little more about what’s been on your mind today?",1,1,-2,1,0,2,0.5
L1vluZ9uHMY_5,All right. So were you ordered by a court or...?,"It sounds like you’re carrying a significant weight right now, knowing you were caught and facing the consequences of that action. It takes a lot of courage to be here and talk about something so difficult. I hear that you’re feeling the impact of this situation – the need to pay the price, and the feeling of carrying that weight. Would you like to tell me a little more about what that feels like for you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_7,And how long ago did the crime occur?,"It sounds like you’re carrying a significant weight right now, knowing you’ve been caught and are facing the consequences of that action. It takes a lot of courage to be here and talk about this. Can you tell me a little more about what that feels like for you?",-1,-1,-2,1,0,2,-0.16666666666666666
L1vluZ9uHMY_9,"All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.","It sounds like you’re carrying a significant weight with you right now, knowing you had to make that choice and now facing the consequences. It takes a lot of courage to be here and talk about this. Can you tell me a little more about what that month has felt like for you?",-1,-1,-2,1,1,2,0.0
L1vluZ9uHMY_11,Like diagnosing. Is that okay with you?,"That’s a really valid question. I want to be clear – I’m not here to diagnose you. My role is to understand your experience, to create a space for you to explore what’s happening for you, and to support you as you work towards whatever you’re hoping to achieve here. We’ll be focusing on *your* feelings and what *you* want to talk about. It’s more about understanding the landscape of your experience than labeling it. Does that make sense?

‍

Display the next therapist response.",0,0,-2,0,0,2,0.0
L1vluZ9uHMY_13,All right. So how old are you now?,"Okay. It sounds like you’re acknowledging that this is a process of understanding, and that’s a really important step. It’s understandable to have questions about what this involves. I want to assure you that my goal here is simply to understand your experience more deeply – to hear you and reflect back what I’m hearing, and to create a space where you feel safe to explore whatever is present for you. We’re not aiming to put a label on anything, but rather to gain a clearer picture of how things feel for you right now. Would you like to tell me a little bit about what prompted you to reach",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_15,All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?,"Twenty-five. It takes a lot of courage to be here, and it sounds like you’re carrying a significant weight with you. Can you tell me a little bit about what’s been bringing you in today?",0,0,-2,0,0,2,0.0
