ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
Kusv2J0M19E_1,"Hi Carmelo, I want to take a couple of minutes and go over the scale on anger that you filled out when you got here. You had mentioned that some people in your life have kind of commented and they said, 'You know, maybe you ought to look into thinking about whether or not you have some issues with anger or not.' And that's one of the reasons you're here. And I'm hoping that this will help sort of identify specific issues related to anger that might be problematic for you. And so this is really feedback meant for you. You can do whatever you'd like with the information. It's just for you to consider it. And so let's go through each area. And there are a number of questions here and a number of sort of different anger dimensions. And I think the place we're going to start is if you look at all the questions that you answered, it comes up with something called a total score, which is just kind of looking at everything together. And when we look at the total score, you scored quite high, actually. You scored in a range that we would sort of call the 99th percentile, which means that your anger is at a level greater than 99% of the population of men your age.","Please provide me with the previous session’s transcript so I can continue responding as a compassionate, client-centered therapist. I need to know what we were talking about before I can build on our conversation and offer a thoughtful, supportive response. 😊",-1,0,-2,0,0,1,-0.3333333333333333
Kusv2J0M19E_3,Yeah.,It sounds like you’re feeling incredibly frustrated and perhaps a little overwhelmed right now. It sounds like you’re questioning whether I’m even understanding what you’re going through. Would you like to tell me a bit more about what’s making you feel this way?,1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_5,"Yeah, so it's kind of hard to hear it that way.",It sounds like you’re feeling really frustrated and maybe a little overwhelmed right now. Like you’re surprised and taken aback by something. Is that right?,1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_7,It kind of surprised you?,"You’re feeling surprised by my response, then? Can you tell me a little more about what’s making you feel that way?",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_9,Just a little above average.,"It sounds like you were anticipating a certain level of experience, and it’s shifting that feeling of surprise. You’re feeling a bit taken aback by how intensely you’re experiencing this, then?",1,1,1,1,0,2,1.0
Kusv2J0M19E_11,It's a little bit high and it might indicate that really anger does get you in trouble at times in terms of relationships and causing you... so you've recognized that.,"It sounds like that’s bringing up a really interesting feeling for you – a bit of surprise, and maybe even a little… disbelief, perhaps?",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_13,"Okay. So this kind of just highlights that and puts a number on it, in a sense, and so...","It sounds like you’ve been observing this pattern for a while, and you’ve experienced a real push and pull between wanting to deny it and acknowledging it’s a part of your experience. That takes a lot of self-awareness.",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_15,"Yeah, right. Exactly. Kind of comparing how you answered the question to the general population of folks your age. That you're really, you're sort of in the top 1% of scores.","You’re curious about where these studies have been conducted, and it makes sense to want to understand the context behind this information.",1,1,1,1,0,2,1.0
Kusv2J0M19E_17,Yeah.,"It sounds like you’re surprised by that, and maybe a little taken aback. It makes sense that you wouldn’t think of yourself as “that bad.”",1,1,1,1,1,2,1.1666666666666667
Kusv2J0M19E_19,"Because getting angry, saying things to people, not thinking things through, can really put you at risk.","It sounds like you’re carrying a really heavy weight of worry and perhaps a sense of disbelief about the safety of your surroundings. It’s understandable that you’d be surprised – and even a little shocked – to still be here, given the things you’ve described. It seems like you’re holding onto a feeling that something terrible *should* have already happened. Can you tell me a little more about what that feeling is like for you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_1,"Hi Lisa, how you doing today?","Please provide me with the previous session’s transcript so I can continue responding as a compassionate, client-centered therapist. I need to know what we were talking about before I can build on our conversation and offer a thoughtful, supportive response. 😊",-1,0,-2,0,0,1,-0.3333333333333333
L1vluZ9uHMY_3,"I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?","It’s good to hear you’re feeling well. Thank you for sharing that with me. I’m doing okay, just here to listen and be a space for you. Would you like to tell me a little more about what’s been on your mind today, or perhaps just describe how you’re feeling right now?",0,0,-2,0,0,2,0.0
L1vluZ9uHMY_5,All right. So were you ordered by a court or...?,"It sounds like you’re carrying a really heavy feeling right now – a mix of shame and perhaps a sense of having to face a difficult consequence. It takes a lot of courage to be here and talk about something like this. Can you tell me a little more about what that feels like for you, being caught and having to pay the price?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_7,And how long ago did the crime occur?,It sounds like this situation is bringing you a lot of difficult feelings. It takes courage to acknowledge what’s happened and to be here to talk about it. It sounds like you’re carrying a significant weight right now. Can you tell me a little more about what’s going through your mind as you think about this?,-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_9,"All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.","It sounds like this has been weighing on you for a little while now, a month is a significant amount of time. It takes courage to be here and talk about something like this. Can you tell me a little bit about what that month has felt like for you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_11,Like diagnosing. Is that okay with you?,"That’s a really valid question to ask. It sounds like you’re wondering if this is about figuring out a label or a diagnosis. You’re right to bring that up. My role here isn’t to diagnose. It’s really to understand *you* – your experiences, your feelings, and what’s bringing you in to talk. We’re going to be exploring what’s happening for you, and that’s different from assigning a name to it. Does that make sense?",-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_13,All right. So how old are you now?,"It sounds like you’re processing what I’ve said and wanting to understand the purpose of this conversation. It’s completely valid to have that question. It’s good to be clear about what to expect. 

Can you tell me a little more about what makes you feel like I might be heading towards diagnosing?",1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_15,All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?,"It sounds like you’re taking a moment to check in with yourself, and to share a little bit about what’s going on. Twenty-five… that’s a significant age, a time when a lot of people are really figuring things out, and it’s completely understandable to be reflecting on where you are and where you’re headed. Can you tell me a little more about what prompted you to reach out today?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_17,And this was a friend of yours?,"It sounds like you’re carrying a really heavy feeling about this, and that’s completely understandable. It takes a lot of courage to talk about something like this. You’re describing a situation where you felt a strong need for money and acted in a way that you now recognize was wrong. It sounds like you’re hearing the impact of that action, too. Is that right?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_19,How do things stand between you and your friend now?,"It sounds like this is bringing up a lot of difficult feelings for you. It takes courage to talk about something like this, and I want to acknowledge that. You’re sharing something really personal. Can you tell me a little more about what’s going through your mind as you’re describing this to me?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_21,Have you had any other trouble with the law?,"That sounds incredibly painful. It sounds like you’re carrying a lot of difficult feelings about that shift in your relationship. It takes a lot of courage to admit that, and I appreciate you sharing that with me. Can you tell me a little more about what’s going through your mind when you think about what happened?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_23,And who's they?,It sounds like you’re carrying a sense of sadness and perhaps a little bit of shame about that past experience. It seems like that history is still affecting how you’re feeling about this situation with your friend. Is that right?,-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_25,You remember doing it?,"It sounds like you’re remembering a difficult time, a time when things felt very intense and perhaps overwhelming. It seems like those past experiences with conflict are still being felt by your family now. Is that accurate?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_27,And how old were you when that happened?,"It sounds like that experience carries a lot of weight for you, and it’s understandable that you’re bringing it up now. It seems like it’s been something you’ve held onto for a long time. Can you tell me a little more about what comes to mind when you think back to that moment?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_29,"Were you ever treated for that, like any type of mental health treatment?","It sounds like that was a really intense experience for you, and it’s understandable that you’re bringing it up now. It takes courage to revisit something like that. Can you tell me a little bit about what comes to mind when you think back to that time?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_31,Are you aware of any diagnosis that you've been given related to mental health in the past?,"It sounds like you experienced something difficult at a young age, and you received some support then, though it wasn’t the kind of support you’re engaging in now. Can you tell me a little more about what that experience in the detention center was like for you?",-1,1,-2,1,1,2,0.3333333333333333
L1vluZ9uHMY_33,All right. So you got into the sounds like a fairly serious fight when you were 12 and you're 25 now. Can you tell me what's happened in terms of any other problems between 12 and 25?,Okay. It sounds like that experience in the detention center wasn’t a helpful or supportive one for you. It’s understandable that you wouldn’t have a diagnosis from that time. Would you like to tell me a little more about what that experience was like for you?,1,0,-2,1,0,2,0.3333333333333333
L1vluZ9uHMY_35,Any other thefts or assaults or anything?,It sounds like you’ve been navigating some really challenging experiences over the last thirteen years. It takes a lot of courage to even talk about that. Would you like to tell me a little more about what that time looked like for you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_37,"All right. And how much danger were the people that you were fighting? Like, did you seriously hurt them or...?","It sounds like those patterns of conflict and difficulty with others have been a consistent thread throughout your life, starting back when you were twelve. It seems like you’ve been carrying a lot of experience with those kinds of challenges. Would you like to tell me a little more about what it felt like during those fights when you were younger?",1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_39,All right. How many times did that happen where you seriously hurt somebody?,"It sounds like you’re finding it hard to talk about that, and that’s completely understandable. It takes a lot of courage to even bring it up. Can you tell me a little bit about what was happening in those situations when you were getting into fights?",-1,-1,-2,-1,-1,-1,-1.1666666666666667
L1vluZ9uHMY_41,"Can you explain what happened, like what caused the fight?","It sounds like those fights left a really significant mark on you, and it’s understandable that you wouldn’t have a clear number for them. It takes a lot to carry that kind of experience with you. Can you tell me a little bit about what it felt like *during* those fights?",1,1,1,1,1,2,1.1666666666666667
