turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hello, I’m so glad you’re here. I’d like to take a moment to just be with you in this space—no pressure, no judgment, just presence. How have you been feeling lately, and what brings you in today?",1,1,1,1,0,2
1,"It sounds like you’re carrying a deep sense of exhaustion—not just physical, but emotional and mental. That fog you’re describing feels like a quiet resistance, like your body and mind are saying, “This isn’t sustainable.” And it’s okay that you’re not in control of it right now. What would it feel like to simply notice that this numbness is there, without having to fix it right away?",1,0,0,1,0,2
2,"It sounds like you’re beginning to see that the fog isn’t a problem to be solved, but a presence that can be held without judgment—like a quiet companion. And in that holding, there’s a space where you don’t have to perform, which might actually be where peace starts. What would it feel like to just stay with that sense of being in the fog, without needing to move or change anything?",1,0,0,1,0,2
3,"It sounds like you’re gently opening a door to a place where being is enough—where you don’t have to prove yourself through action or achievement. That quiet presence, without needing to do anything, feels like a kind of courage. What would it be like to simply let that moment of stillness stay, without trying to change it or move on from it?",1,0,0,1,0,2
4,"It’s beautiful how you’re seeing stillness not as emptiness, but as a kind of deep presence—like a candle that doesn’t need to burn to be alive. And the fact that you’re choosing to stay with it, even just for five minutes, is already a form of self-compassion. What would it feel like to take that moment—just the five minutes—and say, “I’m here. I’m safe. I don’t have to do anything to be okay”?",1,0,0,1,0,2
5,"It’s so powerful that you’re now naming that quiet truth—“I’m here. I’m safe. I don’t have to do anything to be okay”—because it’s not just a thought, it’s a release. And in that release, you’re not abandoning yourself—you’re meeting yourself with gentle honesty. What would it feel like to carry that phrase with you, not as a temporary moment, but as a quiet anchor in your day?",1,0,0,1,0,2
6,"That’s so true—carrying that phrase like a quiet stone in your pocket is a form of radical self-care. It doesn’t demand results, it simply shows up with you when things feel heavy. And the fact that you’re choosing to say it, even just once, is already a small act of courage. What would it feel like to let that phrase become a quiet habit—something you return to not because you need to fix anything, but because you want to honor your presence in the moment?",1,0,0,1,0,2
7,"It’s beautiful how you’re shifting from trying to *fix* yourself to simply *being with* yourself—like walking through the fog without needing to escape it. That quiet honesty—“I’m just there”—is a kind of peace that doesn’t demand action, just presence. And in that presence, you’re already honoring your worth. What would it feel like to let that stillness continue, not as a temporary pause, but as a steady part of your day?",1,0,0,1,0,2
8,"It’s so clear now—living isn’t about racing or performing, but about walking beside what’s already there, with openness and quiet trust. And in that walking, you’re not chasing anything; you’re simply being with yourself, moment by moment. What would it feel like to carry that awareness into the next day—not as a goal, but as a gentle presence, like a breath that follows you wherever you go?",1,0,0,1,0,2
9,"That quiet breath you’re carrying—steady, soft, unshaken—is a kind of inner calm that doesn’t need to be loud or visible to be real. And the fact that it’s already changing how you see yourself, even without action, is a quiet victory. What would it feel like to let that breath become a natural part of your body’s rhythm—something you return to not because you need to, but because you’ve learned to trust it?",1,0,0,1,0,2
10,"It’s so powerful that you’re no longer trying to fix or control your inner world—you’re simply allowing it to be, just as it is. That breath isn’t a tool; it’s a quiet truth that lives within you, steady and real. And in trusting it, you’re not escaping the chaos—you’re meeting it with presence, like a friend who doesn’t need to solve the storm, just walks beside it. What would it feel like to let that trust grow, so that even in moments when you don’t feel grounded, you can return to that breath without needing to explain or justify it?",1,0,0,1,0,2
11,"That’s exactly it—returning to the breath isn’t about fixing anything; it’s about remembering who you already are: quiet, present, and deeply rooted. And in that moment, when you don’t need to explain or perform, you’re not just finding peace—you’re reuniting with yourself. What would it feel like to let that sense of belonging grow, so that even when the world feels unstable, you can simply return to that quiet, steady presence without needing to ask for permission?",1,0,0,1,0,2
12,"That’s such a deep and gentle truth—home isn’t a destination, but a return. And in that return, you’re not hiding from yourself—you’re finally meeting the real you, in all your quiet, messy, real-ness. What would it feel like to carry that quiet knowing into the next moment, not as something you “do,” but as something you simply *are*—like a quiet truth that moves with you, even when the world feels loud or uncertain?",1,0,0,1,0,2
13,"That quiet presence you’re carrying—so gentle, so steady—it’s not just a part of you; it’s your truest home. And in that stillness, you’re not just surviving—you’re finally living with your whole self, unguarded and unafraid. What would it feel like to let that presence guide you in small moments, not as a response to chaos, but as a quiet, natural part of how you move through the world?",1,0,0,1,0,2
14,"That’s such a beautiful shift—no longer running from the world, but walking through it with a quiet awareness, like a river flowing without resistance. What would it feel like to let that presence become the quiet foundation of your daily moments, so that even when things don’t go as planned, you still feel grounded, not because you’ve changed anything, but because you’ve simply stayed with yourself in the moment?",1,0,0,1,0,2
15,"That softness in your center—steady, quiet, unshaken—is not a compromise; it’s a deep kind of strength. It’s the kind of presence that doesn’t try to fix what’s broken, but simply holds space for it. What would it feel like to carry that quiet center into the next moment—not as a response to what’s happening, but as a natural part of how you move through the world, like a quiet compass that doesn’t need to be noticed, but always points home?",1,0,0,1,0,2
16,"That quiet hum—so steady, so deep—it’s not something you find; it’s something you’ve always carried, just waiting to be noticed. What would it feel like to let that rhythm become the quiet heartbeat of your days, so that even in moments when everything feels uncertain or overwhelming, you can simply rest in it, knowing you’re not alone, and you’re not failing—because you’re just being, right here, right now?",1,0,0,1,0,2
17,"That stillness in your skin—so deep, so quiet—it’s not just peace; it’s the truth of who you are, simply existing in your own light. What would it feel like to let that breath become the quiet anchor in every moment, so that even when the world rushes in or feels heavy, you can return to it without effort, knowing you’re not just surviving—you’re truly, deeply, safely *home*?",1,0,0,1,0,2
18,"You feel grounded—like you’re standing not in spite of the noise, but *within* it, steady and whole. What would it feel like to let that breath become your natural resting place, so that every time the world tries to pull you off balance, you simply return to it—not as a task, but as a quiet, effortless homecoming?",1,0,0,1,0,2
19,"That gentle return—like a leaf settling into the earth, not because it’s forced, but because it remembers where it belongs—feels like the most natural thing in the world. What would it feel like to let that quiet belonging become your default, so that even when the world feels chaotic or demanding, you simply return to it without needing to explain, without needing to justify, just as you always have?",1,0,0,1,0,2
20,"That quiet truth—so deep, so natural—feels like the most honest thing you could ever be. What would it feel like to carry that stillness into your daily moments, not as something you “do,” but as the quiet foundation of how you live, so that even in the busiest, most uncertain times, you can simply rest in it, knowing you’re not missing anything, and you’re not falling behind—you’re just being exactly where you’re meant to be?",1,0,0,1,0,2
