Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.",T,qe-0fk4ZG20_1,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,0,0,-2,0,0,2,,Hi I'm Dr. Van Halosiever. Can you tell me your name and how old you are?
So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.,T,qe-0fk4ZG20_3,1.0,1.0,1.0,1.0,1.0,2.0,2,-1,-1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.","So the dishes don't get done, and that's on his mind."
"So even when you do do the dishes, you're feeling like you aren't measuring up basically.",T,qe-0fk4ZG20_5,1.0,1.0,1.0,1.0,0.0,2.0,1,1,1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.",So the dishes are a symbol of the larger issue that the relationship is not working for you.
"So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?",T,qe-0fk4ZG20_7,1.0,0.0,0.0,1.0,0.0,2.0,-1,0,-2,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.",So how long has this been going on?
So sometimes you're feeling like Linda might be the one with the power in the relationship.,T,qe-0fk4ZG20_9,1.0,1.0,0.0,1.0,0.0,2.0,1,1,1,1,1,2,"Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.",So there's a power dynamic where you're being a little disrespectful but also a little scared of her.
"Whenever you have these fights, what happens?",T,qe-0fk4ZG20_11,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.","So I mean, I guess that's possible but I think that's a really big assumption to make. I guess I could have been wrong about that but I thought from the way you described it, I thought that's it just seemed like that's the kind of relationship that you wanted. I guess I could have been wrong but I thought that's the kind of relationship that you wanted. I guess I could have been wrong but I thought that's the kind of relationship that you wanted. I guess I could have been wrong but I thought that's the kind of relationship that you wanted. I guess I could have been wrong but I thought"
What do you mean? What would shock him?,T,qe-0fk4ZG20_13,1.0,1.0,1.0,1.0,1.0,2.0,1,1,-2,1,1,2,"Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.",How long have you been dealing with these issues?
"Help me, is that scary for you?",T,qe-0fk4ZG20_15,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.",How long have you been dealing with these issues?
"And what about you, Jack? Are you a little afraid in that situation?",T,qe-0fk4ZG20_17,1.0,1.0,1.0,1.0,0.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?",What do you think about that?
Let's go back to the fight. How does it normally end?,T,qe-0fk4ZG20_19,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,-1,"Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.",But it sounds like you're pretty scared of the thought of not being there for her.
