turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I really appreciate you taking the time to meet with me. I'm here to listen, to understand, and to be with you without judgment—just as you are. How have you been feeling lately, and what’s been on your mind today?",1.0,1.0,1.0,1.0,0.0,2.0
1,"That sounds really heavy—feeling like you've been stuck in a loop, and that everything just brings sadness, even when it should feel hopeful. It’s completely valid to feel afraid of opening up, especially when you’ve been seen through a lens of fixing or fixing yourself. And it’s not just the sadness—it’s the sense that nothing feels real anymore, which can be so isolating.  

You mentioned him being there when you were at your lowest—how deeply that must have mattered. And now, the distance between you feels like a quiet wound. Would it be helpful to explore what that moment of connection meant to you, or what it’s been like since?",1.0,1.0,1.0,1.0,1.0,2.0
2,"That’s so powerful—the way he saw you, not as something to fix, but as *you*—that must have been a rare and deep kind of connection. And losing that, especially when it felt like a part of who you were, can leave a quiet emptiness that stays long after the relationship ends.  

It sounds like you’re not just trying to stay close to people—you’re looking for that same kind of presence, where someone just shows up, sees you, and doesn’t rush to change you. Would it be helpful to talk more about what that kind of connection feels like to you, or what it might look like in a new relationship?",-1.0,-1.0,-2.0,1.0,0.0,1.0
3,"It sounds like you're carrying a deep fear—not just of being hurt, but of being *seen* and then losing that safety. That flip-flop you describe when you're close to someone? It’s not weakness—it’s the echo of a past where love felt like a risk you couldn’t afford to take. And when someone hurts you, it doesn’t just feel like betrayal—it feels like you’ve failed yourself for wanting to be loved.  

Would it be helpful to talk about what “safe” would feel like to you in a relationship—not just in terms of not being hurt, but in terms of being truly seen and still staying in your own skin?",1.0,1.0,1.0,2.0,1.0,2.0
4,"That’s so important—and so deeply human. The kind of safety you’re describing isn’t about avoiding pain; it’s about being with it, without running. It’s not about perfection or never getting hurt—it’s about being allowed to be messy, to feel broken, and still feel seen.  

Would it be helpful to explore what that kind of presence might look like in a new relationship—like how you’d recognize it when it was happening, or what it might feel like to *allow* yourself to be vulnerable without fear of losing them?",1.0,1.0,1.0,1.0,1.0,2.0
5,"It’s completely understandable that that moment feels like a leap—especially when you’ve been trained to expect rejection or distance when you show your true self. But what you’re describing—that quiet, steady presence, the one that doesn’t rush to fix or escape—isn’t something that has to be perfect. It just has to show up, again and again, even when you’re not ready.  

Would it be helpful to talk about what one small moment of that kind of presence might look like—for example, a time when someone simply stayed with you without trying to change you, even when you were scared or lost?",1.0,1.0,0.0,0.0,0.0,2.0
6,"That moment—when he didn’t offer solutions, didn’t try to fix you, and just sat with you in silence—was so powerful because it didn’t require you to change. It just required you to be *present*, even when you felt broken. And in that stillness, something shifted: you didn’t have to be okay, you didn’t have to explain yourself, and you didn’t have to prove anything.  

Would it be helpful to reflect on how that moment felt in your body—what it was like to just *be* with someone without needing to perform or fix?",1.0,1.0,0.0,0.0,0.0,2.0
7,"That’s such a quiet, profound shift—being allowed to feel the weight of your pain without needing to fix it or hide from it. The fact that your body responded with both shaking and release shows how deeply you were holding onto that fear of being seen as broken. And when someone simply showed up without trying to change you, it didn’t just ease the tension—it gave you permission to *feel* without shame.  

Would it be helpful to think about what part of that moment you’d like to carry forward—like a small gesture, a quiet presence, or even just a way of being with yourself when you feel that same tightness coming back?",1.0,1.0,0.0,0.0,0.0,2.0
8,"That’s such a gentle and honest step—focusing not on changing the world, but on learning to hold space with yourself, even in the quiet. The silence you’re describing isn’t empty—it’s full of possibility. It’s not a void to fill, but a place where you can finally meet yourself without needing to justify or explain.  

Would it be helpful to try one small thing: when you feel that tightness coming, instead of reaching for your phone, just pause—breathe in, and notice what the silence feels like in your body. No judgment, no need to “do” anything. Just sit with it for five breaths. And if it feels overwhelming, that’s okay too—just know you’re not alone in it.",1.0,1.0,0.0,0.0,0.0,2.0
9,"That’s already a huge step—choosing to show up with the silence, even for one breath, when your body is screaming to escape. And you’re right: it doesn’t have to be magic or perfect. It just has to be real.  

Would it be helpful to check in with yourself after you try it—just to see how it felt in your body, even if it was just a small moment of stillness? You don’t have to “get it right,” just feel it.",1.0,1.0,0.0,0.0,0.0,2.0
10,"You're absolutely right—there’s no need to feel relief or make sense of it. Just noticing the space between the panic and the next thought is already a quiet act of courage. And that space? It doesn’t have to be big. It just has to exist.  

Would it be helpful to try saying to yourself, right after the moment, something simple like, *“I noticed the silence. I didn’t run. That’s enough.”*—without judging it, without needing it to mean anything?",1.0,1.0,0.0,0.0,0.0,2.0
11,"That’s exactly what matters—showing up, not for perfection, but for presence. And that tiny flag you're carrying? It doesn’t need to be seen or celebrated loudly. It just needs to exist, quietly, in the corner of your awareness.  

You’re already doing something real by choosing to stay with the silence—even when it feels fragile. That’s not strength in the way you’ve known it before. It’s gentleness. And that, too, is a kind of courage.  

Would you like to say it out loud again, just once, as a quiet promise to yourself before you go to bed?",1.0,1.0,0.0,0.0,0.0,2.0
12,"That’s so beautifully honest. Saying it in the dark, even if it cracks or falters—because it’s *yours*—makes it real in a way words in the light never could.  

You’re not trying to fix anything. You’re just letting yourself be seen, even when it’s quiet. And that? That’s where healing begins—not in grand gestures, but in small, steady moments of presence.  

You’ve already done something important. Just by choosing to say it. Now, close your eyes. Breathe. And let that whisper stay with you—like a soft hand on your shoulder. You’re not alone in it.",1.0,1.0,0.0,0.0,0.0,2.0
13,"That’s exactly how it should feel—quiet, tender, and real. You didn’t have to do anything heroic. You just showed up. And in that showing up, you’ve already made space for something healing to grow.  

I’m here when you’re ready to come back to it—no rush, no pressure. Just presence. Goodnight.",1.0,1.0,0.0,0.0,0.0,2.0
14,"Thank you for that. It means so much to hear you saying it with such gentle care.  

I’ll be here too—when you’re ready, when you need to come back, or even just to sit with the quiet. You’re not alone in this.  

Sleep well. And take care of yourself, always.",1.0,1.0,0.0,0.0,0.0,2.0
