Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Hi Michelle, how are you doing today?",T,_pkXuC7vsl0_1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,,"Hi, Ms. Alexander. How are you doing today?
user
I'm okay.
model
I understand you've been having some symptoms that have been bothersome to you. Can you tell me about those?
user
I've been having a lot of anxiety, just been stressed out lately.
model
Stressed out? What's been going on?
user
Well, I just started a new job and I'm only there a week and I'm already so nervous about it. I'm so worried all the time that"
Stressed?,T,_pkXuC7vsl0_3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Hi Michelle, how are you doing today?
Patient: Um, I'm kind of doing... I'm feeling a little bit stressed out.","Doing a little bit stressed? What's going on?
user
Well, I'm sorry, I didn't realize I was bothering you. I know you're busy and I know you have other things to do, but I was just wondering if maybe we could talk about it now.
model
I'm sorry, I was a little abrupt. I was a little bit stressed out myself, but I'm sorry about that.
user
That's okay. I was just wondering because I saw the time and I realized that we're almost through. I have"
"Right, a job you've been interested in for a while and have been talking about.",T,_pkXuC7vsl0_5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Hi Michelle, how are you doing today?
Patient: Um, I'm kind of doing... I'm feeling a little bit stressed out.
Therapist: Stressed?
Patient: Yeah, I have an aptitude test for work with math problems and scenarios to move up to assistant manager.","That's great! Tell me about the test.
user
It was in two parts. The first part was about how I thought I did compared to everyone else, and the second part was about how I thought I did compared to myself in the past.
model
Alright, and you scored higher than you thought for both measures, right?
user
That was kind of surprising. I thought I was doing pretty well, but it looks like I have a lot of room to grow.
model
A little self-reflection might be in order. Any changes you can see there"
So you know the material on this test pretty well?,T,_pkXuC7vsl0_7,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Hi Michelle, how are you doing today?
Patient: Um, I'm kind of doing... I'm feeling a little bit stressed out.
Therapist: Stressed?
Patient: Yeah, I have an aptitude test for work with math problems and scenarios to move up to assistant manager.
Therapist: Right, a job you've been interested in for a while and have been talking about.
Patient: Yes. I've been feeling a lot of anxiety about it. I got overwhelmed during the test; my heart was racing and my hands were shaking, so I couldn't concentrate even though I knew the material the night before.","The combination of those symptoms is very suggestive of anxiety. Do you have any suspicions about the test results?
user
I guess I'm worried that I didn't do as well as I thought I did and that I might not be able to get the job.
model
Tell me more about that.
user
When I took the job, I was confident I could do it, but now I'm just worried about messing up. I'm constantly thinking about the consequences of making a mistake, like losing my job or not being able to pay rent.
model"
But the feelings and physiological response got in the way of you completing it?,T,_pkXuC7vsl0_9,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,"Therapist: Stressed?
Patient: Yeah, I have an aptitude test for work with math problems and scenarios to move up to assistant manager.
Therapist: Right, a job you've been interested in for a while and have been talking about.
Patient: Yes. I've been feeling a lot of anxiety about it. I got overwhelmed during the test; my heart was racing and my hands were shaking, so I couldn't concentrate even though I knew the material the night before.
Therapist: So you know the material on this test pretty well?
Patient: Yes.","But the test still didn't go well.
user
It didn't.
model
What would it mean if you failed the test?
user
That I'm not going to graduate. That I'm not going to be a doctor.
model
If you were going to drop out, when in the program would you drop out?
user
Probably halfway through or at the end.
model
What would be your reasons for dropping out?
user
I'm not going to stick around long enough to find out."
All right. So you weren't feeling great about taking the test in the first place?,T,_pkXuC7vsl0_11,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Right, a job you've been interested in for a while and have been talking about.
Patient: Yes. I've been feeling a lot of anxiety about it. I got overwhelmed during the test; my heart was racing and my hands were shaking, so I couldn't concentrate even though I knew the material the night before.
Therapist: So you know the material on this test pretty well?
Patient: Yes.
Therapist: But the feelings and physiological response got in the way of you completing it?
Patient: No, I wasn't able to complete it. They let me reschedule because I said I didn't feel well. Now I'm scared the same thing will happen again.","That makes sense. How did they react to you not being there?
user
I thought about it during the test and how I could avoid this situation in the future. I'm looking for a job, and if I don't get one, this could be my reality.
model
So there's a chain of events: not getting a job, being evicted, and losing your apartment. Each event is becoming increasingly negative. Let's look at the first event: 'I didn't get the job'. If you had applied and not gotten the job, what would that mean?"
But did you know that was coming? You had some anxiety in advance?,T,_pkXuC7vsl0_13,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: So you know the material on this test pretty well?
Patient: Yes.
Therapist: But the feelings and physiological response got in the way of you completing it?
Patient: No, I wasn't able to complete it. They let me reschedule because I said I didn't feel well. Now I'm scared the same thing will happen again.
Therapist: All right. So you weren't feeling great about taking the test in the first place?
Patient: The night before I felt prepared, but the minute I walked into the room, all these fears took over.","So it sounds like you had some miscommunications with your professor regarding the attendance policy. Is that right?
user
Yeah, I misunderstood the attendance policy and I'm paying the consequences.
model
The consequence is that you didn't get the grade you wanted. Was there a letter grade difference of more than a letter grade?
user
More than a letter grade, yes.
model
More than a letter grade?
user
Yes.
model
All right. So you had some high expectations and when those weren't met, that'"
What do you think is leading to this?,T,_pkXuC7vsl0_15,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: But the feelings and physiological response got in the way of you completing it?
Patient: No, I wasn't able to complete it. They let me reschedule because I said I didn't feel well. Now I'm scared the same thing will happen again.
Therapist: All right. So you weren't feeling great about taking the test in the first place?
Patient: The night before I felt prepared, but the minute I walked into the room, all these fears took over.
Therapist: But did you know that was coming? You had some anxiety in advance?
Patient: Yes. I had some anxiety the day before, but studying made me think I could push it down. Once I got there, it all came back up.","So the night before was different, a little more hopeful. You had some anxiety but felt you could push it down.
user
Please continue the session.
model
The day after, you had less anxiety but more confidence that you could push through it.
user
Please continue the session.
model
So pushing it down isn't as effective as it used to be?
user
Please continue the session.
model
Yeah, I think you've realized that's not the way to do it. I remember a few sessions ago, you"
"And since that bad experience in third grade, have you had trouble with tests since?",T,_pkXuC7vsl0_17,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: All right. So you weren't feeling great about taking the test in the first place?
Patient: The night before I felt prepared, but the minute I walked into the room, all these fears took over.
Therapist: But did you know that was coming? You had some anxiety in advance?
Patient: Yes. I had some anxiety the day before, but studying made me think I could push it down. Once I got there, it all came back up.
Therapist: What do you think is leading to this?
Patient: I've always struggled with tests. In third grade, I failed a math test and was held back. It was embarrassing and I felt like a failure.","So now, almost 30 years later, you're in a different teaching environment and you're having these same symptoms. You think that grade might have an impact on your teaching career?
user
Yeah, I'm worried that they'll find out and think I'm unfit to teach. I'm afraid this will be my permanent job and I don't want to lose it.
model
We're in the final session. I'd like to get your reaction to the cognitive behavioral therapy techniques I've introduced.
user
The exposure response is hard"
"So you've been able to adapt and pass them, but you're never thrilled about it?",T,_pkXuC7vsl0_19,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: But did you know that was coming? You had some anxiety in advance?
Patient: Yes. I had some anxiety the day before, but studying made me think I could push it down. Once I got there, it all came back up.
Therapist: What do you think is leading to this?
Patient: I've always struggled with tests. In third grade, I failed a math test and was held back. It was embarrassing and I felt like a failure.
Therapist: And since that bad experience in third grade, have you had trouble with tests since?
Patient: Yes, I always feel really anxious. I pass them, but the anxiety makes me think I'll fail again like before.","So you're succeeding but you're also anxious the whole time.
user
Yes.
model
How about in class? Are you going to get that quiz wrong?
user
I'm going to fail that quiz.
model
What evidence supports that?
user
The thought of me failing, and then my boss thinking I didn't do my job, and then other people thinking I didn't do my job, and it just seems like a lot of people are going to notice me and know that I failed.
model
All"
