Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"All right, so let's, if we could, let's talk about the moment in the presentation again. I want to try to help you develop some strategies to bring those anxiety symptoms down.",T,o2Cv6Mlp3KY_2,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,,"Hi, Ms. Alexander. How are you doing today?
user
I'm okay.
model
I understand you've been having some symptoms that have been bothersome to you. Can you tell me about those?
user
I've been having a lot of anxiety, just been stressed out lately.
model
Stressed out? What's been going on?
user
Well, I just started a new job and I'm only there a week and I'm already so nervous about it. I'm so worried all the time that"
"Let's actually go right before the moment. So you're still sitting down and you're getting ready to present, let's just say you're second to present like we've talked about, and you're thinking they're going to see me as anxious, they're going to think I don't belong here.",T,o2Cv6Mlp3KY_4,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,"Therapist: All right, so let's, if we could, let's talk about the moment in the presentation again. I want to try to help you develop some strategies to bring those anxiety symptoms down.
Patient: Okay.","So let's start by just having a general question about your medical history. Is that okay?
user
Yeah.
model
Do you have any health problems currently?
user
No.
model
No. Have you ever been in the hospital or anything?
user
No.
model
Never?
user
No.
model
All right. Any use of drugs or alcohol?
user
No.
model
No. Any medical conditions?
user
No."
"So these thoughts occur because you have an expectation, a rule, an attitude that you've brought into that class. It's perfectly natural, everyone has these beliefs. They combine with the stressor of the presentation and classmates watching, and result in these automatic thoughts.",T,o2Cv6Mlp3KY_5,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,"Therapist: All right, so let's, if we could, let's talk about the moment in the presentation again. I want to try to help you develop some strategies to bring those anxiety symptoms down.
Patient: Okay.
Therapist: Let's actually go right before the moment. So you're still sitting down and you're getting ready to present, let's just say you're second to present like we've talked about, and you're thinking they're going to see me as anxious, they're going to think I don't belong here.","Right, so you're in the midst of presenting, you've already had that thought.
user
Yeah.
model
And then you have some other thought that you that you want to push in.
user
I want to yell back at her. I want to tell her that I'm doing the best I can.
model
And what would be the consequence of yelling at her?
user
I think we'd both get angry and we'd both feel pretty bad, but I don't think it would necessarily fix anything."
"And just like the beliefs, they're not good or bad, they're just thoughts. Actually, they're fairly understandable and natural thoughts.",T,o2Cv6Mlp3KY_7,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,"Therapist: All right, so let's, if we could, let's talk about the moment in the presentation again. I want to try to help you develop some strategies to bring those anxiety symptoms down.
Patient: Okay.
Therapist: Let's actually go right before the moment. So you're still sitting down and you're getting ready to present, let's just say you're second to present like we've talked about, and you're thinking they're going to see me as anxious, they're going to think I don't belong here.
Therapist: So these thoughts occur because you have an expectation, a rule, an attitude that you've brought into that class. It's perfectly natural, everyone has these beliefs. They combine with the stressor of the presentation and classmates watching, and result in these automatic thoughts.
Patient: Okay.","So you have these thoughts, and they're telling you that you're anxious, you're stressed, and you're not doing well. And they're predicting things like you're going to get a bad grade or your classmates are going to judge you.
user
Yeah.
model
Right. So you have these thoughts, they're predicting these consequences, and then you have these feelings and behaviors that are the results. So it's kind of like a chain of events. You have the trigger, the thought, the feeling, and then the behavior. Does that make sense"
"The problem is that they lead to symptoms. You're sitting there and thinking, 'They're going to see that I'm anxious. They're going to think I'm not good enough.' What reaction do you have when you have that thought?",T,o2Cv6Mlp3KY_9,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,"Patient: Okay.
Therapist: Let's actually go right before the moment. So you're still sitting down and you're getting ready to present, let's just say you're second to present like we've talked about, and you're thinking they're going to see me as anxious, they're going to think I don't belong here.
Therapist: So these thoughts occur because you have an expectation, a rule, an attitude that you've brought into that class. It's perfectly natural, everyone has these beliefs. They combine with the stressor of the presentation and classmates watching, and result in these automatic thoughts.
Patient: Okay.
Therapist: And just like the beliefs, they're not good or bad, they're just thoughts. Actually, they're fairly understandable and natural thoughts.
Patient: Mhm.","But because of the way you've processed them, they're leading to these less than useful conclusions. So we're going to have to work on those, too.
user
Okay.
model
So I want to show you a little bit of a process. I'm going to get you to do some things with your hands and your body to kind of get you out of your head and into your body more. I'm going to get you to do some things with your hands and your body to kind of get you out of your head and into your body more. I'm"
"Okay, so distressing symptoms.",T,o2Cv6Mlp3KY_11,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: So these thoughts occur because you have an expectation, a rule, an attitude that you've brought into that class. It's perfectly natural, everyone has these beliefs. They combine with the stressor of the presentation and classmates watching, and result in these automatic thoughts.
Patient: Okay.
Therapist: And just like the beliefs, they're not good or bad, they're just thoughts. Actually, they're fairly understandable and natural thoughts.
Patient: Mhm.
Therapist: The problem is that they lead to symptoms. You're sitting there and thinking, 'They're going to see that I'm anxious. They're going to think I'm not good enough.' What reaction do you have when you have that thought?
Patient: I guess I'm very observant, I start looking around, I'm sweating. I'm having physical responses and looking around to see if anyone's already looking at me, like hyper-vigilance.","Okay. So you're kind of scanning the room and you have these physical reactions. So what happens then?
user
Then I feel like I have to go grab the notebook and pretend that I'm presenting. I'll keep presenting and then I'll go into my room and my heart's racing, I'm sweating, and then I just keep thinking, 'They saw it, they saw I was anxious, they won't present me next time because they think I did poorly.'
model
So you kind of self-select out because you think you're going to be"
What's something that you could say to yourself in that moment that would maybe get in between that thought and that reaction?,T,o2Cv6Mlp3KY_13,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: And just like the beliefs, they're not good or bad, they're just thoughts. Actually, they're fairly understandable and natural thoughts.
Patient: Mhm.
Therapist: The problem is that they lead to symptoms. You're sitting there and thinking, 'They're going to see that I'm anxious. They're going to think I'm not good enough.' What reaction do you have when you have that thought?
Patient: I guess I'm very observant, I start looking around, I'm sweating. I'm having physical responses and looking around to see if anyone's already looking at me, like hyper-vigilance.
Therapist: Okay, so distressing symptoms.
Patient: Yeah.","And what happens there?
user
I'm going to go red or purple, or just visibly shaking. I'll start to sweat. I'll start to stutter and trip over my own feet.
model
We've talked about how confidence is really just how you feel about yourself. So when you say that you're sweating and you're feeling that you're going to trip, what I want you to do is to try and push back against that. What would that mean about your confidence if you believed that thought?
user
That I'm not going to"
"Okay. So some deep breathing, looking over your notes, kind of focusing on that and realizing they're not really looking at you anyway at that moment. You bring your notes with you to class?",T,o2Cv6Mlp3KY_15,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: The problem is that they lead to symptoms. You're sitting there and thinking, 'They're going to see that I'm anxious. They're going to think I'm not good enough.' What reaction do you have when you have that thought?
Patient: I guess I'm very observant, I start looking around, I'm sweating. I'm having physical responses and looking around to see if anyone's already looking at me, like hyper-vigilance.
Therapist: Okay, so distressing symptoms.
Patient: Yeah.
Therapist: What's something that you could say to yourself in that moment that would maybe get in between that thought and that reaction?
Patient: Well, I think in that moment most people are looking at the person who's presenting and not at me. I could maybe take some deep breaths or try to calm myself down, maybe look over my notes one more time, because they're all watching the person presenting, not me.","So one of them is looking at you and judging you, but a lot of them are not. They're maybe distracted or maybe looking at the material, right? But not focused on you in that way.
user
Yeah.
model
Okay. So if they're not, it's a lower probability that you're going to pick up on their judgment about your outfit. It's still there, though, right? That little blip.
user
Right.
model
So you know, I could see how this could be a good experiment for both"
"Okay, so you always have those with you. And it's just a matter of can you focus your attention on them?",T,o2Cv6Mlp3KY_17,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,"Therapist: Okay, so distressing symptoms.
Patient: Yeah.
Therapist: What's something that you could say to yourself in that moment that would maybe get in between that thought and that reaction?
Patient: Well, I think in that moment most people are looking at the person who's presenting and not at me. I could maybe take some deep breaths or try to calm myself down, maybe look over my notes one more time, because they're all watching the person presenting, not me.
Therapist: Okay. So some deep breathing, looking over your notes, kind of focusing on that and realizing they're not really looking at you anyway at that moment. You bring your notes with you to class?
Patient: I mean, like usually I have index cards or maybe some stats on something that I want to look over, like some numbers or something I don't want to forget.","Okay. So you could review those before you get up.
user
Yeah, I guess I could.
model
Is that something you could try?
user
Yeah, I mean, it's worth it to me to, you know, not have to go to court and be under oath and have it be so much worse. So I'm willing... I'm willing to try anything you got.
model
So you're willing to try anything to not have to go to court.
user
Yeah, I mean, once I know that I"
"And if you're focusing on that and thinking about that, you're not thinking about whatever they might be thinking about. And how about the deep breathing? Is that a strategy you've tried before?",T,o2Cv6Mlp3KY_19,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,"Therapist: What's something that you could say to yourself in that moment that would maybe get in between that thought and that reaction?
Patient: Well, I think in that moment most people are looking at the person who's presenting and not at me. I could maybe take some deep breaths or try to calm myself down, maybe look over my notes one more time, because they're all watching the person presenting, not me.
Therapist: Okay. So some deep breathing, looking over your notes, kind of focusing on that and realizing they're not really looking at you anyway at that moment. You bring your notes with you to class?
Patient: I mean, like usually I have index cards or maybe some stats on something that I want to look over, like some numbers or something I don't want to forget.
Therapist: Okay, so you always have those with you. And it's just a matter of can you focus your attention on them?
Patient: Right, exactly, enough to not forget them.","So you're not sure if they're really listening or if they're just going through a checklist.
user
Right, they're just going through a checklist. I'm not sure if they're listening or not.
model
So, do they ever ask you to repeat it?
user
No, they just seem to think I know the subject well enough that I shouldn't need to review, but I feel like if I don't, I won't do well.
model
It's a good way to prepare yourself."
"So you've been able to do it sometimes, just not often.",T,o2Cv6Mlp3KY_21,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,"Therapist: Okay. So some deep breathing, looking over your notes, kind of focusing on that and realizing they're not really looking at you anyway at that moment. You bring your notes with you to class?
Patient: I mean, like usually I have index cards or maybe some stats on something that I want to look over, like some numbers or something I don't want to forget.
Therapist: Okay, so you always have those with you. And it's just a matter of can you focus your attention on them?
Patient: Right, exactly, enough to not forget them.
Therapist: And if you're focusing on that and thinking about that, you're not thinking about whatever they might be thinking about. And how about the deep breathing? Is that a strategy you've tried before?
Patient: A little bit, but with not much success because usually when I think to remember it, I'm in panic mode and then it's really hard.","Right, so that's going to make it hard to try the deep breathing. I wonder if you're going to be successful with it. But I'd like you to try it. I just want you to try it.
user
I'll try it.
model
Yeah, and let's try it right now. I'll get you to put your feet on the ground, check your belly, and take a deep breath. Blow it out slowly through your lips. Feel the air as it enters your lungs and feel the sensation on your lips. Your breath is always there for"
All right.,T,o2Cv6Mlp3KY_23,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,"Therapist: Okay, so you always have those with you. And it's just a matter of can you focus your attention on them?
Patient: Right, exactly, enough to not forget them.
Therapist: And if you're focusing on that and thinking about that, you're not thinking about whatever they might be thinking about. And how about the deep breathing? Is that a strategy you've tried before?
Patient: A little bit, but with not much success because usually when I think to remember it, I'm in panic mode and then it's really hard.
Therapist: So you've been able to do it sometimes, just not often.
Patient: Not consistently.","So there's times when you're angry and you feel pretty justified in being angry.
user
Yeah.
model
And other times...
user
I mean, I don't think I've ever felt that it was my fault.
model
Okay. So I want to review what we talked about. You came to counseling because you wanted to work on the anger issues, and you identified these situations in the garage where you're having some strong emotions and kind of feeling like this is taking away from your life. You don't want it to be taking"
