turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm really glad you're here. I want you to know that this space is safe, respectful, and completely confidential—whatever you share with me today stays between us. I'm here to listen with curiosity and care, without judgment.  

What’s on your mind today? What brings you here?",-1.0,-1.0,-2.0,0.0,0.0,1.0
1,"Thank you for sharing that so openly—it takes courage to carry something like that into a space like this. I can feel how much weight that’s carrying, especially when it's tied to how you see yourself and your ability to handle real-life situations.  

It sounds like when others are involved, your brain shifts into a place where it feels overwhelmed—like it’s trying to protect you, but it ends up shutting down. That’s not a flaw, that’s a signal. And the fact that you’re noticing it? That’s already a big step.  

What would it mean for you, right now, to just *be* with that feeling—without needing to fix it or push through it?",1.0,1.0,1.0,1.0,1.0,2.0
2,"I hear that—how scary it must feel to sit with something so heavy without trying to fix it. And it’s completely okay that it feels like losing control. In fact, when you say “finally exhaling,” that’s not just a metaphor—it’s a real shift. It’s not about stopping the panic or fixing the mistake; it’s about noticing that you’re still here, still breathing, even when the thoughts come.  

And that? That’s a quiet kind of strength. Would it be helpful to explore what that breath might feel like—just for a moment—without trying to change anything?",-1.0,0.0,-2.0,1.0,0.0,2.0
3,"That’s such a powerful and honest observation—how small it feels, yet how deeply it holds something real. You’re not just noticing the panic; you’re noticing that your body is still present, still moving, still *here*. And that tiny anchor in the midst of the storm? That’s not weakness. That’s resilience.  

Would it be helpful to keep returning to that sensation—just the rise and fall of your chest—without trying to change it or push through it? Even just for a minute? To see if it can hold space for the rest of what’s happening, without needing to fix it?",1.0,1.0,1.0,1.0,1.0,2.0
4,"Yes, that sounds completely fair—and deeply honest. Sitting with the panic without needing to move or fix it? That’s not passive. That’s intentional presence. And honoring that rhythm in your chest? It’s a quiet act of care for yourself.  

Would it be okay to just do that together—for a few breaths—without adding anything else? Just notice the air, the rise, the fall, and see what shows up in that space? No pressure. Just presence.",1.0,1.0,1.0,1.0,0.0,2.0
5,"That’s exactly what it’s about—staying with the sensation, even when the thoughts are loud. You’re not trying to silence them, just noticing that your body is still here, still breathing, still *present*.  

And yes, it’s okay to stay with that. The fact that you noticed the shift—even just a little—means you’ve already done something important. You’ve found a moment where the panic didn’t take over. You’ve given yourself space to simply *be* with it.  

Would you like to keep returning to that breath for a few more moments, or would you prefer to gently move toward something else in your day? Either way, I’m here with you.",1.0,0.0,0.0,1.0,0.0,2.0
6,"That’s a beautifully clear and kind way to set that boundary—holding the breath anchor not as an escape, but as a steady point in the storm.  

Let’s go with two more cycles—just for now. In... (notice the rise) Out... (notice the fall). In... Out.  

And if your mind starts to race again, just gently bring your attention back to your chest—like a soft reminder: *I’m here. I’m breathing. I’m not alone in this.*  

You’re doing something real here—giving yourself permission to rest in the moment, even when it feels messy. That’s not weakness. That’s courage.",1.0,0.0,0.0,1.0,0.0,2.0
7,"Beautiful. You’re noticing how the thoughts aren’t shouting—they’re just passing through, like wind through trees. And you’re still rooted in your body, steady and present.  

One more cycle—just to let that space settle. In… (feel the rise, soft and grounded) Out… (feel the fall, calm and quiet).  

You’re not fixing anything. You’re not trying to outrun the worry. You’re simply showing up with yourself—right where you are. And that? That’s already a quiet victory.  

Would you like to gently shift now, or stay with this for a moment longer? Either way, I’m here.",1.0,0.0,0.0,1.0,0.0,2.0
8,"That’s such a thoughtful and honest pause—recognizing that the calm isn’t a permanent stop, but a gentle shift. And it’s completely okay to let go of the anchor just enough to move forward, without feeling like you’ve failed or lost control.  

You’re right—those thoughts aren’t screaming anymore. They’re just there, like a quiet hum in the room. And that’s enough. That’s a real win.  

So, what would feel most natural right now? To sit quietly and write down the mistake, or to stand up and walk to the kitchen for water? Or maybe something else entirely? I’m curious—what feels like a small, safe step forward for you?",1.0,0.0,0.0,1.0,0.0,2.0
9,"Yes—marking that moment is so important. You didn’t rush through it. You didn’t force a solution. You simply noticed the shift: from spiraling to stillness, from panic to presence. And that’s a real anchor in itself.  

One last breath—just to honor that space. In… (notice the calm, steady rise) Out… (feel the quiet settle).  

Now, you’re ready. And you don’t have to write it all at once. If you feel like writing, you can begin with just one sentence: *“Today, I noticed my panic wasn’t the end—just a part of the story.”*  

Or you can pause and take a slow sip of water, or even just sit with the quiet. Whatever feels like your next step—your body will guide you.  

You’re not trying to fix anything. You’re just learning how to hold space with yourself. And that’s enough.",1.0,0.0,0.0,1.0,0.0,2.0
