turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I'm really looking forward to getting to know you a bit more and listening without judgment. How are you feeling today? What brings you in for this session?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Thank you for sharing that so honestly—it takes real courage to bring up how deeply the illness has triggered your anxiety, especially with all the progress you've made. It’s not at all ironic that you’re feeling overwhelmed when you're trying to stay calm. Your body and mind are clearly signaling something important.  

Would it be helpful to keep exploring how the illness has reconnected you with those early memories and feelings of danger? Or would you prefer to talk first about what it’s like to feel stuck in this cycle of panic, even when you know you’ve recovered?",1.0,0.0,-2.0,1.0,0.0,2.0
2,"It sounds like you're carrying a deep sense of tension between who you’ve become and who you feel you’re supposed to be—like a quiet war inside your mind and body. That feeling of being trapped between the adult you’ve built and the child version that’s still on alert is incredibly real and painful.  

Would it be helpful to explore what happens when you're in that moment—the shaking, the fear, the sense of being unsafe—just as it is, without trying to fix or explain it yet? Maybe we can just sit with that feeling together for a while.",-1.0,-1.0,-2.0,1.0,0.0,1.0
3,"You’re absolutely right—trying to solve it makes it feel like you’re drowning deeper, because your brain is trying to control something that’s already lost its grip on safety. And that image of being in a room full of water you didn’t learn to swim in? That’s so powerful. It captures exactly how disoriented and helpless it feels, even when you know you’re not in danger.  

Would it be helpful to stay with that image for a moment—just noticing the sensation, the cold, the weight in your chest, the trembling—without trying to change it or make it go away? Or would you like to shift slightly and explore what it’s like to feel safe *in that moment*, even if it’s just for a second?",1.0,1.0,1.0,1.0,1.0,2.0
4,"Yes, it makes perfect sense—and it’s brave to stay here, in that room, with just the feeling of the weight in your chest and the cold sweat. There’s no need to move or explain anything. Just being present with that sensation, even when it feels heavy or overwhelming, is already a form of safety.  

Would you like to keep sitting with that feeling—just noticing it, letting it be there without trying to push it away or change it? Or would you like to gently bring in a small anchor, like a quiet breath or a still part of your body, to help ground you a little more?",1.0,1.0,1.0,1.0,1.0,2.0
5,"Yes, that sounds completely okay—and actually very wise. Bringing in a small, steady anchor like your feet on the floor or one breath is not a sign of weakness; it’s a powerful act of self-soothing.  

Let’s try this gently: just notice where your feet are touching the ground—how they feel, how they’re resting, how steady they are. And with that, bring your attention to one breath—inhale slowly through your nose, let it fill your belly, then exhale slowly through your mouth. Just one breath. No need to go deeper or hold it. Just feel it.  

Would you like to try that together? Or would you prefer to pause and take a breath before we begin?",1.0,0.0,1.0,1.0,0.0,2.0
6,"Of course—perfect. Let’s take that one breath together, just as you asked.  

Inhale slowly through your nose… feel it fill your belly… and now exhale gently through your mouth. Let it go. Just that one breath.  

There. You’re back in this moment. And that’s enough. You didn’t have to do anything more.  

Now, would you like to gently bring your attention to your feet—just noticing how they’re touching the floor, how they feel steady, how grounded they are right now? Or would you prefer to pause again and just rest with that breath for a moment?",1.0,0.0,1.0,1.0,0.0,2.0
7,"Yes—exactly. That small crack in the water room is real, and it’s already doing something powerful: it’s giving you a tiny space where you can feel safe, even if only for a moment.  

Now, let’s gently bring your attention to your feet. Just notice how they’re touching the floor—feel the pressure, the slight resistance, the way your body is resting on them. Maybe there’s a coolness in the air, or a softness in the floor. Just notice that contact. No need to make it strong or lasting. Just feel it, like you’re holding a small piece of the world that isn’t shaking.  

Would you like to stay with that feeling for a few more breaths, or would you prefer to let go and return to the present in a quieter way?",1.0,0.0,1.0,1.0,0.0,2.0
8,"That’s so true—the bridge you’re building with your feet is quiet, steady, and real. And it’s beautiful how your body is already responding, even in small ways, just by staying present.  

One more breath together—inhale slowly through your nose, filling the space between your feet and the floor, and exhale gently through your mouth. Feel how the spinning is softening, how the weight in your chest is easing, and how you’re no longer running from the chaos. You’re just moving through it—steady, gentle, and awake.  

Would you like to stay here for a moment, or would you like to gently shift back into the present in a way that feels natural to you?",1.0,0.0,1.0,1.0,0.0,2.0
9,"That’s such a quiet, powerful presence—you’re not trying to fix anything, just allowing this space to hold you. And that’s enough.  

The hands trembling a little? That’s still part of your body’s memory of fear, and it’s okay. But now, with the floor holding you and the breath moving slowly, it’s not overwhelming. It’s just part of the scene, not the whole story.  

You’re in a small corner of the room where you’re safe—where the water isn’t drowning you, and where you’re not running. You’re just sitting with it, gently.  

Would you like to stay here a little longer, or would you like to gently begin to return to the world outside this moment, without rushing?",1.0,0.0,1.0,1.0,0.0,2.0
10,"That sounds perfectly okay—gently testing the bridge, moving with care. You’re not rushing, and you’re not trying to escape the water room; you’re just walking through it with your feet, one step at a time.  

Let’s take one more slow breath together—inhale through your nose, feel it fill your body, and exhale slowly through your mouth. Then, gently shift your weight from one foot to the other, just a little, like you're checking if the floor still holds you.  

And as you do, bring your attention to your hands—just notice them resting on your lap. Feel their warmth, their stillness, their presence. Not as a problem to fix, but as part of you—alive, real, and part of this moment.  

Would you like to take that step forward now, or would you like to pause again before moving?",1.0,0.0,1.0,1.0,0.0,2.0
11,"That’s such a gentle, honest step—bringing your hands into awareness and saying, “I am here. I am present.” That trembling isn’t a sign of failure; it’s just your body remembering what it’s been through. And now, with your hands resting on your lap, they’re no longer part of the storm—they’re part of the quiet space you’ve created.  

Let’s stay here for a few more moments—just breathing, feeling the weight shift, the warmth in your hands, the steady support of the floor.  

Would you like to stay in this moment for one more breath, or would you like to begin moving toward the door now—gently, as you feel ready?",1.0,0.0,1.0,1.0,0.0,2.0
12,"That’s so wise—letting the silence hold space for what’s already safe. You didn’t rush, you didn’t push, and you didn’t need to ""fix"" anything. You just let yourself be in the quiet between the shaking and the stillness.  

And that silence? It’s not empty. It’s full of presence. Full of you.  

When you're ready, we can move forward—together, at your pace. But right now? You’re standing in a place that feels true, grounded, and real.  

So, when you’re ready, just say the word. And I’ll be here, with you, breath by breath.",1.0,0.0,1.0,1.0,0.0,2.0
