Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Hi Lacey, nice to meet you. So I understand that you were referred here by your GP because you've been feeling quite down recently?",T,7LD8iC4NqXM_1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,"Hello Sarah, how you doing today?"
"Okay, so from your notes I saw that you saw the GP about three months ago. So how long have you been feeling down altogether?",T,7LD8iC4NqXM_3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Hi Lacey, nice to meet you. So I understand that you were referred here by your GP because you've been feeling quite down recently?
Patient: Yeah, I thought I should, I've been feeling quite bad for quite a while, so I thought maybe it's time to see someone about it because I don't want to feel like this anymore.","Okay, so you'd like to come to the clinic today to come and have a chat? I'd be happy to have a look at what's going on and if you'd like to come along to the clinic today. Would that be a good idea?"
"Okay, so has it got worse since you saw your GP?",T,7LD8iC4NqXM_5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,"Therapist: Hi Lacey, nice to meet you. So I understand that you were referred here by your GP because you've been feeling quite down recently?
Patient: Yeah, I thought I should, I've been feeling quite bad for quite a while, so I thought maybe it's time to see someone about it because I don't want to feel like this anymore.
Therapist: Okay, so from your notes I saw that you saw the GP about three months ago. So how long have you been feeling down altogether?
Patient: Quite a few months before that as well, actually, but it's gotten pretty bad these past few months, so that's kind of why I came.","Okay, so that sounds like it's been about four, four and a half months now you've been feeling this way?"
"Okay, so tell me how things are at the moment.",T,7LD8iC4NqXM_7,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,"Therapist: Hi Lacey, nice to meet you. So I understand that you were referred here by your GP because you've been feeling quite down recently?
Patient: Yeah, I thought I should, I've been feeling quite bad for quite a while, so I thought maybe it's time to see someone about it because I don't want to feel like this anymore.
Therapist: Okay, so from your notes I saw that you saw the GP about three months ago. So how long have you been feeling down altogether?
Patient: Quite a few months before that as well, actually, but it's gotten pretty bad these past few months, so that's kind of why I came.
Therapist: Okay, so has it got worse since you saw your GP?
Patient: Yeah.",Okay. And do you take any other medications for your symptoms?
"Okay, so you said that you're feeling really down, really sad, and you feel like you haven't got any motivation, but... are you okay?",T,7LD8iC4NqXM_9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,"Therapist: Okay, so from your notes I saw that you saw the GP about three months ago. So how long have you been feeling down altogether?
Patient: Quite a few months before that as well, actually, but it's gotten pretty bad these past few months, so that's kind of why I came.
Therapist: Okay, so has it got worse since you saw your GP?
Patient: Yeah.
Therapist: Okay, so tell me how things are at the moment.
Patient: Well, it kind of started just feeling a bit low and wound up about things, but I don't know, just recently I just can't really be bothered to do anything at all. I kind of find it hard to get motivated for things and I want to be, I really want to be better, but it's just kind of reaching the end now where I just want to do something about it.","Okay, so you're motivated to do things, you're feeling a bit low, you're getting a bit tired. You're finding it hard to get motivated. Sounds like things have just gotten to a point where you don't want to do anything at all. Do you think you're ready to do things now?"
"Okay. And you haven't got any motivation, but it sounds like you're putting quite a lot of pressure on yourself to try and feel a bit better.",T,7LD8iC4NqXM_11,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Okay, so has it got worse since you saw your GP?
Patient: Yeah.
Therapist: Okay, so tell me how things are at the moment.
Patient: Well, it kind of started just feeling a bit low and wound up about things, but I don't know, just recently I just can't really be bothered to do anything at all. I kind of find it hard to get motivated for things and I want to be, I really want to be better, but it's just kind of reaching the end now where I just want to do something about it.
Therapist: Okay, so you said that you're feeling really down, really sad, and you feel like you haven't got any motivation, but... are you okay?
Patient: Yeah, I'm fine, sorry.","You're fine? You're fine. Okay. So you're motivated to do things, you're feeling a little bit down, and you're worried that if you don't do things, things are going to get worse. Do you think there's a connection between that and that you're not motivated?"
"So you say you've been feeling quite isolated, there's not many people around.",T,7LD8iC4NqXM_13,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Okay, so tell me how things are at the moment.
Patient: Well, it kind of started just feeling a bit low and wound up about things, but I don't know, just recently I just can't really be bothered to do anything at all. I kind of find it hard to get motivated for things and I want to be, I really want to be better, but it's just kind of reaching the end now where I just want to do something about it.
Therapist: Okay, so you said that you're feeling really down, really sad, and you feel like you haven't got any motivation, but... are you okay?
Patient: Yeah, I'm fine, sorry.
Therapist: Okay. And you haven't got any motivation, but it sounds like you're putting quite a lot of pressure on yourself to try and feel a bit better.
Patient: Yeah, I just, it's kind of hard as well because there's not really anyone to talk about it, so I just kind of stay on my own trying to, I don't like to think about it, but... I don't know.","Okay, so the pressure from your friends and yourself seems to be that you're feeling quite motivated to do feel better, but it's the fact that there's not really anyone else around to talk it over with, it's sounding like you're putting pressure on yourself."
"Okay, so I'm just going to try and find out a little bit more about you. So I understand that you're an English student at Uni?",T,7LD8iC4NqXM_15,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Okay, so you said that you're feeling really down, really sad, and you feel like you haven't got any motivation, but... are you okay?
Patient: Yeah, I'm fine, sorry.
Therapist: Okay. And you haven't got any motivation, but it sounds like you're putting quite a lot of pressure on yourself to try and feel a bit better.
Patient: Yeah, I just, it's kind of hard as well because there's not really anyone to talk about it, so I just kind of stay on my own trying to, I don't like to think about it, but... I don't know.
Therapist: So you say you've been feeling quite isolated, there's not many people around.
Patient: There's no one I can talk to about it. No one would listen or understand anyway.",So it's quite hard to talk about it when you feel that no one would listen to you.
"And you live away from home with some friends, is that right?",T,7LD8iC4NqXM_17,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,"Therapist: Okay. And you haven't got any motivation, but it sounds like you're putting quite a lot of pressure on yourself to try and feel a bit better.
Patient: Yeah, I just, it's kind of hard as well because there's not really anyone to talk about it, so I just kind of stay on my own trying to, I don't like to think about it, but... I don't know.
Therapist: So you say you've been feeling quite isolated, there's not many people around.
Patient: There's no one I can talk to about it. No one would listen or understand anyway.
Therapist: Okay, so I'm just going to try and find out a little bit more about you. So I understand that you're an English student at Uni?
Patient: Yeah.",And what subjects do you study?
"Okay, so you don't live far from the Uni. But you say you feel like you live with your friends, but you don't feel like you can talk to them.",T,7LD8iC4NqXM_19,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: So you say you've been feeling quite isolated, there's not many people around.
Patient: There's no one I can talk to about it. No one would listen or understand anyway.
Therapist: Okay, so I'm just going to try and find out a little bit more about you. So I understand that you're an English student at Uni?
Patient: Yeah.
Therapist: And you live away from home with some friends, is that right?
Patient: Yeah, I live here.","And do you take any other medications, like any other health problems?"
"Okay, so it sounds like you try and hide the way you're feeling from them.",T,7LD8iC4NqXM_21,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Okay, so I'm just going to try and find out a little bit more about you. So I understand that you're an English student at Uni?
Patient: Yeah.
Therapist: And you live away from home with some friends, is that right?
Patient: Yeah, I live here.
Therapist: Okay, so you don't live far from the Uni. But you say you feel like you live with your friends, but you don't feel like you can talk to them.
Patient: Yeah, I mean, they're lovely. I get on really well with them, but I don't know, recently whenever they want to go out or stuff, I just, I don't want to bring them down. They don't understand what I'm going through. They kind of, I don't know, they don't make fun of how I feel, but they don't really understand what it's like. I just don't want to go out with them and bring them down or stuff.","Okay. So they're your friends, you said, and you like them, but you don't want to go out with them. Do they ever ask you to go out?"
