turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Well, I was actually wondering if you could tell me what's going on with your anxiety?",1.0,0.0,-2.0,1.0,0.0,2.0
2,You went to the hospital last week?,1.0,0.0,0.0,1.0,0.0,2.0
3,"Well, you were able to go to the hospital and have a good evaluation, so I'm glad to hear that. It's reassuring that there was nothing going on medically.",1.0,1.0,1.0,1.0,1.0,2.0
4,"Well, it's definitely a tough situation to be in. It's understandable that you'd feel confused and even a little overwhelmed, especially when both options seem risky.",1.0,1.0,1.0,1.0,1.0,2.0
5,"Well, it's understandable that you'd feel that way, especially when your anxiety is so high that it seems almost impossible to separate what's really happening from what's just in your head.",1.0,1.0,1.0,1.0,1.0,2.0
6,"Well, it's very understandable that you'd feel that way, especially when you have such a high level of anxiety and you're trying to figure out a way to manage it.",1.0,1.0,1.0,1.0,1.0,2.0
7,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
8,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
9,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
10,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
11,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
12,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
13,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
14,"Well, it's understandable that you'd want to find a way to manage your anxiety, especially when it's so debilitating.",1.0,1.0,1.0,1.0,0.0,2.0
15,You're stuck in this trap where the solution to your anxiety is making the anxiety worse.,1.0,1.0,1.0,1.0,0.0,2.0
16,It's exhausting carrying all that worry and anxiety around with you.,1.0,1.0,1.0,1.0,0.0,2.0
17,You're losing the ability to just relax without needing that chemical crutch.,1.0,1.0,1.0,1.0,0.0,2.0
18,You've convinced yourself that you're at risk of something terrible happening.,1.0,1.0,1.0,1.0,0.0,2.0
19,You've built a fortress around your fear where it seems almost impossible to let in the truth.,1.0,1.0,1.0,1.0,0.0,2.0
