turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"I'm doing well, thanks for asking. How have things been?",1.0,1.0,1.0,0.0,0.0,2.0
2,"That fear is understandable. In some ways, not showering does seem to impact how people perceive us.",1.0,1.0,1.0,1.0,1.0,2.0
3,It makes you wonder if you're making a problem worse by trying to fix it.,1.0,0.0,0.0,1.0,0.0,2.0
4,"It sounds very strange, but it's understandable that you'd feel that way if you can't get to the shower.",1.0,1.0,1.0,1.0,0.0,2.0
5,It's exhausting just imagining what it would be like to break through that wall.,1.0,1.0,1.0,2.0,1.0,2.0
6,It's hard to know without trying a little bit. But it sounds like you're really in a place where you feel completely stuck and overwhelmed.,1.0,1.0,1.0,1.0,1.0,2.0
7,"Your brain screams back, ""No, that's not an option.""",1.0,0.0,0.0,1.0,0.0,2.0
8,"Forcing yourself to wash up is not working, and it's understandable why you feel that way.",1.0,0.0,0.0,1.0,0.0,2.0
9,You're losing touch with who you are as a person.,1.0,0.0,0.0,1.0,0.0,2.0
10,Accepting that you can't do it might actually help you rebuild trust with yourself.,1.0,0.0,0.0,1.0,0.0,2.0
11,Sitting on the floor next to it and just being honest with yourself.,1.0,0.0,0.0,1.0,0.0,2.0
12,"The key is in the balance between accepting and moving forward. You want to accept enough to stop the cycle of anxiety, but you want to move forward with enough hope to find a way to rebuild trust with yourself.",1.0,0.0,0.0,1.0,0.0,2.0
13,Reconnecting with yourself enough to do something that brings you back to a state of trust in your ability to move forward.,1.0,0.0,0.0,1.0,0.0,2.0
14,Until the panic subsides and you can start to rebuild that trust with yourself.,1.0,0.0,0.0,1.0,0.0,2.0
15,"Like you could end up in a place where you just can't shake that feeling, and you might lose your connection with yourself entirely.",1.0,0.0,0.0,1.0,0.0,2.0
16,What would it mean if you gave up completely?,1.0,0.0,0.0,1.0,0.0,2.0
17,"Where you get stuck in a place of not wanting to try at all, where you feel like the solution is simply to stop trying?",1.0,0.0,0.0,1.0,0.0,2.0
18,"Giving up on the shower is one way out, but it seems like that would just leave you in a place of perpetual exhaustion. It's a way to stop the pain, but it doesn't seem like it would allow you to find a way to rebuild trust with yourself.",1.0,0.0,0.0,1.0,0.0,2.0
19,"It seems like you do have a capacity to care for yourself, but you're having trouble accessing it in that moment.",1.0,0.0,0.0,1.0,0.0,2.0
