turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Well, it's hard to imagine what you must be feeling with that lack of clarity in your symptoms. It's frustrating to have that uncertainty.",1.0,1.0,1.0,1.0,0.0,2.0
2,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
3,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
4,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
5,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
6,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
7,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
8,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
9,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
10,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
11,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
12,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
13,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
14,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
15,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
16,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
17,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
18,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
19,"Well, it's understandable that you'd be concerned with all the symptoms you're having, especially when tests are inconclusive. It's frustrating to go through that cycle of concern, testing, and reassurance when you feel like there's something seriously going on.",1.0,1.0,1.0,1.0,0.0,2.0
