turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"Carly, it sounds really tough to be having these intense experiences and to feel like that hasn't changed with trying to restart the medication. It's understandable to be frustrated when you want to move forward and feel like you're stuck in a cycle of anxiety and fear.",-1.0,0.0,-2.0,1.0,0.0,2.0
2,"So it seems like the medication isn't working the way you hoped, and it's really hard to eat without that anxiety.",1.0,1.0,-2.0,1.0,0.0,2.0
3,"You feel really alone in this struggle, and it's understandable if the medication doesn't seem to be working the way you hoped. It's tough when you have a way to manage your anxiety, but it doesn't seem to be helping with the specific situation of your eating.",-1.0,0.0,-2.0,1.0,0.0,2.0
4,"It's understandable to hope for a breakthrough, especially when you're feeling stuck. But it's also difficult to know exactly what to expect or how to manage the situation when the medication isn't working the way you hoped.",1.0,1.0,0.0,1.0,0.0,2.0
5,"You're getting frustrated with yourself and with the way your anxiety is interfering with your eating. It's understandable to feel that way, especially if you're trying to manage a situation that feels so uncontrollable.",1.0,1.0,1.0,2.0,1.0,2.0
6,"It's understandable to feel defeated and to worry about giving up on the treatment if it hasn't been working, but it's also difficult to know what to do when you can't control the situation.",1.0,1.0,0.0,1.0,0.0,2.0
7,"You're feeling really stuck and confused, and it's understandable to want some clarity on what to do next.",1.0,0.0,0.0,1.0,0.0,2.0
8,"It's understandable to feel that way, but it's also important to know that you do have a way to manage the anxiety if you take the medication.",1.0,0.0,0.0,1.0,0.0,2.0
9,"It's understandable to feel that way, but it's also important to know that you do have a way to manage the anxiety if you take the medication.",1.0,0.0,0.0,1.0,0.0,2.0
10,"You're terrified of making a mistake or experiencing something that could be dangerous. It's understandable to be afraid of the unknown, especially when you've had a history of food poisoning.",1.0,0.0,0.0,1.0,0.0,2.0
11,"You're back in that state where you felt like you could choke and die from food poisoning. It's understandable to feel that way, but it's also important to know that you do have a way to manage the anxiety if you take the medication.",1.0,0.0,0.0,1.0,0.0,2.0
12,"The way you're describing it is very distressing. It sounds like you're experiencing severe anxiety, possibly with panic or a potential panic attack.",1.0,0.0,0.0,1.0,0.0,2.0
13,It sounds very scary. It seems like you are having a panic attack or something very close to one.,1.0,0.0,0.0,1.0,0.0,2.0
14,"You don't want to feel this way forever, but you're also not sure if the medication is working for these specific episodes. It's understandable to be confused and concerned, especially when you have a panic attack.",1.0,0.0,0.0,1.0,0.0,2.0
15,You want to feel normal at the dinner table again. It's understandable to want to get back to a state where you can eat without being overwhelmed by anxiety.,1.0,0.0,0.0,1.0,0.0,2.0
16,"You want that feeling back. That sense of safety, pleasure, and enjoyment in eating.",1.0,0.0,0.0,1.0,0.0,2.0
17,"It sounds very scary. It's understandable to feel that way, but it's also important to know that you do have a way to manage the anxiety if you take the medication.",1.0,0.0,0.0,1.0,0.0,2.0
18,You need to prove to yourself that you can eat again.,1.0,0.0,0.0,1.0,0.0,2.0
19,"It's very understandable to feel that way, but it's important to realize that you are not supposed to be eating under the influence of such strong anxiety.",1.0,0.0,0.0,1.0,0.0,2.0
