turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,It sounds like you're feeling really empty.,1.0,0.0,-2.0,1.0,0.0,2.0
2,You wish you could just sleep forever.,1.0,1.0,1.0,1.0,0.0,2.0
3,"It's not easy to feel completely alone, especially when you're in the midst of so much pain.",1.0,1.0,1.0,1.0,1.0,2.0
4,You feel disconnected and unable to experience joy or connection in your daily life.,1.0,1.0,1.0,1.0,1.0,2.0
5,You're unable to appreciate the good things that happen.,1.0,1.0,1.0,1.0,1.0,2.0
6,It's difficult to be a good mother when you're so empty inside.,1.0,1.0,1.0,2.0,1.0,2.0
7,You feel helpless and unable to connect with your child.,1.0,1.0,0.0,0.0,0.0,2.0
8,You have a responsibility to care for your child.,1.0,1.0,0.0,0.0,0.0,2.0
9,"You're stuck in a place where you feel helpless, numb, and isolated.",1.0,1.0,0.0,0.0,0.0,2.0
10,You're lost in a state of hopelessness.,1.0,1.0,0.0,0.0,0.0,2.0
11,It's a certainty that everything is over.,1.0,1.0,0.0,0.0,0.0,2.0
12,You're in a state where you're disconnected from your own life and from your child.,1.0,1.0,0.0,0.0,0.0,2.0
13,You look at your child and feel powerless.,1.0,1.0,0.0,0.0,0.0,2.0
14,"You're holding her with a mix of love and fear, but it feels like you're both trapped.",1.0,1.0,0.0,0.0,0.0,2.0
15,"No matter which way you go, you're going to hurt someone.",1.0,1.0,0.0,0.0,0.0,2.0
16,You know that you're in a state where you're trapped between two options that are both painful.,1.0,1.0,0.0,0.0,0.0,2.0
17,The fear of making the wrong decision is holding you back.,1.0,1.0,0.0,0.0,0.0,2.0
18,"If every choice leads to pain, it's hard to know which one to pick.",1.0,1.0,0.0,0.0,0.0,2.0
19,"You want her to know you tried, and tried hard.",1.0,1.0,0.0,0.0,0.0,2.0
