Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"So Charles, it sounds like things have been going pretty well recently.",T,VQD12PPjFrU_1,1.0,1.0,1.0,1.0,0.0,2.0
"Well, they've been going better. I did call a friend and we had lunch. I hadn't seen this guy in two or three years and it was good to see him. And I got back in the kitchen. I made this pretty good asparagus potato soup. I'm feeling some better, I think.",P,VQD12PPjFrU_2,,,,,,
That's good. I'm proud of you for taking the initiative. One thing you did mention was the woodworking shop that we've talked about in the past. How's that been?,T,VQD12PPjFrU_3,1.0,1.0,1.0,1.0,0.0,2.0
"Well, that's still a mess. It's such a mess that I really can't get in there and do any work. Every surface is covered with tools, scraps of wood, and paper plans.",P,VQD12PPjFrU_4,,,,,,
It's really difficult to get started on things we've avoided for quite some time. Let's brainstorm and try to figure out how we can get some movement in the woodworking shop. What are your thoughts when you are looking at it?,T,VQD12PPjFrU_5,1.0,1.0,1.0,2.0,1.0,2.0
"Well, when I stand there, I feel helpless. It's hopeless, it seems to me, just to get it back in shape again.",P,VQD12PPjFrU_6,,,,,,
Let's explore that. What's the evidence that it's hopeless to do some work in the shop?,T,VQD12PPjFrU_7,1.0,0.0,1.0,1.0,1.0,2.0
"Just the mess that it is. Sometimes if I need a tool for the house, I can't find it. It takes longer to find than it's worth taking the time.",P,VQD12PPjFrU_8,,,,,,
"So it sounds like you're saying then, it's disorganized and it's a mess.",T,VQD12PPjFrU_9,1.0,0.0,1.0,2.0,1.0,2.0
Yes.,P,VQD12PPjFrU_10,,,,,,
How do you feel when you think about the woodworking shop that way?,T,VQD12PPjFrU_11,1.0,1.0,1.0,2.0,1.0,2.0
"Hopeless, I think. I just give up on it.",P,VQD12PPjFrU_12,,,,,,
"It prevents you from actually getting things done. If I viewed it as overwhelming, then I probably wouldn't do anything either. What's an alternative way to view the shop that would actually be helpful?",T,VQD12PPjFrU_13,1.0,0.0,1.0,1.0,1.0,2.0
"Well, if I could get one workbench cleaned off, I would have some space to work on.",P,VQD12PPjFrU_14,,,,,,
That's a really good start. What would that lead to?,T,VQD12PPjFrU_15,1.0,1.0,1.0,1.0,0.0,2.0
"I could make some things I've been thinking about for some time, like a small medieval catapult for my grandson or a boomerang.",P,VQD12PPjFrU_16,,,,,,
That would be cool.,T,VQD12PPjFrU_17,1.0,1.0,1.0,2.0,1.0,2.0
"I could get one or both of those built, perhaps.",P,VQD12PPjFrU_18,,,,,,
What would that lead to if you got those things built?,T,VQD12PPjFrU_19,1.0,1.0,1.0,1.0,0.0,2.0
"I would drive four hours to where my grandkids are to give them the toys, show them how they work, and spend time with them.",P,VQD12PPjFrU_20,,,,,,
"It sounds like there's a lot of benefit to clearing out a bench, which would lead to you spending time with your grandkids. You'd also feel better about the woodworking shop in general. Is that basically what you're saying?",T,VQD12PPjFrU_21,1.0,1.0,1.0,2.0,1.0,2.0
"I would, yeah. Sure.",P,VQD12PPjFrU_22,,,,,,
"It still takes steps to get there. I think one useful strategy is for us to work on a step-by-step plan. How about we talk about the first step, which sounds like moving things off one bench?",T,VQD12PPjFrU_23,1.0,1.0,1.0,1.0,0.0,2.0
I'd have to start by moving one thing off of that bench. The paper is no problem; I've got a shelf where I could put plans and instructions. I could also pick one place in the shop for wood scraps.,P,VQD12PPjFrU_24,,,,,,
Let's sketch out what each day would look like so that we won't feel overwhelmed. Does that sound good?,T,VQD12PPjFrU_25,1.0,1.0,1.0,0.0,0.0,2.0
Sure.,P,VQD12PPjFrU_26,,,,,,
