Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Okay, so I've finished the exam. I have some good news and I have some not-so-good news. It looks like you don't have any cavities, so that's the good news.",T,3xrEaFPbYC8_1,1.0,1.0,1.0,1.0,0.0,2.0
That's great!,P,3xrEaFPbYC8_2,,,,,,
"However, I'm pretty concerned about something I'm noticing in your mouth. Actually, if we look up here, the roof of your mouth, I'm noticing a lot of irritation that's really consistent with tobacco use. And you had said on your form that you're not a tobacco user, so I'm just wondering what's going on.",T,3xrEaFPbYC8_3,0.0,0.0,0.0,1.0,0.0,2.0
I don't smoke cigarettes.,P,3xrEaFPbYC8_4,,,,,,
"Okay, well, as I said, there's a lot of irritation, and particularly like I was mentioning up here in the roof of your mouth, it's turned really deathly white colored and there's little red spots. You're really damaging this tissue in your mouth, which can really cause some severe problems. It's called nicotinic stomatitis, and this is something we don't see in patients who don't use tobacco. So maybe you're not smoking cigarettes, are you smoking a pipe or cigars?",T,3xrEaFPbYC8_5,-1.0,-1.0,-1.0,1.0,-1.0,2.0
"Well, the only thing, I've never smoked cigarettes ever, but when I go out with my friends, we like to go out to lounges and sometimes there are those nice young men that gift you different sorts of things and we got some of those mini cigars, Swisher Sweets. That's the only time that I've ever really used anything that's got tobacco in it.",P,3xrEaFPbYC8_6,,,,,,
"Okay, so I think that's a pretty common misconception because they're fruit flavored people think they're okay. Those are really bad for you. Did you know that?",T,3xrEaFPbYC8_7,0.0,0.0,0.0,1.0,0.0,2.0
Really bad? But they're just little mini little cute little girly cigar things.,P,3xrEaFPbYC8_8,,,,,,
"Right, they're still cigars and they're still tobacco. And so they still cause lung cancer, oral cancer, emphysema, all those same kinds of things that you'd see with cigarettes. So it's really important—",T,3xrEaFPbYC8_9,-1.0,-1.0,-2.0,1.0,-1.0,1.0
"Well, I only use 'em just to relax. I mean, it's not like it's something that I would smoke 20 or 30 cigarettes a day. I mean, I only do it when we go out.",P,3xrEaFPbYC8_10,,,,,,
"Well, at least you're not doing that, so that's good. But it's still causing a lot of problems and as I said, I can see the evidence in the roof of your mouth. You're causing some serious damage and this needs to stop. Have you thought about quitting?",T,3xrEaFPbYC8_11,-1.0,-1.0,-2.0,0.0,-1.0,1.0
"Well, I didn't really know I'd started.",P,3xrEaFPbYC8_12,,,,,,
What do you mean?,T,3xrEaFPbYC8_13,-2.0,-1.0,-2.0,0.0,-1.0,1.0
"I didn't really think that it was anything more than just like social drinking, just something that I do in a social setting when me and my friends go out to the bars.",P,3xrEaFPbYC8_14,,,,,,
So you're gonna quit then?,T,3xrEaFPbYC8_15,0.0,0.0,0.0,1.0,0.0,2.0
"Um, maybe.",P,3xrEaFPbYC8_16,,,,,,
"What do you mean maybe? I just told you how bad it is for you. It's messing up your mouth, you're putting yourself at risk for all these other diseases. This is really important, you need to quit.",T,3xrEaFPbYC8_17,-2.0,-1.0,-2.0,0.0,-1.0,1.0
"Well, it's something that I'll have to think about.",P,3xrEaFPbYC8_18,,,,,,
"What's there to think about? You said it's not something you do all that often. There's all these negative side effects, all these risks you're putting yourself in.",T,3xrEaFPbYC8_19,-1.0,0.0,-1.0,1.0,0.0,2.0
"Well, it's just something that I do to relax and I don't do it that often and so I probably could cut back.",P,3xrEaFPbYC8_20,,,,,,
"Okay, well that's a good start, but cutting back isn't gonna do it. If you actually quit the smoking, you can reverse all the damage you've done in your mouth and you can stop yourself from being at risk for these other diseases.",T,3xrEaFPbYC8_21,-2.0,-1.0,-2.0,0.0,-1.0,1.0
"Well, I don't believe that they're cigars and what I do believe is that it's a choice and it's my right and it's something that I choose to do. And so I will think about cutting back, but I'm not at a point where I'm ready to do that and I'm not really sure that I even believe that what you're telling me is real.",P,3xrEaFPbYC8_22,,,,,,
You're choosing to really damage your mouth and actually it can cause problems with your teeth too. There are a lot of really negative things that go along with any tobacco use. You're really choosing to make yourself sick and potentially die.,T,3xrEaFPbYC8_23,-1.0,0.0,-1.0,1.0,0.0,2.0
"Well, it's something that I'll think about.",P,3xrEaFPbYC8_24,,,,,,
"Well, I appreciate you thinking about it. I hope you'll think about it really hard. You know, this is something that I'm going to continue to ask you about because it's something that really needs to change.",T,3xrEaFPbYC8_25,0.0,1.0,-1.0,1.0,0.0,2.0
