Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Hello, how are you doing today?",T,Wx8F9uwQTnY_1,1.0,1.0,1.0,1.0,0.0,2.0
"I'm okay, how are you?",P,Wx8F9uwQTnY_2,,,,,,
"I'm doing well, thanks for asking. How have things been going?",T,Wx8F9uwQTnY_3,1.0,1.0,1.0,0.0,0.0,2.0
They've been alright. Up and down.,P,Wx8F9uwQTnY_4,,,,,,
"Last time we were talking, it sounded like you were still having some difficulty with the quizzes. Is that still the case?",T,Wx8F9uwQTnY_5,1.0,1.0,1.0,2.0,1.0,2.0
"Yeah, that's still... I still panic when I take them.",P,Wx8F9uwQTnY_6,,,,,,
Still panic? Can you tell me about the process of taking the quizzes? I know we've touched on this a little bit before.,T,Wx8F9uwQTnY_7,1.0,1.0,1.0,2.0,1.0,2.0
"I'm going to class, I'm fine. I sit down to take the test, I'm fine. The test is in front of me, question one... I'm not going to get that answer.",P,Wx8F9uwQTnY_8,,,,,,
So you take these quizzes in class with other students around? Is having other students around distracting to you?,T,Wx8F9uwQTnY_9,1.0,1.0,1.0,2.0,1.0,2.0
"No, it's happened in previous online classes. It's the same.",P,Wx8F9uwQTnY_10,,,,,,
So you're pretty sure it's the quiz itself. And the room is relatively distraction-free?,T,Wx8F9uwQTnY_11,1.0,1.0,1.0,2.0,1.0,2.0
"Yeah, everybody's quiet.",P,Wx8F9uwQTnY_12,,,,,,
And you're looking down at the first item on the quiz. What are you thinking?,T,Wx8F9uwQTnY_13,2.0,2.0,1.0,2.0,2.0,2.0
"I'm thinking, 'Oh my god, it's gotta be one of them and I am not going to pick the right one. I'm going to think I picked the right one and it's going to be the one that my second choice is and I am not going to pick the right one.'",P,Wx8F9uwQTnY_14,,,,,,
"Okay, so your thought is that you're going to select the wrong response and therefore get that quiz item wrong.",T,Wx8F9uwQTnY_15,1.0,1.0,1.0,2.0,1.0,2.0
Yeah.,P,Wx8F9uwQTnY_16,,,,,,
How about behavior? Do you notice anything physically going on as you're thinking about that quiz item and how you're going to get it wrong?,T,Wx8F9uwQTnY_17,1.0,1.0,1.0,2.0,1.0,2.0
I'd say my palms are probably sweaty. Like I'm probably a little tense. That's really it.,P,Wx8F9uwQTnY_18,,,,,,
"Alright, so what it could be is that this thought of 'I'm going to get this item wrong' is leading to these uncomfortable physical feelings. So what happens when you move on to item two?",T,Wx8F9uwQTnY_19,1.0,1.0,1.0,2.0,1.0,2.0
"Starts all over again. I'm already like 'Well, I already got the first one wrong and now my chances are higher of getting this one wrong.'",P,Wx8F9uwQTnY_20,,,,,,
"So you feel like because you thought that you got the first one wrong, your chances of getting the second one wrong actually increased.",T,Wx8F9uwQTnY_21,1.0,1.0,1.0,2.0,1.0,2.0
"Yeah. I feel like if I get one wrong, the whole test is all going to be wrong.",P,Wx8F9uwQTnY_22,,,,,,
Have you ever had a quiz where you were confident that you got the first item right?,T,Wx8F9uwQTnY_23,1.0,1.0,1.0,2.0,1.0,2.0
I'm sure I have. I can't remember any.,P,Wx8F9uwQTnY_24,,,,,,
But eventually you're going to come to one item that you're going to have these doubts about. Does that pattern continue throughout the test?,T,Wx8F9uwQTnY_25,1.0,1.0,1.0,2.0,1.0,2.0
Yes.,P,Wx8F9uwQTnY_26,,,,,,
What happens after you respond to that second item?,T,Wx8F9uwQTnY_27,1.0,1.0,1.0,2.0,1.0,2.0
It just compounds. I feel worse and worse as the quiz continues.,P,Wx8F9uwQTnY_28,,,,,,
That's an awful feeling. So by the time you get to item five or six...,T,Wx8F9uwQTnY_29,1.0,1.0,1.0,2.0,1.0,2.0
"I'm convinced it's over, I've gotten a zero or a bad grade.",P,Wx8F9uwQTnY_30,,,,,,
And how about those physical symptoms? Are they the same?,T,Wx8F9uwQTnY_31,1.0,1.0,1.0,2.0,1.0,2.0
"If it starts early at the beginning, my heart's like pounding at this point, but I still have the sweaty palms and I'm still tensing.",P,Wx8F9uwQTnY_32,,,,,,
So it gets mentally and physically more unpleasant. So the panic's really occurring a few items in. How have you actually been doing on the quizzes?,T,Wx8F9uwQTnY_33,1.0,1.0,1.0,2.0,1.0,2.0
"I've been a pretty solid B student. I wish I got A's, but B's are fine. But when I take those quizzes I don't know how it translates.",P,Wx8F9uwQTnY_34,,,,,,
How about your study habits? Do you consider yourself effective at studying?,T,Wx8F9uwQTnY_35,1.0,1.0,1.0,2.0,1.0,2.0
"I think I'm pretty effective. I read the chapters, take outlines, and review flashcards.",P,Wx8F9uwQTnY_36,,,,,,
"Your study habits and scores are good, but you're having these distressing thoughts and sensations. So you don't necessarily need your performance to change, just your reaction to the quizzes.",T,Wx8F9uwQTnY_37,1.0,1.0,1.0,2.0,1.0,2.0
"Yeah, because I get B's, like I said.",P,Wx8F9uwQTnY_38,,,,,,
B is good. Let's go back to looking at the first item. The automatic thought is 'I'm not going to get this one right'. What does that mean to you?,T,Wx8F9uwQTnY_39,1.0,1.0,1.0,2.0,1.0,2.0
"It means once I don't get that right, I'm not going to get anything else right.",P,Wx8F9uwQTnY_40,,,,,,
So you're going to fail the whole quiz.,T,Wx8F9uwQTnY_41,1.0,1.0,0.0,2.0,1.0,2.0
"The whole thing, yeah.",P,Wx8F9uwQTnY_42,,,,,,
What does that mean to you?,T,Wx8F9uwQTnY_43,1.0,0.0,2.0,1.0,0.0,2.0
"If I fail the quiz, then I'm going to fail the final, then the course. And that's going to affect my GPA.",P,Wx8F9uwQTnY_44,,,,,,
"If you failed the course, what would that mean to you?",T,Wx8F9uwQTnY_45,1.0,0.0,2.0,1.0,0.0,2.0
That I'm not going to graduate.,P,Wx8F9uwQTnY_46,,,,,,
"And if you didn't graduate, what would that mean to you?",T,Wx8F9uwQTnY_47,1.0,0.0,2.0,1.0,0.0,2.0
I can't be a teacher. I can't do what I want to do.,P,Wx8F9uwQTnY_48,,,,,,
"What would it mean to you if you couldn't be a teacher? If you were to phrase that as an 'I am' statement, what would that make you?",T,Wx8F9uwQTnY_49,1.0,0.0,1.0,2.0,1.0,2.0
I am a person who didn't make it. I am a person that failed.,P,Wx8F9uwQTnY_50,,,,,,
So you're saying 'I'm a failure'. Right?,T,Wx8F9uwQTnY_51,1.0,0.0,1.0,2.0,1.0,2.0
"Yeah, that's close.",P,Wx8F9uwQTnY_52,,,,,,
One of your core beliefs may be that you're a failure. Does that seem like something you've said to yourself before?,T,Wx8F9uwQTnY_53,1.0,0.0,1.0,2.0,1.0,2.0
"I can relate to that. Because a lot of times I feel like 'Oh, I'm not going to be able to do this because it's me'.",P,Wx8F9uwQTnY_54,,,,,,
"You're personalizing it. You're saying to yourself 'I'm going to be unsuccessful, I'm going to fail'. Do you think that's what's happening?",T,Wx8F9uwQTnY_55,1.0,0.0,1.0,2.0,1.0,2.0
