Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Hi Ms. Watson, nice to see you again. Dr. Goldblum.",T,SD_flKS7koQ_1,1.0,1.0,1.0,1.0,0.0,2.0
Nice to see you.,P,SD_flKS7koQ_2,,,,,,
"I'm glad you came back in. I've got the results now of the blood work that we did after your checkup. And before we go over any of that, I really wanted to find out from you how things are going and what you're concerned about.",T,SD_flKS7koQ_3,0.0,0.0,1.0,1.0,0.0,2.0
"Well, I mean, I'm curious about them because I haven't been very well, right? I haven't been feeling very well. Well, last week I threw up some blood.",P,SD_flKS7koQ_4,,,,,,
Is that the first time that's happened?,T,SD_flKS7koQ_5,0.0,0.0,1.0,1.0,0.0,2.0
"Yeah, the first time. I mean, I threw up blood last week and then again yesterday. So there's something bad going on. I know there's something bad going on.",P,SD_flKS7koQ_6,,,,,,
What do you think is going on?,T,SD_flKS7koQ_7,0.0,0.0,1.0,1.0,0.0,2.0
"Cancer, right? I think I probably have cancer. I'm not doing very well. I just... not doing very well. Headaches and it's just...",P,SD_flKS7koQ_8,,,,,,
"Look, let's try to figure some of this out, okay? When you said you were throwing up blood, were you throwing up bright red blood? And was it like little spots, big spots?",T,SD_flKS7koQ_9,1.0,1.0,1.0,2.0,1.0,2.0
"It was, it was almost filling the toilet. It wasn't that much, I wasn't like... but it was enough that I could see it in the toilet when I was throwing up.",P,SD_flKS7koQ_10,,,,,,
And did you have any other symptoms?,T,SD_flKS7koQ_11,0.0,0.0,1.0,1.0,0.0,2.0
"Well, I was feeling sick, so and I had headaches and I...",P,SD_flKS7koQ_12,,,,,,
What time of day was this?,T,SD_flKS7koQ_13,1.0,1.0,1.0,2.0,2.0,2.0
"I have headaches a lot throughout the day, but throwing up the blood, that was in the morning. And then again the other time it was sort of later in the day. But you know, I also wake up in the middle of the night and I'm just covered in sweat. And I know that's another cancer thing.",P,SD_flKS7koQ_14,,,,,,
"Well, look, I can understand why you're worried, alright? Because throwing up blood is scary, and waking up soaked in sweat in the middle of the night, that doesn't feel right either. Let me ask you a couple of questions that might help explain things. When did you have your last drink?",T,SD_flKS7koQ_15,0.0,0.0,1.0,1.0,0.0,2.0
Actually just before I came here.,P,SD_flKS7koQ_16,,,,,,
"Okay, so that was earlier this morning. Alright, what did you have?",T,SD_flKS7koQ_17,1.0,1.0,1.0,2.0,1.0,2.0
I had orange juice and I had some vodka in it. It's the only thing actually that like steadies me enough to get out the door. I don't go out that often but you know...,P,SD_flKS7koQ_18,,,,,,
So tell me how it helps you.,T,SD_flKS7koQ_19,0.0,0.0,1.0,1.0,0.0,2.0
"It just steadies me, steadies me. Like I'm you know, I'm shaky all the time. I'm just like...",P,SD_flKS7koQ_20,,,,,,
"So over the course of a day, in order to steady yourself, in order to feel calmer, how many drinks do you end up having?",T,SD_flKS7koQ_21,0.0,0.0,1.0,1.0,0.0,2.0
"Five, maybe?",P,SD_flKS7koQ_22,,,,,,
Singles or doubles?,T,SD_flKS7koQ_23,0.0,0.0,1.0,1.0,0.0,2.0
"I don't measure anything, so...",P,SD_flKS7koQ_24,,,,,,
Is it mainly vodka?,T,SD_flKS7koQ_25,1.0,1.0,1.0,2.0,1.0,2.0
"Sometimes if my stomach is really upset I'll drink cider, so it's cider or vodka because it's just...",P,SD_flKS7koQ_26,,,,,,
And do you ever get that feeling in the morning that some people describe that they wake up feeling so edgy they need a drink to calm down?,T,SD_flKS7koQ_27,0.0,0.0,1.0,1.0,0.0,2.0
It's like the only thing that works for me. It's the only thing that works to...,P,SD_flKS7koQ_28,,,,,,
So in the past week do you think you've been drinking more?,T,SD_flKS7koQ_29,0.0,0.0,1.0,1.0,0.0,2.0
"In the last week, not so much. Maybe last couple of weeks, maybe.",P,SD_flKS7koQ_30,,,,,,
Has it been daily?,T,SD_flKS7koQ_31,0.0,0.0,1.0,1.0,0.0,2.0
"Oh, yeah.",P,SD_flKS7koQ_32,,,,,,
Right. So the longest you've gone without a drink in the last month would be how long?,T,SD_flKS7koQ_33,1.0,1.0,1.0,2.0,1.0,2.0
"I don't know actually. I mean, I don't know. I've got, you know, I've got a lot going on, right? I mean so my sister is in Boston, she's got cancer and I know like I should be calling her and I can't do that. And my mom is really sick and she's horrible and I'm the only one who can go see her. And I go see my mother and she just yells and screams at me and she's got emphysema and it's just...",P,SD_flKS7koQ_34,,,,,,
"And so for all of those things, the alcohol helps?",T,SD_flKS7koQ_35,0.0,0.0,1.0,1.0,0.0,2.0
Yeah.,P,SD_flKS7koQ_36,,,,,,
Yeah. And does it ever happen sort of by the end of the day that you have trouble the next day remembering what happened?,T,SD_flKS7koQ_37,0.0,0.0,1.0,1.0,0.0,2.0
"I guess. I mean you know, my days don't differ that much but you know, I'll fall asleep in front of the television and then I don't really... like I'm not seeing lots of people so you know, there's not big events in my life that I would be remembering. I just you know, and especially now that I'm feeling so not well, that yeah, there's not much that I would have to remember like that.",P,SD_flKS7koQ_38,,,,,,
Have you tried at all to cut down on your drinking?,T,SD_flKS7koQ_39,0.0,0.0,1.0,1.0,0.0,2.0
"I did. I did. You know, I had a boyfriend who you know, was sort of casual, coming over and we... and he basically said he couldn't be with me anymore because I drink too much and so I tried at that point, I tried and it's like...",P,SD_flKS7koQ_40,,,,,,
It's hard.,T,SD_flKS7koQ_41,1.0,1.0,0.0,1.0,1.0,2.0
"Well, yeah. And then he left, so who cares, right? I mean...",P,SD_flKS7koQ_42,,,,,,
Right. But have you found yourself feeling guilty about the alcohol?,T,SD_flKS7koQ_43,0.0,0.0,-1.0,1.0,0.0,2.0
"I feel guilty about my sister. I feel guilty that I can't, like I just can't, I can't even call her. Like I can't, right? So if I, if I could pull it together then I could...",P,SD_flKS7koQ_44,,,,,,
"Because what I understand from what you're telling me is that the drinking helps meet a certain need for you in terms of trying to hold things together with all this stuff going on. And it meets a need in terms of trying to keep you calmer. But at the same time it's getting you into trouble. It's getting into trouble in terms of relationships, but it's also the most likely explanation for why you've been throwing up blood and why the lab results that I've got are consistent with an amount of alcohol that's too much for your body to handle.",T,SD_flKS7koQ_45,1.0,1.0,0.0,2.0,1.0,2.0
Really?,P,SD_flKS7koQ_46,,,,,,
Really. And that means ideally that we're going to work together to find a way to do something about it.,T,SD_flKS7koQ_47,0.0,0.0,-2.0,1.0,0.0,1.0
