Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.",T,qe-0fk4ZG20_1,1.0,1.0,1.0,1.0,1.0,2.0,0,0,-2,0,0,2,,I'm here to support you. It sounds like you're feeling a bit overwhelmed with the situation at work. You mentioned that you're worried about the impact it's having on your relationships with your colleagues and your overall well-being. Can you tell me more about what's been going on and how you've been feeling?
So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.,T,qe-0fk4ZG20_3,1.0,1.0,1.0,1.0,1.0,2.0,2,-1,-1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.","""I can see that you're feeling frustrated and overwhelmed by the dishes, and it's understandable that you're feeling like you're being ignored. It sounds like you're feeling a bit resentful and frustrated with the situation. It's not just about the dishes, is it? It's about the feeling of being taken for granted and not being heard. You're saying that you feel like you're the one who's always doing the dishes, and that's a really tough feeling to deal with. Can you tell me more about what you mean by 'do this, do the dishes, wake up'? What does that mean to you? How"
"So even when you do do the dishes, you're feeling like you aren't measuring up basically.",T,qe-0fk4ZG20_5,-1.0,-1.0,-2.0,1.0,1.0,1.0,1,1,1,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.","It sounds like you're feeling a bit defensive and frustrated with the way Linda is approaching the situation. You're not just feeling like you're being scolded or corrected, but also like you're being treated like a child. Can you tell me more about what you think Linda is trying to get out of you, and how that makes you feel?"
"So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?",T,qe-0fk4ZG20_7,-1.0,-1.0,-2.0,1.0,0.0,1.0,-1,0,-2,1,1,2,"Therapist: It's so good to see you both this week. I know that the past couple of weeks there have been a lot of really hard conversations in this room, and I think it's so brave that you're both back here today. I'm wondering how this week has gone.
Patient: It's gone pretty good, but we had a pretty bad fight about the dishes. I just really need them done, but he completely ignores it. It's hard to ignore you, but do this, do the dishes, wake up—that's all I hear every time.
Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.","It sounds like you're feeling a bit frustrated and defensive about the way Linda is speaking to you, and that's understandable. It can be really tough to hear criticism, especially when it feels like it's coming from someone who's supposed to be your partner."
So sometimes you're feeling like Linda might be the one with the power in the relationship.,T,qe-0fk4ZG20_9,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,1,1,1,1,1,2,"Therapist: So it seems like you're hesitant and resistant to doing the dishes because that's the only thing that you're hearing Linda say to you right now.
Patient: Yeah, every time I've done the dishes in the past, she tells me what I did wrong. She's trying to discipline me like a child, and I don't need another mother.
Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.",It sounds like you're feeling a bit frustrated and maybe even a little resentful when she's giving you feedback. You're not sure if you're doing enough or if you're doing it right.
"Whenever you have these fights, what happens?",T,qe-0fk4ZG20_11,-1.0,-1.0,-2.0,1.0,-1.0,1.0,-1,-1,-2,-1,-1,-1,"Therapist: So even when you do do the dishes, you're feeling like you aren't measuring up basically.
Patient: Yeah, she's treating me like I'm a child.
Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.","It can be hard to know what's going on when it feels like someone else is making decisions for you. Can you tell me more about what you mean by ""treat me like a child""? What does that feel like to you?"
What do you mean? What would shock him?,T,qe-0fk4ZG20_13,-1.0,0.0,-2.0,1.0,0.0,2.0,1,1,-2,1,1,2,"Therapist: So she's telling you what to do and you're feeling like a little kid. It's not an equal relationship then, right?
Patient: Sometimes I feel that way.
Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.",It sounds like you're feeling a bit hurt and frustrated when you feel like he's not making an effort to connect with you. You're also feeling a sense of powerlessness when he doesn't seem to be making an effort to understand your perspective.
"Help me, is that scary for you?",T,qe-0fk4ZG20_15,-1.0,-1.0,-2.0,0.0,-1.0,1.0,1,1,1,1,1,2,"Therapist: So sometimes you're feeling like Linda might be the one with the power in the relationship.
Patient: I don't know, I don't know.
Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.","It sounds like you're feeling a deep sense of hurt and concern for your husband's well-being. You're worried that he's not taking your feelings and needs seriously, and that's causing tension in your relationship."
"And what about you, Jack? Are you a little afraid in that situation?",T,qe-0fk4ZG20_17,-1.0,-1.0,-2.0,1.0,0.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Whenever you have these fights, what happens?
Patient: We argue for hours and he just ignores me. I think he would be shocked to see how disconnected he looks.
Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?","It sounds like you're feeling a sense of desperation and concern for your relationship. You're worried that if he doesn't talk to you, he might not be able to see the impact his behavior is having on you. Is that right?"
Let's go back to the fight. How does it normally end?,T,qe-0fk4ZG20_19,-1.0,-1.0,-2.0,1.0,0.0,1.0,-1,-1,-2,-1,-1,-1,"Therapist: What do you mean? What would shock him?
Patient: Just how disconnected he is. If he saw himself, he would be shocked at how he treats his wife. It's pretty intense.
Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.","It sounds like you're carrying a lot of guilt and shame around, Jack. It's understandable that you'd feel that way. Can you tell me more about what's been going on with your wife and how you've been feeling about it?"
"Okay, so you leave, Jack?",T,qe-0fk4ZG20_21,1.0,0.0,-2.0,1.0,0.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Help me, is that scary for you?
Patient: Yeah, it's really scary. What else is he going to stop talking to me about or disconnect from me about?
Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.
Therapist: Let's go back to the fight. How does it normally end?
Patient: He usually leaves for about 15 minutes and then comes back. He just leaves the situation.","It sounds like you're feeling a sense of relief when he's gone, but also a bit of frustration that he's not willing to work through the issue with you. Can you tell me more about what you're feeling when he leaves?"
And what do you do?,T,qe-0fk4ZG20_23,1.0,1.0,1.0,1.0,1.0,2.0,0,0,-2,0,0,2,"Therapist: And what about you, Jack? Are you a little afraid in that situation?
Patient: I guess I can see that it's scary to disappoint my wife and be able to block her out like that.
Therapist: Let's go back to the fight. How does it normally end?
Patient: He usually leaves for about 15 minutes and then comes back. He just leaves the situation.
Therapist: Okay, so you leave, Jack?
Patient: I walk out of the house just to leave the scene of the situation.","It sounds like you feel a sense of relief when you leave the situation, but also a bit of frustration and disappointment. It's like you're trying to escape the tension and the emotions that come with it."
"I think I understand what you're both saying. But whenever Jack does come back, are you guys able to talk about it then?",T,qe-0fk4ZG20_25,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,-1,-1,-2,0,0,1,"Therapist: Let's go back to the fight. How does it normally end?
Patient: He usually leaves for about 15 minutes and then comes back. He just leaves the situation.
Therapist: Okay, so you leave, Jack?
Patient: I walk out of the house just to leave the scene of the situation.
Therapist: And what do you do?
Patient: I just leave the scene. When I come back, he gets really defensive and it's like nothing gets resolved. It doesn't go anywhere.",It sounds like you're feeling frustrated and hurt by the way things didn't resolve. It can be really tough to feel like nothing gets resolved when we're already feeling stuck. Can you tell me more about what you were hoping to get out of the conversation with him? What did you want to talk about or work through?
"This must be so hard for you, Linda. You're trying to communicate and you feel like he's shutting you out.",T,qe-0fk4ZG20_27,-1.0,-1.0,-2.0,0.0,0.0,1.0,-1,-1,-2,-1,-1,1,"Therapist: Okay, so you leave, Jack?
Patient: I walk out of the house just to leave the scene of the situation.
Therapist: And what do you do?
Patient: I just leave the scene. When I come back, he gets really defensive and it's like nothing gets resolved. It doesn't go anywhere.
Therapist: I think I understand what you're both saying. But whenever Jack does come back, are you guys able to talk about it then?
Patient: No, it's like nothing happens. We never get to anything and we just can't get on the same page.","It sounds like you're feeling frustrated and stuck in this cycle of not being able to resolve the issue. It's like you're trying to move forward, but it's not happening. Can you tell me more about what you mean by ""nothing gets resolved""? What specifically happens when you come back to the situation?"
Not knowing what's happening must be scary.,T,qe-0fk4ZG20_29,1.0,1.0,1.0,2.0,1.0,2.0,2,1,1,1,1,2,"Therapist: And what do you do?
Patient: I just leave the scene. When I come back, he gets really defensive and it's like nothing gets resolved. It doesn't go anywhere.
Therapist: I think I understand what you're both saying. But whenever Jack does come back, are you guys able to talk about it then?
Patient: No, it's like nothing happens. We never get to anything and we just can't get on the same page.
Therapist: This must be so hard for you, Linda. You're trying to communicate and you feel like he's shutting you out.
Patient: Right, like just tell me what's happening and what's going on.","It sounds like Jack is feeling really frustrated and hurt when you leave the scene, and it's affecting his ability to connect with you. He's also feeling like he's not being heard or understood."
"And what about you, Jack? Are you feeling a little bit of fear in the unknown of this situation?",T,qe-0fk4ZG20_31,1.0,1.0,1.0,2.0,1.0,2.0,-1,-1,-2,0,0,1,"Therapist: I think I understand what you're both saying. But whenever Jack does come back, are you guys able to talk about it then?
Patient: No, it's like nothing happens. We never get to anything and we just can't get on the same page.
Therapist: This must be so hard for you, Linda. You're trying to communicate and you feel like he's shutting you out.
Patient: Right, like just tell me what's happening and what's going on.
Therapist: Not knowing what's happening must be scary.
Patient: Yeah, it is.","It sounds like you're feeling a sense of uncertainty and frustration. You're trying to navigate this situation, but it's like you're not sure where to start or how to move forward."
"In this situation, it seems like it would be super hard to be close and supportive to one another.",T,qe-0fk4ZG20_33,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,0,0,1,"Therapist: This must be so hard for you, Linda. You're trying to communicate and you feel like he's shutting you out.
Patient: Right, like just tell me what's happening and what's going on.
Therapist: Not knowing what's happening must be scary.
Patient: Yeah, it is.
Therapist: And what about you, Jack? Are you feeling a little bit of fear in the unknown of this situation?
Patient: I feel like she doesn't want me around her at all. I just withdraw because I'm angry and sad.","It sounds like you're feeling a bit overwhelmed and hurt by the situation. It's understandable that you'd want to withdraw from the relationship, especially if you're feeling angry and sad. Can you tell me more about what's been going on with your partner and how you've been feeling?"
I'm hearing that you're feeling some distance with Jack. Is it hard to be held by him?,T,qe-0fk4ZG20_35,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,-1,-1,1,"Therapist: Not knowing what's happening must be scary.
Patient: Yeah, it is.
Therapist: And what about you, Jack? Are you feeling a little bit of fear in the unknown of this situation?
Patient: I feel like she doesn't want me around her at all. I just withdraw because I'm angry and sad.
Therapist: In this situation, it seems like it would be super hard to be close and supportive to one another.
Patient: I just can't. He keeps apologizing, but then I don't want to be close. I need him to say it with actions, not just words.","It sounds like you're feeling a bit frustrated with the way he's trying to connect with you, and that's understandable. It's like he's not quite meeting you where you are emotionally."
So you withdraw a lot when this happens?,T,qe-0fk4ZG20_37,-1.0,-1.0,-2.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: And what about you, Jack? Are you feeling a little bit of fear in the unknown of this situation?
Patient: I feel like she doesn't want me around her at all. I just withdraw because I'm angry and sad.
Therapist: In this situation, it seems like it would be super hard to be close and supportive to one another.
Patient: I just can't. He keeps apologizing, but then I don't want to be close. I need him to say it with actions, not just words.
Therapist: I'm hearing that you're feeling some distance with Jack. Is it hard to be held by him?
Patient: Yeah, there are really few instances of intimacy now.","It sounds like you're feeling a bit disconnected from him, like you're not feeling the same level of emotional intimacy that you used to."
"So Jack, you get the feeling that Linda doesn't really want to be around you, and when you try to connect, you feel rejected and like you're not enough.",T,qe-0fk4ZG20_39,2.0,1.0,-2.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: In this situation, it seems like it would be super hard to be close and supportive to one another.
Patient: I just can't. He keeps apologizing, but then I don't want to be close. I need him to say it with actions, not just words.
Therapist: I'm hearing that you're feeling some distance with Jack. Is it hard to be held by him?
Patient: Yeah, there are really few instances of intimacy now.
Therapist: So you withdraw a lot when this happens?
Patient: Yeah, a lot.",It sounds like you're feeling a bit frustrated with the lack of physical closeness. You're not sure if he's trying to make it up to you or if it's just a lack of effort.
How do you handle that?,T,qe-0fk4ZG20_41,1.0,1.0,1.0,2.0,1.0,2.0,0,0,-2,0,0,2,"Therapist: I'm hearing that you're feeling some distance with Jack. Is it hard to be held by him?
Patient: Yeah, there are really few instances of intimacy now.
Therapist: So you withdraw a lot when this happens?
Patient: Yeah, a lot.
Therapist: So Jack, you get the feeling that Linda doesn't really want to be around you, and when you try to connect, you feel rejected and like you're not enough.
Patient: Yeah, pretty much. It's like I blew it up and now she doesn't want to be around me anymore.","It sounds like you're feeling really hurt and frustrated, like you're trying to hold onto something that's slipping away. You're not sure how to make it work, and it's causing you a lot of pain."
"You feel like you've screwed up, and then what do you do?",T,qe-0fk4ZG20_43,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: So you withdraw a lot when this happens?
Patient: Yeah, a lot.
Therapist: So Jack, you get the feeling that Linda doesn't really want to be around you, and when you try to connect, you feel rejected and like you're not enough.
Patient: Yeah, pretty much. It's like I blew it up and now she doesn't want to be around me anymore.
Therapist: How do you handle that?
Patient: I don't like it. I don't like that at all.","It sounds like you're feeling a lot of hurt and frustration right now. It's like you're feeling like you're being pulled in two different directions - you want to be with Linda, but you also feel rejected and unloved. Can you tell me more about what you mean by ""blown up""?"
"Even though you get caught in this pattern, you both disconnect into two different islands. Is that right?",T,qe-0fk4ZG20_45,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,0,0,1,"Therapist: So Jack, you get the feeling that Linda doesn't really want to be around you, and when you try to connect, you feel rejected and like you're not enough.
Patient: Yeah, pretty much. It's like I blew it up and now she doesn't want to be around me anymore.
Therapist: How do you handle that?
Patient: I don't like it. I don't like that at all.
Therapist: You feel like you've screwed up, and then what do you do?
Patient: I just leave it alone, but eventually I feel a disconnect and a postponement of our connection.","It sounds like you're feeling a sense of disconnection from her, and that's really tough. It's like you're trying to hold on to the connection, but it's slipping away. Can you tell me more about what you mean by ""disconnect""? What does that feel like for you?"
"Like there's some distance, right?",T,qe-0fk4ZG20_47,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,0,2,"Therapist: How do you handle that?
Patient: I don't like it. I don't like that at all.
Therapist: You feel like you've screwed up, and then what do you do?
Patient: I just leave it alone, but eventually I feel a disconnect and a postponement of our connection.
Therapist: Even though you get caught in this pattern, you both disconnect into two different islands. Is that right?
Patient: Yeah, it's me trying to struggle with the situation, and then I feel some kind of disconnect in that area.","It sounds like you're trying to navigate a difficult situation, and it's affecting your connection with me. Can you tell me more about what you mean by ""struggling""? What's going on inside of you when you feel like you're trying to leave it alone?"
Is there anything you're feeling about yourself that might cause this distance? Do you blame yourself?,T,qe-0fk4ZG20_49,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: You feel like you've screwed up, and then what do you do?
Patient: I just leave it alone, but eventually I feel a disconnect and a postponement of our connection.
Therapist: Even though you get caught in this pattern, you both disconnect into two different islands. Is that right?
Patient: Yeah, it's me trying to struggle with the situation, and then I feel some kind of disconnect in that area.
Therapist: Like there's some distance, right?
Patient: Yeah.","It can feel like that, can't it? Like you're trying to navigate through the connection, but it's not quite there yet. It's okay to feel that way. Can you tell me more about what you mean by ""it's not quite there""? What do you think is missing or unfulfilled in the connection?"
"Jack, what is a word that you'd describe yourself as?",T,qe-0fk4ZG20_51,-1.0,-1.0,-2.0,0.0,0.0,1.0,1,1,1,1,0,2,"Therapist: Even though you get caught in this pattern, you both disconnect into two different islands. Is that right?
Patient: Yeah, it's me trying to struggle with the situation, and then I feel some kind of disconnect in that area.
Therapist: Like there's some distance, right?
Patient: Yeah.
Therapist: Is there anything you're feeling about yourself that might cause this distance? Do you blame yourself?
Patient: I don't really know, but yeah, kind of.","It sounds like there's a sense of uncertainty or self-doubt. You're not sure what's causing the disconnect, but you're aware that it's there. That can be really tough. Can you tell me more about what you mean by ""disconnect""? What does it feel like in your body?"
Is that right? You think you're a mean type of guy?,T,qe-0fk4ZG20_53,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Like there's some distance, right?
Patient: Yeah.
Therapist: Is there anything you're feeling about yourself that might cause this distance? Do you blame yourself?
Patient: I don't really know, but yeah, kind of.
Therapist: Jack, what is a word that you'd describe yourself as?
Patient: Generally a mean kind of guy.","It sounds like you're carrying a bit of a burden. That can be a heavy weight to carry. Can you tell me more about what it's like to be perceived as a ""mean guy""? How does that make you feel?"
"Oh, so you feel that Linda sees you as a mean guy. I didn't hear Linda say that. Linda?",T,qe-0fk4ZG20_55,1.0,1.0,1.0,2.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Is there anything you're feeling about yourself that might cause this distance? Do you blame yourself?
Patient: I don't really know, but yeah, kind of.
Therapist: Jack, what is a word that you'd describe yourself as?
Patient: Generally a mean kind of guy.
Therapist: Is that right? You think you're a mean type of guy?
Patient: I don't think so, but it looks like that's what she sees me as.","It can be hard to see ourselves in others, can't it? You're not sure if you're the mean guy or if others see you that way."
"Jack, that must be so hard to carry with you every day, thinking that your wife thinks you're a mean guy.",T,qe-0fk4ZG20_57,1.0,1.0,1.0,1.0,1.0,2.0,-1,-1,-2,0,0,1,"Therapist: Jack, what is a word that you'd describe yourself as?
Patient: Generally a mean kind of guy.
Therapist: Is that right? You think you're a mean type of guy?
Patient: I don't think so, but it looks like that's what she sees me as.
Therapist: Oh, so you feel that Linda sees you as a mean guy. I didn't hear Linda say that. Linda?
Patient: That's not what I mean at all. It's just the way that you go about things, that's all.","It sounds like you're saying that you feel like you're coming across as a bit rough around the edges, but it's not necessarily about you. You're feeling a bit defensive about how you present yourself."
Feeling that much pain around an everyday task like the dishes must be exhausting.,T,qe-0fk4ZG20_59,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,1,1,1,1,1,2,"Therapist: Is that right? You think you're a mean type of guy?
Patient: I don't think so, but it looks like that's what she sees me as.
Therapist: Oh, so you feel that Linda sees you as a mean guy. I didn't hear Linda say that. Linda?
Patient: That's not what I mean at all. It's just the way that you go about things, that's all.
Therapist: Jack, that must be so hard to carry with you every day, thinking that your wife thinks you're a mean guy.
Patient: Sometimes I just feel she doesn't want to be around me because of my behaviors and attitude.",It sounds like you're feeling a bit hurt and frustrated that you're not getting the connection you want from Linda. It can be really tough to feel like you're not being understood or accepted by the people you care about.
"You value the relationship, and feeling like you aren't meeting expectations must leave you feeling raw. Do you feel a little rejected by her?",T,qe-0fk4ZG20_61,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Oh, so you feel that Linda sees you as a mean guy. I didn't hear Linda say that. Linda?
Patient: That's not what I mean at all. It's just the way that you go about things, that's all.
Therapist: Jack, that must be so hard to carry with you every day, thinking that your wife thinks you're a mean guy.
Patient: Sometimes I just feel she doesn't want to be around me because of my behaviors and attitude.
Therapist: Feeling that much pain around an everyday task like the dishes must be exhausting.
Patient: Yeah, sometimes it is.",It sounds like the weight of your expectations and the pressure to be perfect for her can be overwhelming.
"It seems like there is a pattern where Linda asks Jack to do something, Jack feels like he'll fail, and you both end up disconnected. Is that right?",T,qe-0fk4ZG20_63,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Jack, that must be so hard to carry with you every day, thinking that your wife thinks you're a mean guy.
Patient: Sometimes I just feel she doesn't want to be around me because of my behaviors and attitude.
Therapist: Feeling that much pain around an everyday task like the dishes must be exhausting.
Patient: Yeah, sometimes it is.
Therapist: You value the relationship, and feeling like you aren't meeting expectations must leave you feeling raw. Do you feel a little rejected by her?
Patient: It is really hard. When I try to apologize or give her a kiss and she rejects me, I feel rejected because I know I messed up.","It sounds like you're carrying a lot of self-blame and self-doubt. You're worried that your actions are causing her to feel rejected, and that's causing you to feel rejected too. Can you tell me more about what happens when you try to apologize or show affection? What does she do or say in response?"
"You're here to become connected again. Jack, after you argue, you expect to make up, but Linda isn't connecting in that way, and that brings up rejection.",T,qe-0fk4ZG20_65,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Feeling that much pain around an everyday task like the dishes must be exhausting.
Patient: Yeah, sometimes it is.
Therapist: You value the relationship, and feeling like you aren't meeting expectations must leave you feeling raw. Do you feel a little rejected by her?
Patient: It is really hard. When I try to apologize or give her a kiss and she rejects me, I feel rejected because I know I messed up.
Therapist: It seems like there is a pattern where Linda asks Jack to do something, Jack feels like he'll fail, and you both end up disconnected. Is that right?
Patient: Yeah, and it's just super, super frustrating. That's why we're here.","It sounds like you're feeling a sense of helplessness and frustration, and that's understandable. It's like you're trying to navigate a difficult situation, but it's not going as planned. Can you tell me more about what you're feeling when you're with Linda? What does it feel like to be rejected by her?"
"Jack, it sounds like you think Linda doesn't care, but she's here working this out.",T,qe-0fk4ZG20_67,-1.0,-1.0,-2.0,1.0,0.0,1.0,1,1,1,1,1,2,"Therapist: You value the relationship, and feeling like you aren't meeting expectations must leave you feeling raw. Do you feel a little rejected by her?
Patient: It is really hard. When I try to apologize or give her a kiss and she rejects me, I feel rejected because I know I messed up.
Therapist: It seems like there is a pattern where Linda asks Jack to do something, Jack feels like he'll fail, and you both end up disconnected. Is that right?
Patient: Yeah, and it's just super, super frustrating. That's why we're here.
Therapist: You're here to become connected again. Jack, after you argue, you expect to make up, but Linda isn't connecting in that way, and that brings up rejection.
Patient: Exactly, yeah.",It sounds like the expectation of connection and intimacy after an argument can be really tough for you. Can you tell me more about what happens when you try to apologize or show affection after an argument? How does Linda respond?
"Linda cares so much that she's here. If she didn't care, she would have left a long time ago.",T,qe-0fk4ZG20_69,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: It seems like there is a pattern where Linda asks Jack to do something, Jack feels like he'll fail, and you both end up disconnected. Is that right?
Patient: Yeah, and it's just super, super frustrating. That's why we're here.
Therapist: You're here to become connected again. Jack, after you argue, you expect to make up, but Linda isn't connecting in that way, and that brings up rejection.
Patient: Exactly, yeah.
Therapist: Jack, it sounds like you think Linda doesn't care, but she's here working this out.
Patient: I think she doesn't care how I feel. That wouldn't be true, though, because I'm here working this out. I'm here, and that should count.","It's natural to feel that way, Jack. It's like you're trying to prove to yourself that you're still worthy of connection, even if Linda isn't."
"But for whatever reason, Jack's not feeling that the relationship is valuable.",T,qe-0fk4ZG20_71,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: You're here to become connected again. Jack, after you argue, you expect to make up, but Linda isn't connecting in that way, and that brings up rejection.
Patient: Exactly, yeah.
Therapist: Jack, it sounds like you think Linda doesn't care, but she's here working this out.
Patient: I think she doesn't care how I feel. That wouldn't be true, though, because I'm here working this out. I'm here, and that should count.
Therapist: Linda cares so much that she's here. If she didn't care, she would have left a long time ago.
Patient: I would have just left. I would have been gone.","It's like you're saying that Linda's presence here is a relief, and that's a big part of why you're here."
"Jack, hearing Linda say that, how does it make you feel?",T,qe-0fk4ZG20_73,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Jack, it sounds like you think Linda doesn't care, but she's here working this out.
Patient: I think she doesn't care how I feel. That wouldn't be true, though, because I'm here working this out. I'm here, and that should count.
Therapist: Linda cares so much that she's here. If she didn't care, she would have left a long time ago.
Patient: I would have just left. I would have been gone.
Therapist: But for whatever reason, Jack's not feeling that the relationship is valuable.
Patient: I think he does, I just think what I'm trying to say isn't coming out right.",It sounds like you're feeling frustrated that you're not expressing yourself as clearly as you'd like.
"Jack feels he's messed up so much and wants to be a perfectionist. Linda, turn to Jack and tell him how that makes you feel.",T,qe-0fk4ZG20_75,1.0,1.0,-2.0,1.0,1.0,2.0,1,1,1,1,1,2,"Therapist: Linda cares so much that she's here. If she didn't care, she would have left a long time ago.
Patient: I would have just left. I would have been gone.
Therapist: But for whatever reason, Jack's not feeling that the relationship is valuable.
Patient: I think he does, I just think what I'm trying to say isn't coming out right.
Therapist: Jack, hearing Linda say that, how does it make you feel?
Patient: I just don't like telling people my feelings anymore. I've messed up in the past and don't want to mess up anymore.",It sounds like you're carrying a lot of guilt and self-doubt about your past mistakes. You're trying to protect yourself from getting hurt again. Can you tell me more about what's been weighing on your mind lately?
