turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi Carly, how are you doing today?",0.0,0.0,-2.0,0.0,0.0,2.0
1,"You had a small cat scratch over the weekend, and now you're worried about rabies?",1.0,1.0,1.0,1.0,1.0,2.0
2,"You're constantly worried that a pet, a stray, or even your friend's cat could have rabies?",1.0,1.0,1.0,1.0,1.0,2.0
3,You have a feeling that the doctors are missing something with the red spots on your daughter?,-1.0,-1.0,-2.0,-1.0,-1.0,1.0
4,"You're stuck in a loop thinking it could be something other than a mosquito or flea bite, especially a bat bite.",1.0,1.0,1.0,1.0,1.0,2.0
5,"You found pictures that look like what you saw on your daughter's arm, but then you found something worse.",1.0,1.0,1.0,1.0,1.0,2.0
6,"It left you feeling uncertain, which is understandable given all the possibilities.",1.0,1.0,1.0,1.0,1.0,2.0
7,"It doesn't help because it seems to you that you're being excluded from the truth, that you're not being fully informed.",1.0,0.0,0.0,1.0,0.0,2.0
8,You see a bat bite.,1.0,0.0,0.0,1.0,0.0,2.0
9,It's hard for you to separate your own fear from the actual observation.,1.0,0.0,0.0,1.0,0.0,2.0
10,"To turn your fear off, to stop being afraid.",1.0,0.0,0.0,1.0,0.0,2.0
11,"The more you try to reason with it, the more the fear seems to intensify.",1.0,0.0,0.0,1.0,0.0,2.0
12,It makes you feel like a mistake is possible.,1.0,0.0,0.0,1.0,0.0,2.0
13,It's very understandable that you'd feel guilty and responsible if something really terrible happened to your child.,1.0,0.0,0.0,1.0,0.0,2.0
14,Just to make sure nothing bad happens.,1.0,0.0,0.0,1.0,0.0,2.0
15,What happens if you do ignore the fear and the symptoms seem to be something other than a bat bite?,1.0,0.0,0.0,1.0,0.0,2.0
16,It makes it difficult to trust your instincts.,1.0,0.0,0.0,1.0,0.0,2.0
17,It makes you feel like you're losing control.,1.0,0.0,0.0,1.0,0.0,2.0
18,It's hard to know where to draw the line when you're constantly worried about something.,1.0,0.0,0.0,1.0,0.0,2.0
19,"You try to make her feel safe, but it's clear that you feel trapped in this cycle.",1.0,0.0,0.0,1.0,0.0,2.0
