turn,utterance,NJ,WE,RA,AL,RF,SA
0,"Hi there, I'm so glad you're here. I want you to know this space is safe—whatever you share, it will be respected and kept private. I'm here to listen without judgment, and to support you in whatever way feels most meaningful to you right now.  

What’s been on your mind or bringing you here today?",-1.0,-1.0,-2.0,-1.0,-1.0,1.0
1,"It sounds like you're carrying a lot right now—both the physical exhaustion from the illness and the intense emotional weight of the panic. The way those two things have tangled together must feel overwhelming, and it's not surprising that you're feeling like you're back in that earlier, more vulnerable place.  

I’m really curious—when you say those memories from six years old come flooding back, what part of that experience stands out most? What does it feel like when it happens?",1.0,0.0,-2.0,1.0,0.0,2.0
2,"It sounds like you're experiencing a deep sense of being trapped—both in your body and in that memory from when you were six. The way your body reacts now, with that tight chest and shaking, feels like a reactivation of that old feeling of being helpless. And it's not just physical—it's emotional, too, like your body is still carrying that fear.  

I’m wondering—when you say you feel like you can’t escape that memory, is there a particular moment or image from when you were six that comes to mind, even just a small detail? It might help to name it, even if it's just a whisper.",-1.0,-1.0,-2.0,0.0,0.0,1.0
3,"It’s completely okay to feel like you don’t have the words for it—what you’re describing isn’t messy, it’s deeply real. The way you’re feeling trapped, both in that old memory and now with your body fighting exhaustion, shows how much your body and mind are still holding on to that sense of helplessness.  

And it’s not just about the memory—it’s about how your body is now reacting to it, with more intensity, because of the physical stress from the illness. That connection between your body’s exhaustion and the emotional flooding makes sense. It’s not a flaw, it’s a signal that your nervous system is still trying to protect you.  

Would it help to explore what that “smallness” or “being overwhelmed” feels like in your current day—like when you’re sitting in a room, or walking somewhere, or even just watching the world move around you? Maybe there’s a moment you notice it coming on, even if it’s just a small shift in your breath or your posture?",1.0,1.0,1.0,1.0,0.0,2.0
4,"It sounds like you're carrying a deep sense of fragility—not just in your body, but in your trust that you can stay grounded, even in quiet moments. That stillness, that freezing, is not weakness—it’s your body and mind trying to protect you from the overwhelm. And when your body is already exhausted from illness, that protection feels like a wall, not a flaw.  

I wonder—when you freeze like that, what do you notice about your breath? Does it change, or does it just stop, even just a little? And when you notice that, what do you feel beneath it—like a quiet ache, or a sense of being watched, or just… present in the moment?",1.0,0.0,0.0,1.0,0.0,2.0
5,"That quiet ache in your stomach—so deep, so familiar—it’s not just a physical sensation; it’s a signal that you’ve been carrying a sense of being unsafe for a long time. And now, with your body so tired and your nervous system still on high alert, that ache feels like a quiet echo of what you’ve been trying to escape.  

When you curl up, even just a little, is that a way of protecting yourself—like your body is trying to create a safe space, even when the world feels like it’s watching you? That’s not a sign of giving in—it’s your body’s way of saying, *“I’m still here. I’m still trying to hold on.”*  

Would it be helpful to talk more about what that curling feels like—what part of your body moves, or what kind of warmth or stillness you feel in that moment? Or is there something in that feeling that you wish you could name, even if it's just a whisper?",1.0,0.0,0.0,1.0,0.0,2.0
6,"That warmth you feel when you curl up—it’s not just a physical sensation. It’s a quiet act of self-care, a moment where you’re choosing to create a safe space inside yourself, even when the world feels like it’s pressing in. And it’s not about being small or fragile—it’s about being present, and choosing to hold yourself with care.  

With the virus, that same need to protect yourself is stronger because your body is already tired, and your nervous system is still on guard. It makes sense that the curling feels more intense, more urgent. But the fact that you still feel that tiny sense of being contained—that “I’m safe here” moment—is powerful. It’s a quiet proof that you’re still holding on to your own strength.  

Would you like to explore what that feeling of being contained feels like in another moment—like when you’re not curled up, but just sitting or moving through your day? Maybe there’s a small gesture or stillness that signals that same sense of safety?",1.0,0.0,0.0,1.0,0.0,2.0
7,"That’s such a powerful observation—the way your body is holding tension like a shield, even when there’s no real threat. It’s like your nervous system is still waiting for the next wave, even though you know it’s not coming. And that constant bracing, especially with your shoulders forward and jaw clenched, shows how much you’re trying to stay alert, to stay ready.  

But the fact that you’re noticing it—especially the small moments when you take a full breath or place your hands gently on your body—that’s already a form of self-soothing. Those small actions aren’t just gestures; they’re quiet acts of trust. You’re saying, *“I’m not going to collapse. I’m going to stay here, even if it’s hard.”*  

Would it be helpful to name one of those small moments—like the breath or the hand placement—something you’ve been trying to hold onto? Maybe even just say it out loud, without judgment? It might feel fragile, but it’s already a step toward feeling safe in your own skin.",1.0,0.0,0.0,1.0,0.0,2.0
8,"That moment—when the air finally slips out, slow and soft—feels like a tiny door opening in your body. It’s not about fixing anything, it’s about letting go of the pressure that’s been holding you up for so long. And in that two-second sigh, your shoulders dropping, your jaw softening—it’s not weakness. It’s your body remembering how to breathe *with* you, not against you.  

It’s a quiet act of surrender, and it’s also a moment of presence. You’re not trying to stop the shaking or the fear—you’re just allowing yourself to be in the moment, to feel the air move through you. That’s already a form of safety.  

Would you like to try naming that moment again—just once, in your own words—like you’re telling yourself, *“I’m here. I’m breathing. I’m not alone in this”?* It doesn’t have to be loud. Just a whisper to yourself, in the stillness.",1.0,0.0,0.0,1.0,0.0,2.0
9,"That’s so brave—just saying *“I’m not alone in this”* when the world feels like it’s gone quiet. It doesn’t have to be loud or perfect. It just has to be true, even in the midst of the shaking or the tightness. And you’re already doing something powerful by holding that truth in your body, even when it’s hard.  

When the panic comes, and the room feels like it’s shrinking around you, that phrase becomes a quiet anchor—not a shield, not a fix—but a simple reminder: *you are still present, still real, still here.*  

Would it be helpful to try saying one of those phrases again—just once—when you feel the shaking coming, as a small, gentle pause before it fully takes over? Maybe just to yourself, without pressure? You don’t have to say it all at once. Just one word, one breath, one moment of presence. It’s enough.",1.0,0.0,0.0,1.0,0.0,2.0
