Utterance,Type,ID,NJ,WE,RA,AL,RF,SA,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,context,model_prediction
"Vanessa, hi. It's nice to see you again.",T,lrnkEQRUyJM_1,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,,"Hi, Sherry. How are you doing today?"
Yeah. How are you?,T,lrnkEQRUyJM_3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,"Therapist: Vanessa, hi. It's nice to see you again.
Patient: It's good to see you.","I'm glad you came back in. I've got the results now of the blood work that we did after your checkup. And before we go over any of that, I really wanted to find out from you how things are going and what you're concerned about."
"Yeah. The last time we saw things were pretty chaotic and hectic when you were being released from the hospital, discharged from the hospital about a week ago. How's your injury? How's your arm?",T,lrnkEQRUyJM_5,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,"Therapist: Vanessa, hi. It's nice to see you again.
Patient: It's good to see you.
Therapist: Yeah. How are you?
Patient: I'm doing okay. I've been, you know, things have been settling down a bit, I think.","Oh, good. That's really good. Yeah, I've got some news for you. I've got some test results back from the lab, and I can give you your blood test results if that's okay."
So you've been trying to stay busy.,T,lrnkEQRUyJM_7,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,"Therapist: Vanessa, hi. It's nice to see you again.
Patient: It's good to see you.
Therapist: Yeah. How are you?
Patient: I'm doing okay. I've been, you know, things have been settling down a bit, I think.
Therapist: Yeah. The last time we saw things were pretty chaotic and hectic when you were being released from the hospital, discharged from the hospital about a week ago. How's your injury? How's your arm?
Patient: It's... I've had a lot of pain in it. I've been trying not to take too much pain medication and just kind of trying to keep busy and focus on things that are happening. I've been busy with my church duties and with my kids.",Busy has been good for you.
How are your kids doing?,T,lrnkEQRUyJM_9,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,"Therapist: Yeah. How are you?
Patient: I'm doing okay. I've been, you know, things have been settling down a bit, I think.
Therapist: Yeah. The last time we saw things were pretty chaotic and hectic when you were being released from the hospital, discharged from the hospital about a week ago. How's your injury? How's your arm?
Patient: It's... I've had a lot of pain in it. I've been trying not to take too much pain medication and just kind of trying to keep busy and focus on things that are happening. I've been busy with my church duties and with my kids.
Therapist: So you've been trying to stay busy.
Patient: Yeah, yeah. It's been hard to think about myself when I have so many other things that are more... way more important than me to deal with.",So you've been putting other people's needs in front of your own.
"Yeah. I imagine that there's some period of readjustment and healing and sadness, or as in... it sounds like also just trying to get things done.",T,lrnkEQRUyJM_11,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"Therapist: Yeah. The last time we saw things were pretty chaotic and hectic when you were being released from the hospital, discharged from the hospital about a week ago. How's your injury? How's your arm?
Patient: It's... I've had a lot of pain in it. I've been trying not to take too much pain medication and just kind of trying to keep busy and focus on things that are happening. I've been busy with my church duties and with my kids.
Therapist: So you've been trying to stay busy.
Patient: Yeah, yeah. It's been hard to think about myself when I have so many other things that are more... way more important than me to deal with.
Therapist: How are your kids doing?
Patient: They're doing okay. You know, the little ones were pretty, kind of, stressed out when I first got home and they were a little unsure of themselves and what was going to happen. But the older kids have helped out quite a bit, so I think they're pulling together.","So your other children, they're doing okay?"
"So you're taking care of a lot of people while trying to take care of yourself. I really appreciate you showing up today. Last time, you talked about how important it is for you to do what you can to keep your kids and yourself safe. I was wondering if you'd be interested in talking more about that today.",T,lrnkEQRUyJM_13,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"Therapist: So you've been trying to stay busy.
Patient: Yeah, yeah. It's been hard to think about myself when I have so many other things that are more... way more important than me to deal with.
Therapist: How are your kids doing?
Patient: They're doing okay. You know, the little ones were pretty, kind of, stressed out when I first got home and they were a little unsure of themselves and what was going to happen. But the older kids have helped out quite a bit, so I think they're pulling together.
Therapist: Yeah. I imagine that there's some period of readjustment and healing and sadness, or as in... it sounds like also just trying to get things done.
Patient: Yeah. I mean, my motto is just to keep moving, moving as fast as I can, trying to keep the house clean, be good with my duties at my church, and trying to keep the kids focused on their activities and not on what's happening between me and Paul.",So you're trying to keep a positive front for your children.
So you were scared. It sounds like you were scared.,T,lrnkEQRUyJM_15,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"Therapist: How are your kids doing?
Patient: They're doing okay. You know, the little ones were pretty, kind of, stressed out when I first got home and they were a little unsure of themselves and what was going to happen. But the older kids have helped out quite a bit, so I think they're pulling together.
Therapist: Yeah. I imagine that there's some period of readjustment and healing and sadness, or as in... it sounds like also just trying to get things done.
Patient: Yeah. I mean, my motto is just to keep moving, moving as fast as I can, trying to keep the house clean, be good with my duties at my church, and trying to keep the kids focused on their activities and not on what's happening between me and Paul.
Therapist: So you're taking care of a lot of people while trying to take care of yourself. I really appreciate you showing up today. Last time, you talked about how important it is for you to do what you can to keep your kids and yourself safe. I was wondering if you'd be interested in talking more about that today.
Patient: No, I made time today to talk about this. I think it's really important to try to figure something out. Things got very out of hand there, and so I'm looking forward to thinking about what things I can do.","Okay, well, I'm glad that you came in today and we can talk about it. I guess, to start off with then, can you tell me a little bit more about what happened on Friday night?"
"So a lot of things were turned upside down. When you say it was scary, I hear you saying it was scary for your safety, but also because all these other disruptive elements were put in motion.",T,lrnkEQRUyJM_17,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,"Therapist: Yeah. I imagine that there's some period of readjustment and healing and sadness, or as in... it sounds like also just trying to get things done.
Patient: Yeah. I mean, my motto is just to keep moving, moving as fast as I can, trying to keep the house clean, be good with my duties at my church, and trying to keep the kids focused on their activities and not on what's happening between me and Paul.
Therapist: So you're taking care of a lot of people while trying to take care of yourself. I really appreciate you showing up today. Last time, you talked about how important it is for you to do what you can to keep your kids and yourself safe. I was wondering if you'd be interested in talking more about that today.
Patient: No, I made time today to talk about this. I think it's really important to try to figure something out. Things got very out of hand there, and so I'm looking forward to thinking about what things I can do.
Therapist: So you were scared. It sounds like you were scared.
Patient: It was terrifying. I mean, we ended up having to call the police and Paul was arrested and spent some time in jail. I had child welfare folks crawling all over my house, my mom was upset, and neighbors were gossiping. It was just very scary.","That sounds really scary. And when things are scary, we tend to want to run away from them. So it makes sense that you'd want to run away from the idea of talking about this."
So a lot of people have some ideas about what you should be doing.,T,lrnkEQRUyJM_19,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"Therapist: So you're taking care of a lot of people while trying to take care of yourself. I really appreciate you showing up today. Last time, you talked about how important it is for you to do what you can to keep your kids and yourself safe. I was wondering if you'd be interested in talking more about that today.
Patient: No, I made time today to talk about this. I think it's really important to try to figure something out. Things got very out of hand there, and so I'm looking forward to thinking about what things I can do.
Therapist: So you were scared. It sounds like you were scared.
Patient: It was terrifying. I mean, we ended up having to call the police and Paul was arrested and spent some time in jail. I had child welfare folks crawling all over my house, my mom was upset, and neighbors were gossiping. It was just very scary.
Therapist: So a lot of things were turned upside down. When you say it was scary, I hear you saying it was scary for your safety, but also because all these other disruptive elements were put in motion.
Patient: Right. We had people checking in, asking if I'd get a restraining order. My mom was trying to get me to move in with her. It was just too many cooks in the kitchen. Way too many.","Yeah, it was a tough time."
