Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Hi Tom, how's things going?",T,gFVeSopv--w_1,1,1,1,1,0,2
"Yeah, really good, really good. Thanks, yeah. It's been a good week.",P,gFVeSopv--w_2,,,,,,
"It's been a good week? Okay, tell me a little bit about that.",T,gFVeSopv--w_3,1,1,1,1,0,2
"Um, well, I mean, I really have to thank you for the last session. It was just amazing. It's difficult I suppose for me when it's been a long time since I've had someone to talk to and certainly someone as considerate and kind as you are. So I just can't express enough how thankful I was for that last session.",P,gFVeSopv--w_4,,,,,,
"Oh, I'm really pleased to hear that. I'm glad to hear that things are going well for you and you're happy with how we're working together.",T,gFVeSopv--w_5,2,2,1,1,1,2
"Yeah, I mean it's not just happy, I mean, I'm really, yeah, I can't say it enough. It was just, almost like it changed my whole week, it really just gave me a really, really nice week, so thank you very much, yeah.",P,gFVeSopv--w_6,,,,,,
"Okay, it certainly sounds like it's had a really big impact on you, good.",T,gFVeSopv--w_7,1,1,0,1,1,2
"And I mean while we're on that I suppose I've brought you, just to thank you, I brought something in for you. It's um, you know because it was such a good session I thought I'd bring you a gift in.",P,gFVeSopv--w_8,,,,,,
"Oh, okay. Oh, that's really thoughtful, okay. Thanks.",T,gFVeSopv--w_9,2,2,1,1,0,2
You're welcome.,P,gFVeSopv--w_10,,,,,,
"Okay, um, I'll just pop this down here for now.",T,gFVeSopv--w_11,2,2,1,1,0,2
"I hope you enjoy it, it's yeah.",P,gFVeSopv--w_12,,,,,,
"Yes, yeah I quite enjoy wine, so that's um, yeah, that's lovely.",T,gFVeSopv--w_13,1,1,0,0,0,2
"Hmm, good, maybe you could have it, drink it over dinner this weekend or have something, have it with a nice meal this weekend.",P,gFVeSopv--w_14,,,,,,
"Yeah, I'll, I'll certainly keep that in mind, good. How's your week been?",T,gFVeSopv--w_15,1,1,0,0,0,2
"Oh, good, yeah you know can't complain, usual kind of work, that sort of thing. Great, yep, yep. Okay, so um, and, and how are things with you?",T,gFVeSopv--w_16,0,0,0,0,0,2
"Yeah, it's well, good, good. I've been thinking about a lot of the stuff that we talked about last week and, you know, I think um my mood's lifted a real lot. I've been happy and, you know I've been thinking a lot about the session I suppose, it's really been kind of in my mind the whole week, I've been thinking a lot about the stuff that you've been saying and yeah, it's been great, it's been really good.",P,gFVeSopv--w_17,,,,,,
"Okay, so what was helpful for you?",T,gFVeSopv--w_18,1,1,0,0,0,2
"Um, oh, well I think just like I said, having someone like yourself to listen, um yeah someone who's so kind, someone who's easy to talk to, um yeah someone who's concerned and caring and, you know I don't have a lot of female friends so just to yeah spend a bit of time with someone like a female and talking about some of the stuff that I've been concerned about has been really, really good.",P,gFVeSopv--w_19,,,,,,
"Okay, good.",T,gFVeSopv--w_20,1,1,1,1,0,2
"Hi Tom, how you doing?",T,gFVeSopv--w_21,0,0,0,0,0,2
"Yeah, really good thanks, really good.",P,gFVeSopv--w_22,,,,,,
"Good, how's the week been?",T,gFVeSopv--w_23,2,2,1,1,1,2
"It's been fantastic. Yeah, it's just been amazing. Some of the stuff that you said to me last week, I've really thought about it, in fact I've been thinking about the session a lot over the last week and my mood's lifted and yeah it's been a really good week.",P,gFVeSopv--w_24,,,,,,
"I'm really pleased to hear that, that's really good to hear.",T,gFVeSopv--w_25,1,1,0,1,0,2
"I can't thank you enough, I really can't. It's just been, it's been great. I've um just having the opportunity to have someone to talk to and not just someone to talk to, but someone who is as kind and um considerate and caring as you are, I just, you know I just can't express how thankful I really am um for your help, yeah.",P,gFVeSopv--w_26,,,,,,
"So it sounds like our last session had quite an impact on you to the extent that even through the week you found that your mood has shifted and um it's something that's been going over in your mind, so and I'm really pleased to hear that, it's very encouraging that this therapeutic relationship is working for you in this way.",T,gFVeSopv--w_27,1,1,0,1,0,2
"Yeah, and it's something that I don't get to do a lot, as I've said to you I don't have a lot of friends, I don't have a lot of female friends so to have the chance to talk to a a female, a kind, kind of compassionate um female like yourself has just been really, really nice, I can't thank you enough. In fact I've um I really did want to thank you um for the session so I've brought something in for you. Okay, it's not much but I just yeah I really wanted to thank you for it.",P,gFVeSopv--w_28,,,,,,
I really appreciate the gesture. It's um it's good to know that this is working for you so well.,T,gFVeSopv--w_29,1,1,0,1,0,2
"No, you're welcome, I think you deserve it because it's really useful.",P,gFVeSopv--w_30,,,,,,
"Okay, so it sounds like this therapeutic relationship is something that's really helped you through the week. Okay, so the way that we're working in therapy is is obviously having quite quite an impact.",T,gFVeSopv--w_31,2,1,1,2,1,2
"Yeah, absolutely, my mood as I said my mood's really lifted and it's been great.",P,gFVeSopv--w_32,,,,,,
"Okay. And I guess it it makes sense that this is so important to you given that you haven't sort of you've been having some relationship problems and difficulty sort of forming relationships outside of therapy, that now when you're in here and you've got somebody who sort of listens to you and is very open and accepting and non-judgmental, it certainly makes sense that this is something that would be really important for you.",T,gFVeSopv--w_33,2,1,1,2,1,2
"Yeah, it's a really valuable experience.",P,gFVeSopv--w_34,,,,,,
"Yeah, yeah. And hopefully the way that we work together here in therapy can then help you outside, to help you form relationships um and move towards the sort of relationships that you've told me you would like to have outside of therapy.",T,gFVeSopv--w_35,1,1,1,1,0,2
"Yeah, yeah, I hope so.",P,gFVeSopv--w_36,,,,,,
Good. Okay.,T,gFVeSopv--w_37,1,1,1,1,0,2
"Gifts represent a bit of a tricky situation in therapy. Um, what I thought was happening in this situation was that this client was maybe getting a little bit confused about the nature of the therapeutic relationship and starting to get a little bit confused about boundaries. Um, this is understandable given his relationship history and what's happening outside of therapy, that once he does experience um a positive relationship, he might misinterpret it. The other option is that he actually is just grateful for the work we're doing together and wanted to express that gratitude and there was nothing else behind it. What I chose to do in this situation was to accept the wine, but leave it on the table so I wasn't actually accepting it as a personal gift to me. What I was very mindful of though was actually not demonstrating that this was a rejection of him. So what I wanted to do was very much validate the reasons for choosing to give me the wine and express his gratitude, but also make it very clear that this is a therapeutic relationship and that there are boundaries here and that what he will need to do in future is actually work at establishing relationships outside of therapy. What I could have also done with this is explore what his motivation was in choosing to give me the wine. However, just at the beginning of the session I thought that might be perhaps a little bit too confrontational for him, um especially if I as I wasn't quite sure whether it was a personal gift or just an expression of gratitude, but that is something that I could have addressed later in the session um or even at a different stage of therapy. This did present a bit of an ethical situation in that the gift was alcohol, and depending on the agency that I work for or the broader context, that has an effect on how I could accept the gift. Something I could have said to him was that um I would share the wine with colleagues at a meeting that evening to indicate that I wasn't rejecting it but it wasn't a personal gift to me. Um, the other thing I would be aware of is being quite mindful of similar gestures towards me in therapy, and so if I saw repetitions of this sort of behavior, I might need to address that in future.",T,gFVeSopv--w_38,1,1,1,2,0,2
