Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Hi, Sherry. How are you doing today?",T,z60HLGvT7DQ_1,1,1,1,1,1,2
I'm doing okay.,P,z60HLGvT7DQ_2,,,,,,
You're doing okay? I understand you've been having some symptoms which have been bothering you a bit. Can you tell me what you think's going on?,T,z60HLGvT7DQ_3,1,1,1,2,1,2
"Yeah, um, I've been feeling really low and I think I might be depressed.",P,z60HLGvT7DQ_4,,,,,,
You think you might be depressed? Have you ever felt this way in the past?,T,z60HLGvT7DQ_5,1,1,1,2,1,2
"I mean, years ago, I you know, felt had some of these similar things, but I didn't really think about it much. And I mean this has been going on for like, I've been feeling this way for like a month and, you know, I think something's wrong.",P,z60HLGvT7DQ_6,,,,,,
"You've been having feelings of sadness, hopelessness?",T,z60HLGvT7DQ_7,1,1,1,2,1,2
"Yeah. I mean, you know, I haven't been able to sleep.",P,z60HLGvT7DQ_8,,,,,,
Trouble sleeping? And this has been going on for a month?,T,z60HLGvT7DQ_9,1,0,0,2,1,2
Yeah.,P,z60HLGvT7DQ_10,,,,,,
Have you noticed any change in your ability to experience fun or pleasure?,T,z60HLGvT7DQ_11,0,0,0,1,0,2
"I haven't really thought about it, but I mean I still have fun sometimes, but I've noticed that most of the time I'm sad.",P,z60HLGvT7DQ_12,,,,,,
"Most of the time you're sad, but you still have fun? Have you lost an interest in pursuing things that are fun?",T,z60HLGvT7DQ_13,0,0,0,2,1,2
"No, I mean I still try, you know, to distract myself, like if I notice that I'm like just feeling really low and or like even if I can't sleep at night, like I'll do go do something that I like doing you know, to pass the time. Like I watch movies and stuff.",P,z60HLGvT7DQ_14,,,,,,
Alright. Any change in your appetite or weight in the last couple weeks?,T,z60HLGvT7DQ_15,0,0,0,1,0,2
"Yeah, I mean I haven't really been eating that much and I've actually lost a few pounds.",P,z60HLGvT7DQ_16,,,,,,
"Lost a few pounds? And you mentioned the sleep disturbance, how you've not been sleeping as much as you'd like to.",T,z60HLGvT7DQ_17,0,0,0,2,1,2
"Correct. It's really hard for me to fall asleep and sometimes I'll just lie there for hours at night and it's you know, awful because then I'm tired all day because I didn't sleep at night. And when I get home and it's time for bed again, I still can't fall asleep.",P,z60HLGvT7DQ_18,,,,,,
"Alright, so that's been affecting your energy level?",T,z60HLGvT7DQ_19,0,0,0,1,0,2
Yeah.,P,z60HLGvT7DQ_20,,,,,,
"Do you feel restless or the opposite, kind of like slowed down? You been having either one of those feelings?",T,z60HLGvT7DQ_21,0,0,0,1,0,2
"Um, no, not really.",P,z60HLGvT7DQ_22,,,,,,
Have you been having any feelings of worthlessness?,T,z60HLGvT7DQ_23,0,0,0,1,0,2
"No, I mean you know, like not really, no. Like I don't feel worthless. I just you know, I just I'm still sad though I don't know why I'm sad.",P,z60HLGvT7DQ_24,,,,,,
How about um your concentration level? Any changes there?,T,z60HLGvT7DQ_25,0,0,0,1,0,2
"Yeah, it's it's hard to concentrate at work and and in general, even at home because I just because I'm so tired, I'm not sleeping and sometimes I just get distracted by like you know, like I'll be overcome with emotion and out of nowhere and like it's hard for me to pay attention to what I'm doing if I'm getting distracted by those thoughts.",P,z60HLGvT7DQ_26,,,,,,
Have you been having any thoughts related to death or dying?,T,z60HLGvT7DQ_27,0,0,0,1,0,2
No.,P,z60HLGvT7DQ_28,,,,,,
So these symptoms you've been describing have been causing limitations in your functioning in what areas?,T,z60HLGvT7DQ_29,0,0,0,1,0,2
"At work. At work, um at home too, you know like I want to play with my cat. I usually play with my cat for like an hour every night just because you know I'm at work all day. But I haven't, I've been having trouble like even doing that and um yeah. So I would say and then even like my relationships too, like my social life, it's been affecting it.",P,z60HLGvT7DQ_30,,,,,,
Alright. Any drug or alcohol use? How about any medical conditions?,T,z60HLGvT7DQ_31,0,0,0,1,0,2
No.,P,z60HLGvT7DQ_32,,,,,,
Do you ever see or hear things other people can't see or hear? Has it ever happened to you?,T,z60HLGvT7DQ_33,0,0,0,1,0,2
No. Never.,P,z60HLGvT7DQ_34,,,,,,
"Do you feel now, recently or ever, you ever had a state where you were too happy? Like have a lot of energy and...",T,z60HLGvT7DQ_35,0,0,0,1,0,2
Like mania? No. Nothing like that ever.,P,z60HLGvT7DQ_36,,,,,,
Has there been any major event in the last month or maybe before that that you think might be causing this?,T,z60HLGvT7DQ_37,0,0,0,1,0,2
No. Nothing significant happened to make me feel this way.,P,z60HLGvT7DQ_38,,,,,,
Nothing you think would cause depression?,T,z60HLGvT7DQ_39,0,0,0,1,0,2
No.,P,z60HLGvT7DQ_40,,,,,,
"Alright Sherry. I'm going to get you in to see a counselor here, but it'll take a couple days to get you in, is that okay? I want to thank you for answering these questions for me. This has been helpful.",T,z60HLGvT7DQ_41,1,1,1,0,0,2
Yes. You're welcome.,P,z60HLGvT7DQ_42,,,,,,
