Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"So I've just been hearing about this belief that everyone's hearing your thoughts, that they've somehow been transmitted into their heads. And it sounds as though out of all the things that are going on, that's the thing that's most distressing for you, that other people can actually read your thoughts.",T,w8namZ5rt2k_1,2,1,1,2,2,2
"I could cope with all of the rest, but I'm really anxious. I'm sweating just now, and I'm really worried about all these people knowing my thoughts.",P,w8namZ5rt2k_2,,,,,,
"Right, okay. I mean, one of the things that I think we need to do is to try and get some more evidence really to find out, you know, what is really going on here.",T,w8namZ5rt2k_3,1,0,1,1,1,2
"Oh, I wish we knew.",P,w8namZ5rt2k_4,,,,,,
"Because it seems like there's something going on, but I'm not quite sure what it is. So what I'd like to do is to try and do some kind of an experiment so that we can gather some more information and see what happens.",T,w8namZ5rt2k_5,1,1,1,1,0,2
Okay.,P,w8namZ5rt2k_6,,,,,,
So I'd like to think of an experiment in some ways that tests out whether people can read your thoughts. That's really the crux of it all.,T,w8namZ5rt2k_7,1,1,1,1,0,2
That's exactly it. That's what I want to do.,P,w8namZ5rt2k_8,,,,,,
"Okay. I'm just wondering if you've got any kind of creative ideas that you could think of that would find out whether or not people are, you know, that if I was watching, we would know one way or the other or find a bit more information about what's going on.",T,w8namZ5rt2k_9,0,0,1,0,0,1
So we're both going to watch?,P,w8namZ5rt2k_10,,,,,,
"What I was just thinking, it might be useful if I was there because at the moment, I mean, how at the moment do you know that people are reading your thoughts?",T,w8namZ5rt2k_11,1,1,1,1,0,2
"Well, I stay in my flat a lot, as you know, because I'm a bit too scared to go out. But sometimes, maybe it's like once every couple of hours, I can feel it starting to come on and then there's the whoosh, thought's gone, empty head. And it goes out and I look out the window and I can see that like there's one woman talking to another woman and she turns, she turns her head away. I'm thinking, oh jinx, they've gone out again.",P,w8namZ5rt2k_12,,,,,,
"So it's something about how people react at that time. Right, okay. So, any thoughts about what we might be able to do?",T,w8namZ5rt2k_13,0,0,1,1,0,1
Think of a really funny joke. But my thoughts aren't like that. My thoughts are mixed up and sad and shameful.,P,w8namZ5rt2k_14,,,,,,
"Can you think of something that would get a real reaction from people in terms of behavior that we could observe? Something that, you know, there would be absolutely no questions about what was going on in terms of how people reacted in terms of behavior.",T,w8namZ5rt2k_15,1,1,1,1,0,2
"In terms of seeing them actually moving. That might be something that would be quite useful, yeah. Well, suppose I think a thought that, you know that band One Direction?",P,w8namZ5rt2k_16,,,,,,
I've heard of them.,T,w8namZ5rt2k_17,1,1,1,1,0,2
Suppose I think One Direction are about to open a supermarket in the shopping center. Because like people go crazy for them.,P,w8namZ5rt2k_18,,,,,,
"Okay. So if you had that thought and it went 'whoosh', what would we expect to see?",T,w8namZ5rt2k_19,1,1,1,1,0,2
"Well, I think some people would be disgusted because they don't like them. But lots of people would be running to the supermarket, I think.",P,w8namZ5rt2k_20,,,,,,
"Right. So if I was with you and I said 'right, you need to keep having that thought', we would see people running towards the supermarket?",T,w8namZ5rt2k_21,1,1,1,1,0,2
You would definitely see some of the younger end of the market running.,P,w8namZ5rt2k_22,,,,,,
"Okay then. Okay, so that would prove that people were actually getting that thought. Okay, if we were in that situation and people didn't start running, what do you think that would mean?",T,w8namZ5rt2k_23,1,1,1,1,0,2
"Might mean they don't like One Direction, might mean they didn't pick it up, might mean they're preoccupied with their own thoughts, I don't know.",P,w8namZ5rt2k_24,,,,,,
"Right. Because I'm just wondering if we're going to set this up as an experiment, we've got to think about how we're going to interpret the results when we see them. So I suppose that's one thing. It needs to be something that we're pretty convinced that if we don't get a result, there's a good chance it means they're not picking up your thoughts, if you know what I mean.",T,w8namZ5rt2k_25,1,1,1,1,0,2
"It needs to be something bigger than this One Direction thing, doesn't it? I just wonder, maybe some kind of super sale. Things are cut to 20% of their proper price. Really nice furniture and clothes and stuff.",P,w8namZ5rt2k_26,,,,,,
"Right, okay. And what would happen if people didn't run when they got that thought? What would that mean?",T,w8namZ5rt2k_27,1,1,1,1,0,2
"Well, I suppose that I'd start to wonder if the thoughts were going to them.",P,w8namZ5rt2k_28,,,,,,
Okay. So it might make you wonder whether or not it was happening or not.,T,w8namZ5rt2k_29,1,1,1,1,0,2
Yeah.,P,w8namZ5rt2k_30,,,,,,
"Okay. Because it needs to be a valid experiment, I suppose that's what I'm trying to get at. It's no good setting up an experiment if it doesn't really give us any more information.",T,w8namZ5rt2k_31,1,1,1,1,0,2
"But if it's not going to them, where are they going?",P,w8namZ5rt2k_32,,,,,,
"Well, perhaps that's the next thing to think about. So first of all, is it going to the other folks? And then the next bit is, well, if it's not, because we don't know, it might be that everyone starts running through the shopping center at this stage, in which case we're going to have to deal with that. But for now, I suppose we just need to look at that. So is there a certain time or kind of particular shopping center we need to go to?",T,w8namZ5rt2k_33,1,1,1,1,0,2
"Well, we can look at my window and we can see the shopping center. And it's every couple of hours this happens.",P,w8namZ5rt2k_34,,,,,,
Right. So we could do it from your flat and we could actually observe what's going on outside. And you'd be happy that that was a pretty decent experiment to test things out?,T,w8namZ5rt2k_35,1,1,1,1,0,2
"Yeah, if you were there, that would really help me.",P,w8namZ5rt2k_36,,,,,,
"Okay. Okay then, shall we arrange a time then and we can set that up?",T,w8namZ5rt2k_37,1,1,1,1,0,2
Mhm.,P,w8namZ5rt2k_38,,,,,,
