Utterance,Type,ID,NJ,WE,RA,AL,RF,SA
"Hi Rhonda, how you doing today?",T,OPCYGqzf7Us_1,1,1,1,0,0,2
I'm fine.,P,OPCYGqzf7Us_2,,,,,,
You're fine?,T,OPCYGqzf7Us_3,1,1,0,0,0,2
Yeah.,P,OPCYGqzf7Us_4,,,,,,
I'm glad you could come in today for this intake. I want to explain a little about the process. I understand you've already completed the informed consent?,T,OPCYGqzf7Us_5,2,1,2,1,0,2
"Yes. Yeah, I've done this before, so.",P,OPCYGqzf7Us_6,,,,,,
"You've done this before? So you understand my obligations to report certain things? Okay. Okay. So, you answered some other questions in that packet that you filled out with the informed consent. Factual type questions, information that might be on your driver's license or insurance cards, things like that. I'm going to be asking you more emotionally oriented questions as part of this part of the intake. Some of the topics we'll be covering are sensitive for many people and you may not want to talk about it and that's okay. So if I stumble upon one of those topics you don't want to discuss it, just let me know and we don't have to talk about it. If it's an area that you don't want to talk about right now, but you want to talk about it later, we can talk about it later. Does that make sense?",T,OPCYGqzf7Us_7,1,1,1,2,1,2
Yep.,P,OPCYGqzf7Us_8,,,,,,
"Okay. So, how were you referred here to our agency?",T,OPCYGqzf7Us_9,1,1,1,2,1,2
"Well, I have this friend that I've known her forever and um, she told me that she was really concerned about the way I was living my life and that you know I should be coming here, so as a favor to her, I'm here.",P,OPCYGqzf7Us_10,,,,,,
"Alright, so you're here as a favor to your friend. Do you feel committed to counseling?",T,OPCYGqzf7Us_11,1,1,0,1,0,2
"I mean, I guess there's some things I can work on, but I mean, they say I have problems that I really just don't I don't have.",P,OPCYGqzf7Us_12,,,,,,
"And when you say they, who are you referring to?",T,OPCYGqzf7Us_13,1,1,0,1,0,2
"Uh, some of my other friends, the friend that referred me.",P,OPCYGqzf7Us_14,,,,,,
"Alright, so there's some elements that they're observing and reporting to you, but you're not quite seeing them. And you think they might not be there at all.",T,OPCYGqzf7Us_15,1,1,0,1,0,2
Yeah.,P,OPCYGqzf7Us_16,,,,,,
"Okay. Fair enough. So, I want to talk about what we refer to as the presenting problem. And I know you indicated you're here because a friend referred you, but in terms of the any symptoms or any problems, issues that might be going on in your life, any of those you can identify, could talk about?",T,OPCYGqzf7Us_17,1,1,0,2,1,2
"Well, I mean I will admit I do get angry a lot.",P,OPCYGqzf7Us_18,,,,,,
"Anger, okay.",T,OPCYGqzf7Us_19,1,1,0,1,0,2
